entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
"ziiproom, inc.",burlington,massachusetts,computers,16
"akouos, inc.",boston,massachusetts,biotechnology,10
"sendaride, inc.",oklahoma city,oklahoma,other,14
"avg blockchain fund 1-q,llc",waltham,massachusetts,pooled investment fund,3
"avg blockchain fund 1, llc",waltham,massachusetts,pooled investment fund,5
"ootify, inc.",los angeles,california,other,16
nannocare inc,burbank,california,other health care,2
"dmos collective, inc.",jackson,wyoming,other,4
my ally inc.,san jose,california,other technology,11
"pegasus transtech parent, llc",tampa,florida,other technology,0
"propel (blockapps - pre-a safe), llc",salt lake city,utah,pooled investment fund,15
"fundrx capsule 23, a series of fundrx master fund i, llc",salt lake city,utah,pooled investment fund,6
halan inc.,cairo,egypt,other,7
cooler screens inc.,chicago,illinois,other technology,0
"caremount health solutions, llc",chappaqua,new york,hospitals and physicians,0
"ursa major technologies, inc.",berthoud,colorado,other,1
riseand shine corp,cos cob,connecticut,other,1
chase therapeutics corp,washington,district of columbia,pharmaceuticals,3
"radar relay, inc.",dover,delaware,other banking and financial services,30
blackgold spv i lp,houston,texas,pooled investment fund,27
"volta networks, inc",brookline,massachusetts,other technology,13
"quantstamp, inc.",san francisco,california,other technology,1
"quantstamp, inc.",san francisco,california,other technology,1
"quantstamp, inc.",san francisco,california,other technology,4
possible financial inc.,seattle,washington,other technology,7
"fazit.com, inc.",campbell,california,other technology,1
"origin protocol, inc.",san francisco,california,other technology,525
"azevtec, inc.",bend,oregon,other technology,39
"cke management, llc",blacklick,ohio,other,2
hudson housing tax credit fund lxxxii lp,new york,new york,pooled investment fund,0
juvenescence ltd,isle of man,united kingdom,other,71
fanchise league co llc,los angeles,california,other,0
hudson housing tax credit fund lxxxv lp,new york,new york,other,1
"canirac holdings, inc.",dana point,california,other,3
golden metropolis international ltd,wuxi,china,manufacturing,1
"buddy nutrition, inc.",santa monica,california,other,1
"income booster #1, llc",placentia,california,reits and finance,0
"pie insurance holdings, inc.",washington,district of columbia,insurance,15
"legacy trail surgery center, llc",dallas,texas,other health care,0
"ylg partners, inc.",burlington,north carolina,other,20
"emmersion learning, inc.",lehi,utah,other technology,1
"psionic, llc",hampton,virginia,other technology,4
pipeline equity inc.,denver,colorado,other technology,2
"evanston pioneer fund, l.p.",kildeer,illinois,pooled investment fund,12
"open doors partners, llc",san francisco,california,other,0
"fanbank, inc.",santa monica,california,other technology,6
"fanbank, inc.",santa monica,california,other technology,9
"fanbank, inc.",santa monica,california,other technology,2
"fanbank, inc.",santa monica,california,other technology,11
cytosite biopharma inc.,sudbury,massachusetts,biotechnology,13
wexenergy llc,rochester,new york,energy conservation,0
arafura resources ltd,perth,australia,other energy,5
green relief inc.,puslinch,"ontario, canada",other,8
scylla management llc,elcajon,california,business services,0
"aggenetics, inc.",nashville,tennessee,other,2
allegiant gold ltd,vancouver,"british columbia, canada",other,4
allegiant gold ltd,vancouver,"british columbia, canada",other,1
"ag dli iii (unlevered), l.p.",new york,new york,pooled investment fund,8
"ag direct lending fund iii, l.p.",new york,new york,pooled investment fund,326
bc home corp,fremont,california,residential,1
"ag dli iii, l.p.",new york,new york,pooled investment fund,65
"luma bio-it spv, l.p.",san francisco,california,pooled investment fund,0
"feedtrail, inc.",raleigh,north carolina,other technology,3
"tailored care enterprises, inc.",madison,wisconsin,other health care,1
"tailored care enterprises, inc.",madison,wisconsin,other health care,2
blockfi inc.,new york,new york,other technology,3
"elysium therapeutics, inc.",danville,california,other health care,21
bricleir corp,palo alto,california,other technology,1
"a1 software group, inc.",south san francisco,california,other technology,1
"antenum, inc.",merrimack,new hampshire,other technology,5
tpeg grove office investors llc,southlake,texas,investing,87
bhatt developers & builders inc.,edmonton,"alberta, canada",commercial,2
"genesis block fund i, lp",san francisco,california,pooled investment fund,28
datavest corp,pasadena,california,other technology,10
avoke inc,brooklyn,new york,retailing,2
"deep blue medical advances, inc.",durham,north carolina,biotechnology,18
valar global fund iv lp,new york,new york,pooled investment fund,35
"galen data, inc.",houston,texas,other technology,10
"pccp equity viii investor emp, llc",los angeles,california,pooled investment fund,26
genlith inc.,wayne,pennsylvania,business services,10
"private market opportunity - vista fund ii, llc",new york,new york,pooled investment fund,168
"rklab north america, llc",houston,texas,other,2
ambac assurance corp,new york,new york,insurance,0
healthcare sales enablement inc.,coral gables,florida,other technology,12
"platform science, inc.",san diego,california,other technology,3
dbe loans llc,tukwila,washington,other banking and financial services,14
"avvay, inc.",franklin,tennessee,other technology,13
"here foods investors, llc",carol stream,illinois,other,12
"green leaf fund iv, l.p.",danville,california,pooled investment fund,0
"rainway, inc.",seattle,washington,other technology,3
"clock spring company, inc.",houston,texas,other,5
"gossamer bio, inc.",san diego,california,biotechnology,67
"fund eq-onj, a series of equidate investments llc",salt lake city,utah,pooled investment fund,1
"blocksafe technologies, inc.",edison,new jersey,other technology,0
patchr,austin,texas,other technology,1
"mila group, llc",miami beach,florida,restaurants,5
"lonkero, llc",carmel,indiana,other,10
"lonkero, llc",carmel,indiana,other,9
"hosho group, inc.",las vegas,nevada,other technology,1
therapten biosciences inc.,kelowna,"british columbia, canada",biotechnology,1
agrios global holdings ltd.,vancouver,"british columbia, canada",other,9
ipv ss-2 llc,new york,new york,pooled investment fund,1
"db partnership, llc",park city,utah,other health care,0
petfive brands holding llc,pembroke park,florida,other,4
"nis total absolute return qp fund, llc",milwaukee,wisconsin,pooled investment fund,1
"precisionhawk, inc.",raleigh,north carolina,other technology,4
"precisionhawk, inc.",raleigh,north carolina,other technology,1
equityzen growth technology fund llc - series 210,new york,new york,pooled investment fund,53
"arlington surgery center, llc",arlington,texas,other health care,0
"fund i, a series of j angels community funds, lp",salt lake city,utah,pooled investment fund,77
"blue spruce equity investment partners iii, llc",denver,colorado,commercial,40
"spruceview opportunity fund:u.s. select growth buyout, lp",boston,massachusetts,pooled investment fund,4
van leeuwen ice cream llc,brooklyn,new york,other,9
"nis high yield qp fund, llc",milwaukee,wisconsin,pooled investment fund,1
"nis preferred stock qp fund, llc",milwaukee,wisconsin,pooled investment fund,1
"nis core fixed income qp fund, llc",milwaukee,wisconsin,pooled investment fund,1
"nis intermediate fixed income qp fund, llc",milwaukee,wisconsin,pooled investment fund,1
mercantile ai corp,vancouver,"british columbia, canada",other,1
intrabio inc,tenafly,new jersey,biotechnology,22
autodidactic crypto fund lp,san francisco,california,pooled investment fund,0
autodidactic crypto fund ltd.,san francisco,california,pooled investment fund,0
"ficomm partners, llc",los angeles,california,business services,1
"amplify partners iii, l.p.",menlo park,california,pooled investment fund,50
tomis llc,missoula,montana,other technology,1
incubar llc,broomfield,colorado,other technology,10
"chefling, inc.",sunnyvale,california,other technology,1
"guardian therapeutics, llc",cambridge,massachusetts,biotechnology,1
convergint technologies group l.p.,schaumburg,illinois,other,5
"versapeutics, inc.",san diego,california,pharmaceuticals,1
"gameway, inc.",tigard,oregon,other technology,1
"sucker punch gourmet, llc",bridgeview,illinois,other,9
deerfield topco corp,new york,new york,other,33
"gfe sustainable, inc.",sandy,utah,other energy,107
investors of crypto llc,leander,texas,pooled investment fund,0
accel robotics corp,la jolla,california,other technology,15
"vektor medical, inc.",carlsbad,california,other health care,1
"tyson holistic holdings, inc.",dana point,california,other,25
"btm products, inc.",addison,texas,other health care,2
"block party tickets, inc.",jersey city,new jersey,other technology,2
pantera venture fund iii lp,menlo park,new york,pooled investment fund,90
"clf partners, lp",menlo park,california,pooled investment fund,44
velosbio inc.,san diego,california,biotechnology,2
"carewave medical, inc.",seattle,washington,biotechnology,7
"saints, inc.",portland,oregon,agriculture,0
global systematic multi-strategy us fund lp,singapore,singapore,pooled investment fund,0
global systematic multi-strategy us fund lp,singapore,singapore,pooled investment fund,0
onestep power solutions inc.,houston,texas,oil and gas,1
carbonado fund lp,new york,new york,pooled investment fund,0
carbonado offshore fund ltd.,grand cayman,cayman islands,pooled investment fund,0
"codex labs, inc.",san francisco,california,other technology,2
ockam inc.,san francisco,california,other,6
"bloxroute labs, inc.",evanston,illinois,other,11
"repetere, inc.",new york,new york,other,3
"mobilecoin, a series of hack vc investments llc",syracuse,utah,pooled investment fund,10
south side digital capital llc,chicago,illinois,pooled investment fund,22
zabercoin (pty) ltd,pretoria,south africa,other technology,0
"flagship biosciences, inc.",westminster,colorado,biotechnology,10
"activz global, llc",west jordan,utah,other,2
radcliff river i llc,new york,new york,pooled investment fund,42
"broken shed distilleries, inc.",southport,connecticut,other,2
"broken shed distilleries, inc.",southport,connecticut,other,5
"a-ixa-14-fund, a series of ax-joel-funds, llc",salt lake city,utah,pooled investment fund,28
equityzen growth technology fund llc - series 227,new york,new york,pooled investment fund,58
equityzen growth technology fund llc - series 225,new york,new york,pooled investment fund,14
"cafex-2, a series of jason's syndicate, llc",salt lake city,utah,pooled investment fund,27
"bnnano, inc.",cary,north carolina,other,2
cpi medical fund one llc,hackensack,new jersey,commercial,10
indemnis inc,anchorage,alaska,other technology,57
indemnis inc,anchorage,alaska,other technology,1
"southpark hotel, llc",charlotte,north carolina,lodging and conventions,63
"insight managing group, llc",rockwall,texas,other,0
acuity opportunities fund i llc,nyc,new york,investing,9
acuity opportunities fund i llc,nyc,new york,investing,8
"ubiquity6, inc.",san francisco,california,other technology,6
"feastly, inc.",san francisco,california,other technology,9
"springfield sw senior living, llc",springfield,missouri,residential,25
jam offshore investors ltd,"georgetown, grand cayman",cayman islands,pooled investment fund,1
"finnest, inc.",boston,massachusetts,other technology,7
"black square capital partners, lp",washington,district of columbia,pooled investment fund,0
"3:10 capital wpf iii, llc",euless,texas,pooled investment fund,9
kendall keane edward kin,northampton,massachusetts,other technology,0
crewguru llc,san antonio,texas,other technology,1
goodbulk ltd.,gildo pastor center,monaco,other,1
"callpop, inc.",american fork,utah,telecommunications,2
"innovest global, inc.",chagrin falls,ohio,other,2
"mfg us property fund i, llc",wilmington,delaware,reits and finance,125
"southwest surgery center, llc",mokena,illinois,other health care,0
"square foods, llc",orinda,california,other,4
roy's world llc,chicago,illinois,other,0
"gullane mining partners, llc",memphis,tennessee,investing,108
"fir tree capital opportunity fund (e), l.p.",new york,new york,pooled investment fund,0
"apollo neuroscience, inc.",pittsburgh,pennsylvania,other health care,8
"science crypto opportunity u.s. fund, lp",santa monica,california,pooled investment fund,0
high hampton holdings corp,toronto,"ontario, canada",agriculture,12
high hampton holdings corp,toronto,"ontario, canada",agriculture,2
high hampton holdings corp,toronto,"ontario, canada",agriculture,11
"china xiangtai food co., ltd.","lianglukou, chongqing",china,other,1
decentralized insurance foundation,zug,switzerland,insurance,7
"fundrx capsule 25, a series of fundrx master fund i, llc",salt lake city,utah,pooled investment fund,5
"cornerstone specialty network, llc",austin,texas,other health care,39
shelterzoom corp.,new york,new york,other technology,43
"water street fund i, llc",excelsior,minnesota,other real estate,50
"prickly pear energy, llc",farmers branch,texas,oil and gas,0
atomwise inc.,san francisco,california,biotechnology,31
"regan special opportunities fund, lp",dallas,texas,pooled investment fund,0
equityzen growth technology fund llc - series 232,new york,new york,pooled investment fund,20
equityzen growth technology fund llc - series 233,new york,new york,pooled investment fund,6
equityzen growth technology fund llc - series 235,new york,new york,pooled investment fund,56
"6ff3d9 i, a series of 232e8364f2, lp",salt lake city,utah,pooled investment fund,6
"a-pxk-13-fund, a series of angellist funds, lp",ottawa,"ontario, canada",pooled investment fund,7
"feello, inc.",seattle,washington,other technology,5
"primo wind, inc.",san diego,california,other energy,1
"regenevida, inc.",st. paul,minnesota,biotechnology,2
"qler solutions, inc.",reston,virginia,other health care,7
"prime finance short duration vi, l.p.",san francisco,california,pooled investment fund,0
logistics exchange inc.,new york,new york,other,14
"owl rock first lien fund, l.p.",new york,new york,pooled investment fund,0
camp4 therapeutics corp,cambridge,massachusetts,biotechnology,6
"provenance spv, llc",los angeles,california,pooled investment fund,7
pe premier blackstone tactical opportunities iii onshore feeder lp,new york,new york,pooled investment fund,716
"consilium extended opportunities fund, l.p.",ft. lauderdale,florida,pooled investment fund,28
"cranberry island boatworks, inc.",cranberry isles,maine,other,2
icg credit opportunities fund 1a,los angeles,united states,pooled investment fund,2
mp/starling impact holdings llc,newton,massachusetts,other,21
bitriver lp,new york,new york,other,27
"gluon solutions, inc.",livermore,california,other,5
"rigley, llc",phoenix,arizona,commercial,5
"midgard self storage bradenton fl, llc",roswell,georgia,commercial,37
kosa llc,madison,wisconsin,other health care,2
"pk angel fund, a series of angel deal holdings, lp",salt lake city,utah,pooled investment fund,5
rael inc.,buena park,california,other,12
"digital reserve, p.b.c.",martinez,california,other,0
"driven capital, llc",boise,idaho,other banking and financial services,9
pe premier blackstone tactical opportunities iii offshore feeder lp,grand cayman,cayman islands,pooled investment fund,243
"graphrs, inc.",marina del rey,california,other,1
"inbankshares, corp",denver,colorado,other banking and financial services,62
"xenon investment fund 4, l.p.",beaverton,oregon,investing,2
"fam opportunity fund, llc",mercer island,washington,pooled investment fund,0
pacific merchants alliance llc,herndon,virginia,other,0
"la aloe, llc",los angeles,california,manufacturing,1
netvote corp,roswell,georgia,other technology,1
seadrill ltd,hamilton,bermuda,oil and gas,34
xtraction services inc.,clermont,florida,other,1
nexa3d inc.,ventura,california,other technology,4
"a-czx-36-fund, a series of ax-vate-funds, llc",salt lake city,utah,pooled investment fund,12
infinity green llc.,columbia,pennsylvania,electric utilities,2
infinity green llc.,columbia,pennsylvania,electric utilities,1
infinity green inc.,columbia,pennsylvania,electric utilities,0
paravel inc.,boston,massachusetts,other travel,48
"5th level capital new homebuilder fund 1, lp",red oak,texas,pooled investment fund,4
"owl rock first lien fund (offshore), l.p.",new york,new york,pooled investment fund,0
"sebastes topco, llc",san francisco,california,other,11
"dash labs, inc.",new york,new york,other technology,5
emmer & co llc,san francisco,california,other,9
legal loans l.l.c.,las vegas,nevada,other,0
"fir tree special opportunities fund viii (pr), l.p.",new york,new york,pooled investment fund,0
"enchoice, inc.",tempe,arizona,computers,16
aei healthcare portfolio iii dst,st. paul,minnesota,commercial,6
"blue pointe equities, llc",grand rapids,michigan,commercial,4
subscribe technologies inc.,vancouver,"british columbia, canada",other,5
green park lv llc,arcadia,california,other real estate,5
"station houston ventures v, llc",houston,texas,pooled investment fund,24
"beta9, llc",salt lake city,utah,pooled investment fund,23
"cigent technology, inc.",fort myers,florida,other technology,20
"union ren farms, llc",lebanon,ohio,commercial,11
"harrison street real estate partners vii, l.p.",chicago,illinois,pooled investment fund,0
bedrock i spi llc,new york,new york,pooled investment fund,1
and peggy tour ltd liability co,new york,new york,other,0
solus long-term opportunities evergreen fund lp,new york,new york,pooled investment fund,0
"landmark equity partners xvi offshore co-investment fund, l.p.",simsbury,connecticut,pooled investment fund,0
solus long-term opportunities fund lp,new york,new york,pooled investment fund,0
"ag realty value fund x (us), l.p.",new york,new york,pooled investment fund,6
"ag realty value fund x (a), l.p.",new york,new york,pooled investment fund,71
"ag realty value fund x, l.p.",new york,new york,pooled investment fund,76
"realtyshares 328, llc",lewes,delaware,commercial,142
"on capital fund i, lp",taipei,"taiwan, province of china",pooled investment fund,0
neon exchange ag,vaduz,liechtenstein,other technology,9
"a-amr-12-fund, a series of ax-le-funds, llc",salt lake city,utah,pooled investment fund,3
equityzen growth technology fund llc - series 250,new york,new york,pooled investment fund,11
equityzen growth technology fund llc - series 241,new york,new york,pooled investment fund,48
equityzen growth technology fund llc - series 245,new york,new york,pooled investment fund,23
"veruna, inc.",hopkinton,massachusetts,other technology,0
bvm tg fund llc,salt lake city,utah,pooled investment fund,13
fitplan technologies inc,vancouver,"british columbia, canada",other technology,9
seg capital v llc,scottsdale,arizona,other energy,1
"nancy ridge investors, llc",san diego,california,commercial,12
"um student housing c, lp",dallas,texas,pooled investment fund,2
"um student housing a , lp",dallas,texas,pooled investment fund,3
"r7 partners fund ii, lp",chicago,illinois,pooled investment fund,0
"zenith blockchain technology fund, lp",aspen,colorado,pooled investment fund,0
"moose goose holding, inc.",new york,new york,restaurants,1
"wildomar meadows, llc",solana beach,california,residential,46
"lcs fund i, llc",tarrytown,new york,investing,40
palmetto minerals partners llc,anniston,alabama,other real estate,70
savvy wellness,canoga park,california,retailing,1
"m34 spv1-ne, l.p.",san francisco,california,pooled investment fund,19
"healthblock, inc.",palo alto,california,other health care,4
"trp cav onshore, lp",grand cayman,cayman islands,pooled investment fund,2
"sun capital partners vii, l.p.",boca raton,florida,pooled investment fund,0
"huck finn fund vii, a series of survival economics companies investments, llc",salt lake city,utah,pooled investment fund,39
"mvr apartments, lp",new york,new york,residential,203
mackenzie emerging markets all cap fund (cayman) ltd.,grand cayman,cayman islands,pooled investment fund,0
mackenzie emerging markets all cap master fund (cayman) lp,grand cayman,cayman islands,pooled investment fund,0
mackenzie emerging markets long/short fund (cayman) ltd.,grand cayman,cayman islands,pooled investment fund,0
mackenzie emerging markets long/short master fund (cayman) lp,grand cayman,cayman islands,pooled investment fund,0
"mhp growth & income fund ii, llc",clearwater,florida,other real estate,1
"port capital small cap fund ii, lp",chicago,illinois,pooled investment fund,0
polarx ltd,subiaco,australia,other,6
"lawndale crossings, llc",saginaw,michigan,commercial,7
"crafty holdings, inc.",carol stream,illinois,other,1
"a-nvo-13-fund, a series of ax-jokr-funds, llc",salt lake city,utah,pooled investment fund,13
"a-ita-16-fund, a series of ax-hand-funds, llc",salt lake city,utah,pooled investment fund,95
"a-sob-19-fund, a series of angellist funds, llc",salt lake city,utah,pooled investment fund,36
"a-nqg-15-fund, a series of ax-nees-funds, llc",salt lake city,utah,pooled investment fund,8
"a-ocj-16-fund, a series of ax-bape-funds, lp",ottawa,"ontario, canada",pooled investment fund,34
"fund i, a series of dv deals, lp",salt lake city,utah,pooled investment fund,37
"fund eq-xrw, a series of equidate investments, llc",salt lake city,utah,pooled investment fund,1
"qorum, inc.",san francisco,california,other technology,25
"a-rh, a series of a-st opportunity funds, llc",salt lake city,utah,pooled investment fund,63
"morrison street debt opportunities fund ii, l.p.",portland,oregon,pooled investment fund,79
"tsnycw18, lp",salt lake city,utah,pooled investment fund,21
"a-hbk-18-fund, a series of ax-anez-funds, llc",salt lake city,utah,pooled investment fund,19
"pitchly, inc.",des moines,iowa,other technology,0
swift solar inc.,redwood city,california,other technology,1
"tbs, inc.",pittsburgh,pennsylvania,business services,0
bprep crown hana reit llc,new york,new york,reits and finance,125
bprep crown co-invest reit llc,new york,new york,reits and finance,125
flex air inc.,manhattan,kansas,other,5
cl film project 2 llc,lexington,kentucky,other,0
"shingle acquisition, lp",los angeles,california,pooled investment fund,25
"shingle acquisition, lp",los angeles,california,pooled investment fund,22
"snapdragon place ii, lp",ventura,california,residential,1
"matrix partners india iii, llc",port-louis,mauritius,pooled investment fund,43
"structionsite, inc.",oakland,california,other technology,1
hydra2 llc,philadelphia,pennsylvania,investing,1
"uaventure capital fund, llc",tucson,arizona,investing,15
brookfield capital partners v l.p.,new york,new york,pooled investment fund,0
"crescent asia consumer & deep value fund ii, l.p.","george town, grand cayman",cayman islands,pooled investment fund,0
"g squared opportunities fund iv llc, series j-1",chicago,illinois,pooled investment fund,2
"ayas renewables, inc.",tuscaloosa,alabama,other technology,6
hiperware labs inc,vancouver,washington,other technology,5
brookfield capital partners v l.p.,new york,new york,pooled investment fund,0
brookfield capital partners v l.p.,new york,new york,pooled investment fund,0
"angellist-aabs-pr-fund, a series of angellist-sda-funds, llc",salt lake city,utah,pooled investment fund,31
"a-slb-12-fund, a series of angellist-er-funds, llc",salt lake city,utah,pooled investment fund,14
"hemisphere ventures llc-angellist syndicate-kubos, a series of ax-hees-funds, llc",salt lake city,utah,pooled investment fund,41
"versabuilt, inc.",boise,idaho,manufacturing,9
"hcm venture fund viii, llc",boston,massachusetts,pooled investment fund,32
"pt buyout fund ii, lp",anchorage,alaska,pooled investment fund,0
"montgomery capital partners i, lp",plano,texas,investing,78
"montgomery capital partners ii, lp",plano,texas,investing,91
"blokable-2, a series of jason's syndicate, llc",salt lake city,utah,pooled investment fund,153
north hudson resource partners fund i lp,houston,texas,pooled investment fund,0
"klr seawolf fund, lp",houston,texas,pooled investment fund,0
"carlyle buyout vii access fund (offshore), l.p.",grand cayman,cayman islands,pooled investment fund,43
"carlyle buyout vii access fund, l.p.",wilmington,delaware,pooled investment fund,1179
"liftport group, inc.",tacoma,washington,other technology,1
platypus institute inc.,san diego,california,other technology,4
"callodine capital fund, lp",boston,massachusetts,pooled investment fund,8
"houston equity partners, llc",houston,texas,commercial,0
"takeout7, inc.",hartford,connecticut,other technology,17
"first ddh chicago, llc",calumet city,illinois,commercial,11
"schoonover oil, llc",midlothian,texas,oil and gas,6
"schoonover oil, llc",midlothian,texas,oil and gas,3
"corsair boomer investors, l.p.",new york,new york,pooled investment fund,8
"pmof special situations private credit fund, llc",new york,new york,pooled investment fund,0
"elk grove independent living, llc",olympia,washington,other real estate,0
"elk grove memory care, llc",olympia,washington,other real estate,0
"icv iii fund, l.p.",ra'anana,israel,pooled investment fund,0
"corsair boomer investors feeder, l.l.c.",new york,new york,pooled investment fund,7
"international research equity extended fund, l.p.",boston,massachusetts,pooled investment fund,0
"a-png-22-fund, a series of ax-juer-funds, llc",salt lake city,utah,pooled investment fund,4
"a-thg-17-fund, a series of ax-standres-funds, lp",salt lake city,utah,pooled investment fund,6
gso direct lending fund-d lp,new york,new york,pooled investment fund,0
"bcp qualtek investor holdings, l.p.",new york,new york,pooled investment fund,4
"brightstar capital partners qualtek, l.p.",new york,new york,pooled investment fund,27
"edge fund iv members feeder, l.p.",new york,new york,pooled investment fund,0
"a-rgi-41-fund, a series of ax-rari-funds, llc",salt lake city,utah,pooled investment fund,20
"edge principal investments iv, l.p.",new york,new york,pooled investment fund,0
brookfield super-core infrastructure partners l.p.,new york,new york,pooled investment fund,0
"a-aob-11-fund, a series of ax-rivres-funds, llc",salt lake city,utah,pooled investment fund,18
brookfield super-core infrastructure partners l.p.,new york,new york,pooled investment fund,0
brookfield super-core infrastructure partners l.p.,new york,new york,pooled investment fund,0
"a-dia-25-fund, a series of angellist funds, llc",salt lake city,utah,pooled investment fund,72
"a-son-16-pr-fund, a series of angellist-kb-funds, llc",salt lake city,utah,pooled investment fund,27
"a-wce-14-fund, a series of angellist-mabr-funds, llc",salt lake city,utah,pooled investment fund,18
isubscribed inc.,boston,massachusetts,other technology,1
little acorn shave co,blaine,minnesota,retailing,27
"richards road station, llc",bellevue,washington,commercial,15
"crownthrown, inc.",boca raton,florida,other,0
"westbridge spv-sh, llc",ebene,mauritius,pooled investment fund,10
"milk stork, inc.",palo alto,california,business services,10
markers edge llc,princeton,new jersey,other,27
"cyanask, inc.",new york,new york,other health care,0
"corporate care solutions, inc.",tucson,arizona,other health care,2
"kinetik healthcare solutions, inc",new york,new york,other,0
"rubicon organics, inc.",vancouver,"british columbia, canada",agriculture,11
"rubicon organics, inc.",vancouver,"british columbia, canada",agriculture,1
"pamfleet real estate fund iii, l.p.",singapore,singapore,pooled investment fund,0
"meaningful protein, llc",el segundo,california,investing,39
herbalist witch llc,new york,new york,other,0
arc investors llc,madison,wisconsin,investing,12
brookfield super-core infrastructure partners l.p.,new york,new york,pooled investment fund,0
isthmus investors llc,madison,wisconsin,investing,26
wickersham llc,madison,wisconsin,investing,23
"valia venture partners fund i, l.p.",boston,massachusetts,pooled investment fund,0
smartx technology solutions inc.,west palm beach,florida,other technology,8
"contrary capital, l.p.",allentown,new jersey,pooled investment fund,19
farmhouse scottsdale llc,los angeles,california,restaurants,1
"belford pines partners, llc",peachtree city,georgia,other real estate,68
"peer street opportunity investors ii, lp",el segundo,california,pooled investment fund,11
"ocotillo holdings, llc",cardiff,california,other,47
c5 partners ii llc,london,united kingdom,pooled investment fund,4
"alldale minerals iv, lp",dallas,texas,pooled investment fund,38
"radiance therapeutics, inc.",tucson,arizona,other health care,22
tcim fund lp,new york,new york,pooled investment fund,1
lezen acquisition llc,new york,new york,pooled investment fund,20
madison square value enhancement fund lp,new york,new york,pooled investment fund,2
msvef feeder lp,new york,new york,pooled investment fund,4
hematite land partners llc,anniston,alabama,other real estate,78
lfis vision - premia opportunities,paris,france,pooled investment fund,0
lfis vision - credit opportunities,paris,france,pooled investment fund,0
"sea hunter holdings, llc",west palm beach,florida,other health care,197
"lighter, inc.",cambridge,massachusetts,other technology,17
"banz capital digital asset fund, lp",new york,new york,pooled investment fund,0
"lone star fund xi, l.p.",hamilton,bermuda,pooled investment fund,0
hyas infosec inc.,nanaimo,"british columbia, canada",other technology,9
marko technologies inc.,portland,oregon,other technology,0
"propel (helium), llc",salt lake city,utah,pooled investment fund,8
"tapestry park apartments, llc",atlanta,georgia,commercial,93
alliance precision plastics corp,rochester,new york,manufacturing,1
"gear blockchain, inc",christ church,barbados,other technology,0
booze maps inc.,asheville,north carolina,other technology,1
radcliff jl i llc,new york,new york,pooled investment fund,38
silvershore internet opportunity fund ii lp,new york,new york,pooled investment fund,34
"khp fund v, l.p.",san francisco,california,commercial,0
"ew-12-inv chestnut, llc",denver,colorado,pooled investment fund,5
"ew-12-inv brighton, llc",denver,colorado,pooled investment fund,2
"frontal ew, llc",denver,colorado,pooled investment fund,2
"las olas capital - real estate fund ii, llc",fort lauderdale,florida,pooled investment fund,0
east 6th street lp,orange,california,residential,1
"sunlight general solar fund iv, llc",new york,new york,other energy,0
"owen's table mixers, llc",new york,new york,other,17
"a-beg-27-fund, a series of ax-rana-funds, llc",salt lake city,utah,pooled investment fund,20
"a-bvx-13-fund, a series of ax-lies-funds, llc",salt lake city,utah,pooled investment fund,5
"a-guq-31-fund, a series of ax-neal-funds, llc",salt lake city,utah,pooled investment fund,11
"a-tvy-38-fund, a series of ax-pp-funds, llc",salt lake city,utah,pooled investment fund,6
"goldcrest capital ii-b, lp",dallas,texas,pooled investment fund,47
gfr investors llc,new york,new york,pooled investment fund,9
bancroft holding llc,watertown,massachusetts,manufacturing,10
"halaby capital partners fund i, lp",denver,colorado,other real estate,22
"vs opportunity vii, a series of venture science master fund i, llc",san francisco,california,pooled investment fund,17
"hikoa, inc.",coalinga,california,agriculture,40
"telescope partners sp i, l.p.",san francisco,california,pooled investment fund,16
talview inc.,palo alto,california,other,2
"fifth wall ventures spv ix, l.p.",venice,california,pooled investment fund,11
"realtymogul 117, llc",dover,delaware,commercial,54
pocketzworld inc.,san francisco,california,other,20
lindsay goldberg v l.p.,new york,new york,pooled investment fund,0
"clarendon capital fund i, lp",north potomac,maryland,pooled investment fund,3
kaneh bosm biotechnology inc.,vancouver,"british columbia, canada",other,1
"nine four ventures, lp",denver,colorado,pooled investment fund,0
"b.o.b. wealth growth fund, lp",cumming,georgia,pooled investment fund,0
"arborhaven ii, llc",rome,georgia,pooled investment fund,0
cz knightrider ii ltd,grand cayman,cayman islands,pooled investment fund,3
sphinx part 3,paris,france,other,11
sphinx part 1,paris,france,other,11
sphinx part 2,paris,france,other,11
renewal4 us limited partnership,vancouver,"british columbia, canada",pooled investment fund,20
"summit technology consulting group, llc",lancaster,pennsylvania,other technology,4
fro iii sma l.p.,new york,new york,pooled investment fund,0
fro ma i l.p.,new york,new york,pooled investment fund,0
mindhome inc.,louisville,colorado,other technology,3
"tssp opportunities partners iv (b), l.p.",dallas,texas,pooled investment fund,0
"tssp opportunities partners iv (a), l.p.",dallas,texas,pooled investment fund,0
bandwagonfanclub inc.,greenville,south carolina,other technology,9
bandwagonfanclub inc.,greenville,south carolina,other technology,12
bandwagonfanclub inc.,greenville,south carolina,other technology,3
chemiocare inc.,new york,new york,pharmaceuticals,15
"center rock capital partners executive fund i, lp",chicago,illinois,pooled investment fund,0
"hcm sms, llc",oak brook,illinois,investing,16
valet energy llc,franklin,tennessee,other energy,1
neuromotion inc.,boston,massachusetts,other technology,22
"a-bzj-12-fund, a series of ax-jejr-funds, llc",salt lake city,utah,pooled investment fund,42
