,city,employees,founded,CityRanking,job_openings,growth_percentage,estimated_revenues (in millions)
51,35.333333333333336,189,2003.0,40,1,47,27.405
52,71.72727272727273,164,2004.0,41,1,46,34.44
53,71.72727272727273,103,1975.0,42,1,45,16.789
54,54.5,42,2015.0,43,1,62,0.0
55,54.5,362,2011.5,2861,1,47,87.966
56,58.129629629629626,120,1996.0,2865,1,45,26.4
57,58.129629629629626,45,2011.0,2893,1,61,12.15
58,49.10526315789474,189,2011.5,44,1,44,47.25
59,49.10526315789474,76,2011.5,45,1,43,19.076
60,49.10526315789474,76,2016.0,46,1,43,11.02
61,35.5,48,2005.0,2933,1,60,0.0
62,38.666666666666664,237,1999.0,47,1,44,49.77
63,49.10526315789474,75,2006.0,48,1,42,10.875
64,49.10526315789474,69,2011.5,49,1,41,10.005
65,58.129629629629626,55,2016.0,50,1,57,14.85
66,32.8,187,1982.0,51,1,41,39.27
67,49.10526315789474,106,2015.0,52,1,39,24.062
68,42.45454545454545,131,2011.5,3247,1,25,32.095
69,120.66666666666667,990,1994.0,53,1,2,143.55
70,58.129629629629626,30,2014.0,54,1,50,8.7
71,32.8,83,2011.0,55,10,26,24.07
72,48.0,51,2006.0,56,1,50,11.577
73,45.75,127,2011.5,57,1,35,0.0
74,163.36170212765958,122,2012.0,3741,1,34,17.69
75,37.0,366,2007.0,58,3,35,50.593
76,49.10526315789474,163,2000.0,59,1,34,23.635
77,58.129629629629626,69,1991.0,3840,1,33,17.319
78,38.666666666666664,51,2012.0,60,1,46,13.77
79,58.129629629629626,71,1998.0,61,1,31,25.063
80,49.10526315789474,36,2011.5,62,1,44,6.48
81,35.333333333333336,142,2003.0,63,1,31,17.04
82,26.0,103,2006.0,65,1,30,15.965
83,58.129629629629626,120,2011.5,4146,1,30,42.36
84,49.10526315789474,116,1985.0,66,1,30,31.32
85,34.333333333333336,139,2008.0,67,21,17,20.155
86,49.10526315789474,31,1993.0,68,1,41,3.72
87,105.0,176,2011.5,69,1,29,35.376
88,49.10526315789474,55,1995.0,70,1,41,18.04
89,45.75,77,1972.0,71,1,28,20.79
90,58.129629629629626,91,1926.0,4394,1,28,26.39
91,58.129629629629626,39,1987.0,4446,1,39,10.53
92,37.0,39,2013.0,72,1,39,10.53
93,49.10526315789474,53,2011.5,73,1,39,12.031
94,38.666666666666664,67,2017.0,74,1,26,8.04
95,49.10526315789474,40,1994.0,75,1,38,13.2
96,49.10526315789474,82,2017.0,76,1,26,22.14
97,68.06666666666666,140,2011.5,133,1,26,30.8
98,49.10526315789474,241,2011.5,77,1,26,65.07
99,49.10526315789474,65,2010.0,78,1,25,10.4
100,49.10526315789474,49,2003.0,79,1,36,15.729
101,28.444444444444443,79,2015.0,116,1,68,22.91
102,106.5,53,2011.5,361,1,194,14.31
103,33.03703703703704,64,2012.0,748,1,106,0.0
104,28.444444444444443,90,2012.0,1003,1,22,0.0
105,33.03703703703704,504,2006.0,1066,1,2,65.54
106,33.03703703703704,177,2011.5,1534,4,2,37.17
107,33.03703703703704,387,2008.0,1576,36,39,104.49
108,28.444444444444443,50,2012.0,1719,1,22,6.235
109,58.129629629629626,190,1971.0,1879,1,23,62.32
110,33.03703703703704,34,2016.0,1960,1,13,4.93
111,28.444444444444443,445,1915.0,2033,1,-4,0.0
112,33.03703703703704,293,2011.5,2053,1,61,74.422
113,28.444444444444443,68,2011.5,2274,1,55,24.004
114,33.03703703703704,63,2016.0,2313,1,54,12.663
115,33.03703703703704,34,2015.0,2434,1,70,5.848
116,33.03703703703704,39,2016.0,2803,1,63,10.53
117,33.03703703703704,76,2011.5,2919,1,43,16.72
118,58.129629629629626,23,1994.0,2935,1,15,0.0
119,33.03703703703704,139,1999.0,3004,10,36,14.178
120,33.03703703703704,76,2015.0,3074,1,41,16.72
121,58.129629629629626,89,1985.0,3220,1,39,25.81
122,33.03703703703704,58,2002.0,3424,1,23,16.82
123,28.444444444444443,819,2006.0,3753,15,54,185.913
124,28.444444444444443,108,1993.0,3813,1,33,38.124
125,33.03703703703704,117,2011.5,3872,1,33,25.74
126,28.444444444444443,70,1891.0,3896,1,32,0.0
127,33.03703703703704,904,2003.0,4056,1,20,189.84
128,28.444444444444443,60,2011.5,4060,1,30,15.24
129,28.444444444444443,89,1981.0,4285,1,29,12.905
130,33.03703703703704,82,1976.0,4383,1,28,23.78
131,25.75,69,2018.0,4407,1,28,18.63
132,33.03703703703704,79,1965.0,4484,1,27,18.881
133,33.03703703703704,368,1980.0,4492,1,30,99.36
134,25.75,156,2011.5,4637,1,27,42.12
135,58.129629629629626,153,1982.0,5058,1,24,22.185
136,33.03703703703704,126,1977.0,5154,1,24,22.05
137,24.666666666666668,70,2002.0,5176,1,23,15.4
138,33.03703703703704,107,2001.0,5230,1,23,10.7
139,28.444444444444443,105,1891.0,5400,1,22,23.1
140,33.03703703703704,54,2017.0,5537,1,32,14.58
141,25.75,35,1966.0,5725,1,30,7.035
142,20.5,304,2011.5,5773,1,22,88.16
143,28.444444444444443,72,1915.0,5777,1,20,0.0
144,28.444444444444443,78,1965.0,5801,1,20,21.06
145,33.03703703703704,96,2011.5,5858,1,20,20.16
146,58.129629629629626,160,2011.5,5873,1,20,43.2
147,24.666666666666668,32,2016.0,5975,1,28,7.264
148,25.0,46,2007.0,6132,1,28,7.912
149,20.5,215,1872.0,6227,1,19,38.7
150,33.03703703703704,713,2011.5,6380,1,26,192.51
151,28.444444444444443,50,1980.0,6532,1,25,13.5
152,33.03703703703704,56,2011.5,6606,1,24,11.76
153,33.03703703703704,48,2008.0,6719,1,23,12.048
154,33.03703703703704,36,2000.0,6999,1,20,7.38
155,28.444444444444443,59,2011.0,7079,1,20,17.11
156,58.129629629629626,37,2011.5,7107,1,19,12.21
157,106.5,38,1987.0,7197,1,19,8.36
158,28.444444444444443,46,1954.0,7327,1,18,13.34
159,33.03703703703704,88,2011.5,7480,1,9,23.76
160,32.8,155,2004.0,66,1,19,38.905
161,73.85714285714286,232,2011.5,225,1,18,52.664
162,73.85714285714286,672,2008.0,295,1,31,168.0
163,73.85714285714286,77,2018.0,298,1,157,0.0
164,73.85714285714286,93,2014.0,489,19,39,19.53
165,30.0,237,2007.0,568,1,36,40.764
166,42.6,97,2011.5,856,1,29,26.19
167,58.129629629629626,77,2011.5,1376,1,7,19.558
168,58.129629629629626,655,1999.0,1492,1,92,176.85
169,42.6,154,2019.0,1660,1,71,0.0
170,58.129629629629626,423,2019.0,1868,31,23,0.0
171,36.625,46,2011.5,1987,1,84,9.66
172,36.625,739,1932.0,2049,1,80,179.577
173,32.8,79,2010.0,2119,1,58,19.829
174,32.8,151,2016.0,2173,1,57,21.895
175,58.129629629629626,50,2011.5,2373,1,72,17.65
176,58.129629629629626,77,1917.0,2608,1,20,16.17
177,58.129629629629626,77,2011.0,2646,1,48,13.86
178,65.0,53,2011.5,2683,1,66,18.709
179,65.0,46,2018.0,2734,1,64,8.28
180,58.129629629629626,93,2008.0,2887,2,43,19.53
181,58.129629629629626,75,2009.0,3020,1,42,20.25
182,58.129629629629626,127,2011.5,3082,1,41,27.94
183,58.129629629629626,155,2010.0,22,21,26,0.0
184,58.129629629629626,126,1968.0,3747,1,34,0.0
185,33.5,39,2013.0,3966,1,44,10.53
186,30.5,205,2011.5,4071,1,31,29.725
187,26.0,108,2000.0,4163,1,30,15.66
188,30.5,108,2013.0,4165,1,30,8.32
189,58.129629629629626,55,2011.5,4346,1,41,12.54
190,30.0,88,1950.0,4726,1,26,0.0
191,30.0,668,1975.0,4776,1,34,0.0
192,58.129629629629626,53,1965.0,5070,1,20,0.0
193,36.625,51,2013.0,5122,1,34,11.22
194,23.666666666666668,44,1993.0,5192,1,33,11.88
195,32.8,159,2011.5,5232,1,23,40.386
196,26.0,93,2017.0,5321,1,22,16.74
197,30.0,34,2015.0,5490,1,31,11.05
198,21.0,99,2012.0,5695,1,21,26.73
199,58.129629629629626,76,2001.0,6073,1,19,22.04
200,23.666666666666668,101,1975.0,6112,1,19,29.29
201,36.625,59,2004.0,6123,1,28,8.555
202,23.5,223,2003.0,6125,1,19,32.335
203,23.5,46,2015.0,6136,1,28,9.246
204,21.0,38,2011.5,6241,1,27,5.51
205,58.129629629629626,44,2011.5,6418,1,26,11.88
206,23.666666666666668,348,2011.5,6432,1,19,93.96
207,25.5,54,1974.0,6480,1,26,11.34
208,58.129629629629626,36,1964.0,6541,1,24,9.144
209,21.0,100,1999.0,6556,1,16,20.1
210,30.0,58,1962.0,6734,1,23,12.76
211,58.129629629629626,49,1908.0,6777,1,23,10.29
212,36.625,645,1959.0,7036,1,19,141.9
213,21.0,59,2011.5,7077,1,20,0.0
214,58.129629629629626,48,1975.0,7084,1,20,4.8
215,36.625,44,1997.0,7202,1,19,5.28
216,36.625,115,2015.0,7271,1,12,28.75
217,36.625,34,1888.0,7301,1,17,9.18
218,58.129629629629626,48,2004.0,7385,1,17,15.6
219,32.8,337,2011.5,7636,1,7,90.99
220,58.129629629629626,76,1945.0,7715,1,4,15.96
221,58.129629629629626,289,2019.0,4,1,641,95.37
222,82.8,651,2012.0,1,51,130,94.395
223,27.666666666666668,142,2007.0,12,1,25,46.86
224,82.8,109,2016.0,2,9,395,15.805
225,96.66666666666667,162,2018.0,32,33,212,40.662
226,88.0,170,2011.5,42,13,170,45.9
227,58.86666666666667,132,2017.0,51,3,52,19.14
228,82.8,253,2012.0,3,10,4,55.66
229,82.8,70,2018.0,4,7,150,15.4
230,30.4,66,2015.0,115,6,61,8.58
231,30.4,180,2011.5,1,1,3,37.8
232,82.8,203,2015.0,5,22,199,29.435
233,58.129629629629626,419,2011.5,154,2,22,115.225
234,30.4,321,2014.0,2,5,17,104.325
235,58.86666666666667,33,2015.0,191,1,94,2.32
236,82.8,86,2020.0,6,5,187,13.33
237,58.86666666666667,102,2015.0,203,1,113,14.79
238,82.8,83,2014.0,7,1,177,29.299
239,47.333333333333336,382,2011.5,300,1,20,103.14
240,18.0,63,2004.0,329,3,34,15.75
241,82.8,77,2012.0,8,1,48,11.165
242,82.8,223,2014.0,9,1,32,39.025
243,82.8,173,2016.0,10,3,34,38.06
244,58.86666666666667,330,1991.0,437,1,-4,0.0
245,82.8,88,2019.0,11,1,132,18.04
246,50.0,367,2011.5,468,1,135,87.713
247,74.0,216,2011.5,477,1,130,31.32
248,82.8,108,2017.0,12,1,57,15.66
249,74.0,31,2013.0,539,1,7,7.781
250,82.8,946,2015.0,13,71,21,122.98
251,47.333333333333336,47,2016.0,569,1,161,6.815
252,58.129629629629626,98,2016.0,18,1,48,11.31
253,58.86666666666667,503,1987.0,626,1,4,125.75
254,58.86666666666667,395,2011.5,673,1,117,63.2
255,58.129629629629626,77,2015.0,677,1,83,19.327
256,47.333333333333336,891,1911.0,726,1,5,89.1
257,58.86666666666667,34,2017.0,754,1,70,6.834
258,63.5,58,2018.0,768,1,142,8.41
259,82.8,228,2004.0,14,1,5,74.1
260,18.0,736,1925.0,848,5,2,0.0
261,58.129629629629626,562,2018.0,915,1,111,118.02
262,82.5,93,1999.0,920,9,90,11.16
263,82.8,36,2017.0,15,1,57,7.344
264,82.8,63,2003.0,16,1,24,17.01
265,58.129629629629626,182,2011.5,991,1,23,30.03
266,30.4,162,2013.0,1024,1,21,0.0
267,74.0,111,2019.0,1204,1,85,39.183
268,47.333333333333336,81,1997.0,1212,4,-5,8.262
269,50.0,170,1980.0,1218,1,13,41.65
270,58.129629629629626,81,2011.0,1261,1,11,11.745
271,82.8,162,2008.0,17,1,7,46.98
272,82.8,60,2016.0,18,1,76,13.62
273,82.5,186,2018.0,1503,1,75,39.06
274,58.129629629629626,94,2011.5,74,1,2,31.02
275,58.129629629629626,57,2006.0,1634,1,97,9.975
276,58.129629629629626,187,2011.5,1647,1,0,39.27
277,58.86666666666667,61,1986.0,1692,1,69,14.579
278,58.129629629629626,66,2012.0,1700,1,69,7.92
279,38.625,58,2016.0,1726,1,93,9.28
280,30.4,51,1994.0,1733,1,21,5.1
281,30.4,63,2013.0,1742,1,54,12.915
282,30.4,229,2011.5,1769,1,-3,0.0
283,58.129629629629626,100,2011.0,1770,1,25,29.0
284,58.129629629629626,68,1906.0,1830,1,66,18.36
285,38.625,290,2008.0,1836,1,24,88.45
286,58.86666666666667,147,2014.0,1888,1,65,8.64
287,58.129629629629626,35,2008.0,2064,1,9,8.785
288,47.333333333333336,105,2015.0,2094,1,59,15.225
289,82.8,52,1985.0,19,1,8,7.54
290,54.0,367,2011.5,2162,9,58,99.09
291,58.129629629629626,212,2011.5,2195,1,28,36.464
292,58.86666666666667,79,2018.0,2261,1,55,16.59
293,58.86666666666667,150,1919.0,2307,1,55,40.5
294,82.8,43,2018.0,20,1,72,6.88
295,58.129629629629626,98,2011.5,2396,1,24,24.5
296,30.4,34,2014.0,2433,1,70,8.534
297,54.0,60,2011.5,2508,1,50,16.2
298,58.129629629629626,172,2001.0,2536,1,22,30.1
299,63.5,112,2011.5,2602,1,49,36.4
300,82.8,62,2017.0,21,1,48,20.336
301,58.129629629629626,87,2000.0,2691,1,47,20.793
302,58.86666666666667,60,2005.0,2724,1,46,16.2
303,58.129629629629626,184,2000.0,2809,1,46,49.68
304,50.0,133,2011.5,2842,1,2,33.383
305,39.5,42,2015.0,2845,1,62,5.04
306,47.333333333333336,88,2011.5,2869,1,44,19.36
307,58.86666666666667,72,2017.0,2873,1,44,0.0
308,55.0,69,2011.5,2882,1,44,12.42
309,58.86666666666667,98,2015.0,2889,1,44,0.0
310,58.129629629629626,134,2011.5,2905,1,44,0.0
311,30.4,109,2015.0,2937,1,43,8.64
312,82.8,152,2014.0,22,1,43,33.44
313,58.129629629629626,253,2012.0,2954,7,41,77.924
314,82.8,74,2008.0,23,1,42,21.46
315,58.86666666666667,46,2017.0,2979,1,59,6.67
316,34.5,46,2014.0,2980,1,59,10.442
317,58.129629629629626,125,2011.5,2986,8,37,0.0
318,58.129629629629626,41,2005.0,3010,1,58,5.945
319,63.5,41,2011.5,3011,1,58,13.53
320,58.129629629629626,58,2014.0,24,1,57,8.41
321,44.666666666666664,34,2015.0,1827,1,89,7.14
322,58.129629629629626,109,1980.0,4205,1,30,24.743
323,44.666666666666664,69,2014.0,6007,1,19,14.49
324,44.666666666666664,43,2010.0,6313,1,26,11.61
325,58.129629629629626,39,1986.0,6372,1,26,10.53
326,47.2,83,1973.0,458,1,131,0.0
327,58.129629629629626,39,2014.0,1254,1,39,5.655
328,47.2,83,2014.0,1305,1,9,20.75
329,47.2,241,2009.0,2153,15,39,34.945
330,58.129629629629626,40,2011.5,2616,1,67,10.16
331,40.6,94,2011.0,2855,1,45,13.63
332,32.75,174,2006.0,3346,1,38,25.23
333,30.0,76,1957.0,4025,1,31,20.52
334,32.75,158,2014.0,4274,1,30,33.18
335,47.2,50,1994.0,4554,1,39,10.05
336,30.0,341,1989.0,4609,1,29,71.61
337,32.75,53,2011.5,4917,1,36,15.37
338,58.129629629629626,99,2013.0,5362,1,22,31.779
339,47.2,65,1989.0,6146,1,18,18.85
340,32.75,42,2011.0,6183,1,27,10.5
341,58.129629629629626,37,2012.0,6638,1,23,11.877
342,58.129629629629626,141,2009.0,7495,4,7,35.814
343,58.129629629629626,280,1999.0,7532,1,9,40.6
344,78.5,89,2011.5,435,1,134,16.02
345,28.055555555555557,85,2000.0,792,1,33,0.0
346,58.129629629629626,769,2011.5,1651,1,22,0.0
347,58.129629629629626,36,2016.0,1822,1,89,0.0
348,34.13636363636363,74,2011.5,2041,1,17,15.54
349,28.055555555555557,80,2017.0,2058,1,60,11.6
350,34.333333333333336,75,2011.5,2197,1,56,13.5
351,28.055555555555557,353,2011.5,2215,1,16,88.25
352,28.055555555555557,76,1998.0,2245,1,55,19.0
353,34.13636363636363,275,2011.5,2369,1,54,74.25
354,34.13636363636363,106,2014.0,2654,19,33,28.62
355,34.13636363636363,38,2011.5,2669,1,65,11.59
356,34.13636363636363,48,2009.0,2679,1,66,12.96
357,34.13636363636363,101,2012.0,2712,1,33,14.645
358,28.055555555555557,85,2005.0,2747,1,47,12.325
359,58.129629629629626,62,1980.0,3037,1,41,13.02
360,28.055555555555557,42,2013.0,3531,1,50,13.65
361,28.055555555555557,215,1965.0,3655,1,35,52.245
362,34.13636363636363,58,2011.5,3696,1,49,16.82
363,26.5,250,2011.5,3739,1,20,52.5
364,34.13636363636363,83,1977.0,3959,1,32,22.41
365,34.13636363636363,71,2011.5,3965,1,31,23.288
366,34.13636363636363,252,2015.0,4019,1,32,36.54
367,34.13636363636363,43,1905.0,4091,1,43,0.0
368,34.13636363636363,34,2016.0,4175,1,42,8.33
369,34.13636363636363,44,1969.0,4203,1,42,9.24
370,34.13636363636363,92,2011.5,4212,1,30,19.32
371,28.055555555555557,124,2011.5,4297,1,29,31.496
372,34.333333333333336,96,1979.0,4657,1,26,14.88
373,34.13636363636363,64,2011.5,4701,1,25,0.0
374,28.055555555555557,151,2011.5,4969,1,25,36.995
375,28.055555555555557,54,1992.0,5060,1,35,6.48
376,34.13636363636363,135,1963.0,5111,1,24,33.075
377,34.13636363636363,36,2011.5,5137,1,33,5.22
378,21.5,60,1915.0,5205,1,22,16.2
379,34.13636363636363,45,1972.0,5350,1,32,11.385
380,26.5,53,2014.0,5381,1,33,14.31
381,20.5,165,1969.0,5438,1,22,47.85
382,58.129629629629626,523,2011.5,5454,1,27,86.295
383,58.129629629629626,300,1962.0,5565,1,22,0.0
384,20.5,300,2008.0,5673,1,21,36.0
385,21.5,116,1905.0,5711,1,21,24.36
386,28.055555555555557,56,1986.0,5784,1,30,8.12
387,20.5,112,2007.0,5789,1,20,0.0
388,58.129629629629626,36,1905.0,5922,1,29,7.56
389,28.055555555555557,68,1941.0,5927,1,19,18.36
390,20.5,64,2000.0,6084,1,19,17.28
391,34.13636363636363,411,2002.0,6338,1,21,126.588
392,58.129629629629626,45,2010.0,6508,1,25,9.45
393,58.129629629629626,59,1988.0,6768,1,23,19.352
394,28.055555555555557,87,2016.0,6770,1,14,23.49
395,78.5,49,2011.5,6776,1,23,14.21
396,28.055555555555557,35,2017.0,6923,1,21,0.0
397,34.13636363636363,30,2014.0,6933,1,20,8.7
398,34.333333333333336,41,2017.0,6961,1,21,7.175
399,58.129629629629626,47,2014.0,7018,1,21,11.515
400,58.129629629629626,58,2011.5,7023,1,21,12.76
401,34.13636363636363,112,2016.0,7213,1,12,25.424
402,58.129629629629626,39,2011.5,7260,1,18,7.02
403,58.129629629629626,39,2011.5,7262,1,18,9.555
404,28.055555555555557,52,2015.0,7320,1,18,6.24
405,30.4,41,1963.0,7365,1,17,11.07
406,34.13636363636363,31,2013.0,7439,1,15,8.37
407,58.129629629629626,45,1917.0,7452,1,15,12.15
408,28.055555555555557,321,2000.0,7601,1,8,86.67
409,28.055555555555557,321,2000.0,7602,1,8,86.67
410,28.055555555555557,52,2008.0,7939,1,2,12.74
411,80.10344827586206,83,2016.0,1,5,295,6.815
412,39.8,336,2003.0,1,36,56,118.608
413,38.5,502,2006.0,62,146,50,145.58
414,80.10344827586206,86,2018.0,2,16,161,13.33
415,39.8,69,2016.0,2,15,50,20.336
416,39.8,840,2011.0,3,97,59,138.6
417,80.10344827586206,222,2015.0,3,46,192,44.844
418,39.8,286,2014.0,4,23,42,60.06
419,80.10344827586206,113,2018.0,4,2,98,17.515
420,80.10344827586206,122,2011.5,5,2,190,32.94
421,58.129629629629626,112,2020.0,195,4,187,16.24
422,124.5,55,2017.0,201,1,244,11.55
423,65.8,350,1981.0,6,1,5,0.0
424,80.10344827586206,93,2009.0,7,1,94,19.065
425,80.10344827586206,76,2016.0,8,11,21,20.52
426,58.129629629629626,34,2015.0,332,1,42,0.0
427,80.10344827586206,59,2018.0,10,1,127,8.555
428,39.8,205,2002.0,5,47,58,22.475
429,80.10344827586206,133,2015.0,12,29,53,9.12
430,58.129629629629626,260,2011.5,13,7,35,42.9
431,58.129629629629626,71,1984.0,447,1,31,0.0
432,80.10344827586206,74,2018.0,14,1,57,10.73
433,65.8,45,2019.0,15,1,165,12.15
434,28.666666666666668,70,2016.0,16,1,52,18.9
435,80.10344827586206,47,2016.0,17,1,47,7.285
436,80.10344827586206,105,2015.0,19,11,52,16.275
437,54.5,76,2011.5,613,1,46,0.0
438,60.0,34,2019.0,20,1,55,7.48
439,39.8,87,1984.0,6,26,14,26.535
440,39.8,125,2013.0,7,14,30,44.125
441,39.8,64,2014.0,8,1,39,20.992
442,54.5,62,2019.0,760,1,63,10.23
443,80.10344827586206,183,2010.0,23,1,20,37.332
444,39.8,81,2011.5,9,5,42,12.555
445,58.129629629629626,76,2006.0,863,1,29,23.18
446,58.129629629629626,393,1996.0,864,7,18,98.25
447,58.129629629629626,76,2011.5,24,7,90,24.548
448,65.8,291,1987.0,25,1,98,78.57
449,58.129629629629626,142,2008.0,26,1,97,20.59
450,80.10344827586206,52,2014.0,27,1,58,7.54
451,64.92857142857143,50,2014.0,10,1,56,7.25
452,58.129629629629626,127,2010.0,967,1,95,27.94
453,80.10344827586206,52,2011.5,28,1,126,10.92
454,58.129629629629626,322,2011.5,1049,1,38,64.722
455,80.10344827586206,37,2016.0,30,1,48,8.14
456,41.0,249,2001.0,31,1,19,29.88
457,66.75,77,2012.0,1121,1,88,20.79
458,39.8,124,2012.0,11,1,88,17.98
459,80.10344827586206,30,2011.0,32,1,43,6.3
460,65.8,887,2011.5,33,1,30,239.49
461,58.129629629629626,63,2011.5,1180,1,85,17.01
462,58.129629629629626,66,2011.5,1233,1,83,17.82
463,39.8,57,2013.0,12,1,39,8.265
464,24.5,177,2011.5,34,1,38,35.577
465,80.10344827586206,215,2013.0,35,1,8,31.755
466,60.0,130,1994.0,36,1,65,18.85
467,58.129629629629626,150,2002.0,1407,1,35,31.5
468,65.8,42,2015.0,37,1,31,11.34
469,124.5,114,1990.0,1466,1,5,0.0
470,58.129629629629626,155,2011.5,1469,1,5,34.1
471,58.129629629629626,38,2019.0,1517,1,100,7.638
472,39.8,191,1895.0,13,1,3,0.0
473,41.0,87,2011.0,38,26,45,12.615
474,55.5,137,1997.0,40,1,71,28.77
475,80.10344827586206,41,2011.5,42,1,95,8.61
476,80.10344827586206,189,1958.0,44,1,70,45.927
477,58.129629629629626,78,2012.0,14,1,70,27.534
478,80.10344827586206,212,2011.5,47,1,-3,57.24
479,80.10344827586206,67,2012.0,48,1,68,10.385
480,58.129629629629626,59,1977.0,1776,1,20,5.9
481,11.5,58,1965.0,1913,1,16,12.76
482,28.666666666666668,172,2017.0,49,1,8,26.66
483,58.129629629629626,128,2017.0,50,1,64,0.0
484,58.129629629629626,694,2002.0,1935,1,7,0.0
485,80.10344827586206,109,2015.0,51,1,63,13.244
486,66.75,59,2012.0,1990,1,84,15.93
487,55.5,519,2012.0,52,14,40,104.319
488,58.129629629629626,148,2011.5,2044,1,61,36.26
489,80.10344827586206,85,2011.0,53,1,60,18.7
490,24.5,52,2002.0,54,1,11,8.06
491,80.10344827586206,82,2011.0,55,10,49,13.366
492,58.129629629629626,53,2011.5,56,1,23,11.13
493,41.0,106,2011.5,58,1,58,17.49
494,58.129629629629626,594,1986.0,59,1,-4,124.74
495,80.10344827586206,50,2001.0,60,1,79,0.0
496,38.5,137,2011.5,2258,1,27,30.14
497,112.0,601,1991.0,2259,1,68,162.27
498,80.10344827586206,71,2017.0,61,1,54,19.17
499,66.75,40,2016.0,2293,1,74,5.8
500,28.666666666666668,288,2011.5,63,1,26,0.0
501,39.8,63,2011.5,15,1,54,0.0
502,58.129629629629626,132,2011.5,2322,1,26,32.34
503,58.129629629629626,965,2010.0,2360,13,27,139.925
504,39.8,32,2009.0,16,1,0,3.2
505,80.10344827586206,84,2011.5,64,1,53,22.68
506,41.0,34,2020.0,65,1,42,5.27
507,58.129629629629626,92,1887.0,2486,1,51,18.86
508,80.10344827586206,122,2014.0,67,8,45,16.675
509,58.129629629629626,42,2011.5,2552,1,68,7.56
510,39.8,179,2008.0,17,54,23,37.59
511,65.4375,215,2017.0,1,3,330,6.24
512,68.06666666666666,75,2011.5,2,1,369,12.9
513,68.06666666666666,498,2015.0,3,144,99,1.0
514,114.5,66,2014.0,37,1,313,17.82
515,68.06666666666666,80,2020.0,4,1,220,11.6
516,68.06666666666666,57,2017.0,5,1,104,16.53
517,34.54545454545455,609,1987.0,6,26,-2,338.2
518,68.06666666666666,80,1971.0,7,1,196,23.2
519,65.4375,60,2019.0,8,1,150,12.24
520,34.54545454545455,269,1987.0,9,1,-2,88.232
521,65.4375,193,2016.0,10,18,86,27.985
522,65.4375,67,2010.0,11,1,29,15.209
523,65.4375,70,2009.0,12,1,150,15.4
524,33.714285714285715,165,2011.5,13,1,21,41.415
525,65.4375,164,2011.5,14,1,76,27.06
526,65.4375,51,2014.0,15,1,65,7.395
527,71.25,167,2013.0,16,5,13,27.72
528,34.54545454545455,104,2015.0,17,1,136,18.72
529,71.25,665,2010.0,18,1,152,96.425
530,68.06666666666666,506,2018.0,19,1,36,87.032
531,75.5,449,2016.0,20,1,94,0.0
532,65.4375,62,2003.0,21,1,100,10.23
