company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Dot's Pretzels,dotspretzels.com,Velva,ND,United States,55,http://www.linkedin.com/company/dotspretzels,2012,Food,1435,14850000,1,,,,,,,https://www.growjo.com/company/Dot's_Pretzels,https://www.indeed.com/jobs?q=company%3A(Dot's Pretzels),104%,For Contact Direct Phone Numbers and Emails see Lead411
"HEALTH, NORTH DAKOTA DEPARTMENT OF",ndhealth.gov,BISMARCK,ND,United States,77,http://www.linkedin.com/company/health-north-dakota-department-of,,,1493,,1,,,,,,,"https://www.growjo.com/company/HEALTH,_NORTH_DAKOTA_DEPARTMENT_OF","https://www.indeed.com/jobs?q=company%3A(HEALTH, NORTH DAKOTA DEPARTMENT OF)",75%,For Contact Direct Phone Numbers and Emails see Lead411
Bushel,bushel.ag,Fargo,ND,United States,158,http://www.linkedin.com/company/bushel-ag,2017,Tech Services,1508,22910000,2,,,,,,$75M,https://www.growjo.com/company/Bushel,https://www.indeed.com/jobs?q=company%3A(Bushel),3%,For Contact Direct Phone Numbers and Emails see Lead411
Enclave,enclavecompanies.com,Fargo,ND,United States,48,http://www.linkedin.com/company/enclave-companies,2011,Construction,3924,13920000,1,,,,,,,https://www.growjo.com/company/Enclave,https://www.indeed.com/jobs?q=company%3A(Enclave),45%,For Contact Direct Phone Numbers and Emails see Lead411
All Finish Concrete,allfinishconcrete.com,West Fargo,ND,United States,49,http://www.linkedin.com/company/all-finish-concrete-inc,2005,Construction,4036,14210000,1,,,,,,,https://www.growjo.com/company/All_Finish_Concrete,https://www.indeed.com/jobs?q=company%3A(All Finish Concrete),44%,For Contact Direct Phone Numbers and Emails see Lead411
BNG Team,bngteam.com,West Fargo,ND,United States,99,http://www.linkedin.com/company/bngteam,2007,Tech Services,4148,14355000,1,,,,,,,https://www.growjo.com/company/BNG_Team,https://www.indeed.com/jobs?q=company%3A(BNG Team),30%,For Contact Direct Phone Numbers and Emails see Lead411
First Western Bank & Trust,firstwestern.bank,Minot,ND,United States,155,http://www.linkedin.com/company/first-western-bank-&-trust,,Banking,4316,32550000,1,,,,,,,https://www.growjo.com/company/First_Western_Bank_&_Trust,https://www.indeed.com/jobs?q=company%3A(First Western Bank & Trust),29%,For Contact Direct Phone Numbers and Emails see Lead411
BlueChip Financial,bluechipfinancial.com,Belcourt,ND,United States,53,http://www.linkedin.com/company/bluechip-financial,2012,Finance,4497,11130000,1,,,,,,,https://www.growjo.com/company/BlueChip_Financial,https://www.indeed.com/jobs?q=company%3A(BlueChip Financial),39%,For Contact Direct Phone Numbers and Emails see Lead411
Centerspace,centerspacehomes.com,Minot,ND,United States,86,http://www.linkedin.com/company/centerspace,1970,Real Estate,4623,,1,,,,,,,https://www.growjo.com/company/Centerspace,https://www.indeed.com/jobs?q=company%3A(Centerspace),26%,For Contact Direct Phone Numbers and Emails see Lead411
Dakota Fence Company,dakotafence.com,Fargo,ND,United States,101,http://www.linkedin.com/company/dakota-fence,1972,Construction,4679,29290000,1,Construction,,,,,,https://www.growjo.com/company/Dakota_Fence_Company,https://www.indeed.com/jobs?q=company%3A(Dakota Fence Company),26%,For Contact Direct Phone Numbers and Emails see Lead411
SB Energy,sbenergy.co.jp,Aerocity,ND,India,298,http://www.linkedin.com/company/sb-energy-softbank-group-,2015,Environmental,5120,62580000,1,,,,,,,https://www.growjo.com/company/SB_Energy,https://www.indeed.com/jobs?q=company%3A(SB Energy),24%,For Contact Direct Phone Numbers and Emails see Lead411
Pediatric Partners,pediaricpartnersclinic.com,Fargo,ND,United States,64,http://www.linkedin.com/company/pediatric-partners-clinic,2007,Hospital/Healthcare,5586,17280000,1,,,,,,,https://www.growjo.com/company/Pediatric_Partners,https://www.indeed.com/jobs?q=company%3A(Pediatric Partners),21%,For Contact Direct Phone Numbers and Emails see Lead411
"Haga Kommer, Ltd.",hagakommer.com,Fargo,ND,United States,40,http://www.linkedin.com/company/haga-kommer-ltd.,2006,Accounting,6466,6520000,1,,,,,,,"https://www.growjo.com/company/Haga_Kommer,_Ltd.","https://www.indeed.com/jobs?q=company%3A(Haga Kommer, Ltd.)",25%,For Contact Direct Phone Numbers and Emails see Lead411
Harlow's School Bus Service,harlowsschoolbus.com,Bismarck,ND,United States,59,http://www.linkedin.com/company/harlow's-bus,1971,Transportation,6491,19352000,1,,,,,,,https://www.growjo.com/company/Harlow's_School_Bus_Service,https://www.indeed.com/jobs?q=company%3A(Harlow's School Bus Service),26%,For Contact Direct Phone Numbers and Emails see Lead411
Liberty Business Systems,libertybusiness.com,Fargo,ND,United States,31,http://www.linkedin.com/company/liberty-business-systems-inc-,1986,Supplies,6520,,1,,,,,,,https://www.growjo.com/company/Liberty_Business_Systems,https://www.indeed.com/jobs?q=company%3A(Liberty Business Systems),24%,For Contact Direct Phone Numbers and Emails see Lead411
Apex Engineering Group,apexenggroup.com,Fargo,ND,United States,55,http://www.linkedin.com/company/apex-engineering-group-inc,2010,Engineering,6836,5500000,1,,,,,,,https://www.growjo.com/company/Apex_Engineering_Group,https://www.indeed.com/jobs?q=company%3A(Apex Engineering Group),22%,For Contact Direct Phone Numbers and Emails see Lead411
KLE Construction,kleconstruction.net,Williston,ND,United States,59,http://www.linkedin.com/company/kle-construction-llc,2010,Construction,7342,17110000,1,,,,,,,https://www.growjo.com/company/KLE_Construction,https://www.indeed.com/jobs?q=company%3A(KLE Construction),18%,For Contact Direct Phone Numbers and Emails see Lead411
Construction Engineers,constructionengineers.com,Grand Forks,ND,United States,467,http://www.linkedin.com/company/construction-engineers,1978,Construction,7486,135430000,1,,,,,,,https://www.growjo.com/company/Construction_Engineers,https://www.indeed.com/jobs?q=company%3A(Construction Engineers),11%,For Contact Direct Phone Numbers and Emails see Lead411
