company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
SteadyMD,steadymd.com,St Louis,MO,United States,74,http://www.linkedin.com/company/steadymd,2016,Digital Health,1,19980000,22,"Healthcare, Fitness, Mobile Health, Telemedicine",,,,,$35M,https://www.growjo.com/company/SteadyMD,https://www.indeed.com/jobs?q=company%3A(SteadyMD),61%,For Contact Direct Phone Numbers and Emails see Lead411
Benson Hill,bensonhill.com,St Louis,MO,United States,197,http://www.linkedin.com/company/benson-hill,2012,Research,2,20094000,38,,,,,,$282.3M,https://www.growjo.com/company/Benson_Hill,https://www.indeed.com/jobs?q=company%3A(Benson Hill),13%,For Contact Direct Phone Numbers and Emails see Lead411
American Construction Source,acs-lbm.com,Springfield,MO,United States,129,http://www.linkedin.com/company/acs-american-construction-source,,Construction,122,37410000,2,,,,,,,https://www.growjo.com/company/American_Construction_Source,https://www.indeed.com/jobs?q=company%3A(American Construction Source),61%,For Contact Direct Phone Numbers and Emails see Lead411
Conexon,conexon.us,Kansas City,MO,United States,94,http://www.linkedin.com/company/conexon-llc,2015,Telecom,1,30550000,1,,,,,,,https://www.growjo.com/company/Conexon,https://www.indeed.com/jobs?q=company%3A(Conexon),74%,For Contact Direct Phone Numbers and Emails see Lead411
Bayer CropScience Vegetable Seeds,cropscience.bayer.com,St Louis,MO,United States,83,http://www.linkedin.com/company/bayer-cropscience-vegetable-seeds,,Food,3,22410000,1,,,,,,,https://www.growjo.com/company/Bayer_CropScience_Vegetable_Seeds,https://www.indeed.com/jobs?q=company%3A(Bayer CropScience Vegetable Seeds),144%,For Contact Direct Phone Numbers and Emails see Lead411
EmpowerMe Wellness,empowermewellness.com,Clayton,MO,United States,82,http://www.linkedin.com/company/empowerme-wellness,2017,Hospital/Healthcare,4,22140000,1,,,,,,,https://www.growjo.com/company/EmpowerMe_Wellness,https://www.indeed.com/jobs?q=company%3A(EmpowerMe Wellness),122%,For Contact Direct Phone Numbers and Emails see Lead411
HHM Facility Management,hhmfacilitymanagement.com,Branson,MO,United States,68,http://www.linkedin.com/company/hhm-facility-management-llc,2007,Facilities,587,16252000,1,,,,,,,https://www.growjo.com/company/HHM_Facility_Management,https://www.indeed.com/jobs?q=company%3A(HHM Facility Management),119%,For Contact Direct Phone Numbers and Emails see Lead411
Textel,textel.net,St. Louis,MO,,62,http://www.linkedin.com/company/textel,2014,Telecom,5,20150000,1,,,,,,$5M,https://www.growjo.com/company/Textel,https://www.indeed.com/jobs?q=company%3A(Textel),48%,For Contact Direct Phone Numbers and Emails see Lead411
Armstrong Teasdale,armstrongteasdale.com,Saint Louis,MO,United States,723,http://www.linkedin.com/company/armstrongteasdale,,Legal,6,195210000,3,Legal,,,,,,https://www.growjo.com/company/Armstrong_Teasdale,https://www.indeed.com/jobs?q=company%3A(Armstrong Teasdale),15%,For Contact Direct Phone Numbers and Emails see Lead411
Geneoscopy,geneoscopy.com,St. Louis,MO,,32,http://www.linkedin.com/company/geneoscopy,2015,Biotech,7,4960000,1,,,,,,$7.9M,https://www.growjo.com/company/Geneoscopy,https://www.indeed.com/jobs?q=company%3A(Geneoscopy),100%,For Contact Direct Phone Numbers and Emails see Lead411
