company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
DJ&A P.C,djanda.com,Missoula,MT,United States,83,http://www.linkedin.com/company/dj&a-engineering,1973,Engineering,458,,1,,,,,,,https://www.growjo.com/company/DJ&A_P.C,https://www.indeed.com/jobs?q=company%3A(DJ&A P.C),131%,For Contact Direct Phone Numbers and Emails see Lead411
Neuro-ID,neuro-id.com,Whitefish,MT,,39,http://www.linkedin.com/company/neuro-id,2014,Tech Services,1254,5655000,1,,,,,,$7M,https://www.growjo.com/company/Neuro-ID,https://www.indeed.com/jobs?q=company%3A(Neuro-ID),39%,For Contact Direct Phone Numbers and Emails see Lead411
LumenAd,lumenad.com,Missoula,MT,United States,83,http://www.linkedin.com/company/lumenad,2014,Marketing,1305,20750000,1,,,,,,,https://www.growjo.com/company/LumenAd,https://www.indeed.com/jobs?q=company%3A(LumenAd),9%,For Contact Direct Phone Numbers and Emails see Lead411
onXmaps,onxmaps.com,Missoula,MT,United States,241,http://www.linkedin.com/company/onxmaps,2009,Tech Services,2153,34945000,15,"Maps, Technology, High Tech, Geospatial, Mobile Application",Summit Partners,,,,$20.3M,https://www.growjo.com/company/onXmaps,https://www.indeed.com/jobs?q=company%3A(onXmaps),39%,For Contact Direct Phone Numbers and Emails see Lead411
Spanish Peaks Mountain Club,spanishpeaks.com,Big Sky,MT,United States,40,http://www.linkedin.com/company/spanish-peaks-mountain-club,,Hospitality,2616,10160000,1,,,,,,,https://www.growjo.com/company/Spanish_Peaks_Mountain_Club,https://www.indeed.com/jobs?q=company%3A(Spanish Peaks Mountain Club),67%,For Contact Direct Phone Numbers and Emails see Lead411
Very,verypossible.com,Chattanooga,MT,United States,94,http://www.linkedin.com/company/verypossible,2011,Tech Services,2855,13630000,1,,,,,,,https://www.growjo.com/company/Very,https://www.indeed.com/jobs?q=company%3A(Very),45%,For Contact Direct Phone Numbers and Emails see Lead411
Foundant Technologies,foundant.com,Bozeman,MT,United States,174,http://www.linkedin.com/company/foundant-technologies,2006,Tech Services,3346,25230000,1,saas,,,,,,https://www.growjo.com/company/Foundant_Technologies,https://www.indeed.com/jobs?q=company%3A(Foundant Technologies),38%,For Contact Direct Phone Numbers and Emails see Lead411
Immanuel Lutheran Communities,ilcorp.org,Kalispell,MT,United States,76,http://www.linkedin.com/company/immanuel-lutheran-communities,1957,Hospital/Healthcare,4025,20520000,1,,,,,,,https://www.growjo.com/company/Immanuel_Lutheran_Communities,https://www.indeed.com/jobs?q=company%3A(Immanuel Lutheran Communities),31%,For Contact Direct Phone Numbers and Emails see Lead411
XY Planning Network,xyplanningnetwork.com,Bozeman,MT,United States,158,http://www.linkedin.com/company/xy-planning-network,2014,Finance,4274,33180000,1,,,,,,,https://www.growjo.com/company/XY_Planning_Network,https://www.indeed.com/jobs?q=company%3A(XY Planning Network),30%,For Contact Direct Phone Numbers and Emails see Lead411
ELITE One Source Nutritional Services,eliteonesource.com,Missoula,MT,United States,50,http://www.linkedin.com/company/elite-one-source,1994,Pharma,4554,10050000,1,,,,,,,https://www.growjo.com/company/ELITE_One_Source_Nutritional_Services,https://www.indeed.com/jobs?q=company%3A(ELITE One Source Nutritional Services),39%,For Contact Direct Phone Numbers and Emails see Lead411
