company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Next Sales,nextsalesllc.com,Sheridan,WY,United States,202,http://www.linkedin.com/company/next-sales-llc,2018,Marketing,80,50500000,1,,,,,,,https://www.growjo.com/company/Next_Sales,https://www.indeed.com/jobs?q=company%3A(Next Sales),248%,For Contact Direct Phone Numbers and Emails see Lead411
KCS Technologies,kcs-tech.com,Cheyenne,WY,United States,91,http://www.linkedin.com/company/kcstechinc,2008,Tech Services,438,13195000,1,,,,,,,https://www.growjo.com/company/KCS_Technologies,https://www.indeed.com/jobs?q=company%3A(KCS Technologies),133%,For Contact Direct Phone Numbers and Emails see Lead411
ShopDev,shopdev.co,Dubai,WY,United States,132,http://www.linkedin.com/company/shopdev-co,2017,Tech Services,1312,19140000,1,,,,,,,https://www.growjo.com/company/ShopDev,https://www.indeed.com/jobs?q=company%3A(ShopDev),81%,For Contact Direct Phone Numbers and Emails see Lead411
BigChange,bigchange.com,Leeds,WY,UK,149,http://www.linkedin.com/company/bigchange,2013,Tech Services,1438,21605000,1,,,,,,$1.7M,https://www.growjo.com/company/BigChange,https://www.indeed.com/jobs?q=company%3A(BigChange),6%,For Contact Direct Phone Numbers and Emails see Lead411
Servixer,servixer.com,Sheridan,WY,United States,36,http://www.linkedin.com/company/servixer,2018,Outsource,2386,6192000,1,,,,,,,https://www.growjo.com/company/Servixer,https://www.indeed.com/jobs?q=company%3A(Servixer),71%,For Contact Direct Phone Numbers and Emails see Lead411
International Institute of Executive Careers?,courses10.com,Buffalo,WY,United States,64,http://www.linkedin.com/company/international-institute-of-executive-careers-iiec,2012,Medical Offices,2585,17280000,1,,,,,,,https://www.growjo.com/company/International_Institute_of_Executive_Careers?,https://www.indeed.com/jobs?q=company%3A(International Institute of Executive Careers?),49%,For Contact Direct Phone Numbers and Emails see Lead411
Graygraph Technologies,graygraph.com,Sheridan,WY,United States,101,http://www.linkedin.com/company/graygraph-technologies-pvt-ltd,2015,Tech Services,2771,14645000,1,,,,,,,https://www.growjo.com/company/Graygraph_Technologies,https://www.indeed.com/jobs?q=company%3A(Graygraph Technologies),46%,For Contact Direct Phone Numbers and Emails see Lead411
Lunavi,lunavi.com,Cheyenne,WY,United States,109,http://www.linkedin.com/company/lunavi,,Tech Services,4413,15805000,1,,,,,,,https://www.growjo.com/company/Lunavi,https://www.indeed.com/jobs?q=company%3A(Lunavi),28%,For Contact Direct Phone Numbers and Emails see Lead411
Visionary Broadband,vcn.com,Gillette,WY,United States,47,http://www.linkedin.com/company/visionary-communications-inc,1994,Tech Services,5093,6815000,1,,,,,,,https://www.growjo.com/company/Visionary_Broadband,https://www.indeed.com/jobs?q=company%3A(Visionary Broadband),34%,For Contact Direct Phone Numbers and Emails see Lead411
BULL IT SERVICES,bullitservices.com,Sheridan,WY,United States,142,http://www.linkedin.com/company/bull-it-services-llc,2007,Recruiting,5178,17040000,1,,,,,,,https://www.growjo.com/company/BULL_IT_SERVICES,https://www.indeed.com/jobs?q=company%3A(BULL IT SERVICES),23%,For Contact Direct Phone Numbers and Emails see Lead411
SageWest Health Care,sagewesthealthcare.com,Lander,WY,United States,91,http://www.linkedin.com/company/sagewest-health-care,1970,Hospital/Healthcare,5556,24570000,1,,,,,,,https://www.growjo.com/company/SageWest_Health_Care,https://www.indeed.com/jobs?q=company%3A(SageWest Health Care),21%,For Contact Direct Phone Numbers and Emails see Lead411
Bank of Jackson Hole,bankofjacksonhole.com,Jackson,WY,United States,48,http://www.linkedin.com/company/bank-of-jackson-hole,1982,Banking,6361,10080000,1,,,,,,,https://www.growjo.com/company/Bank_of_Jackson_Hole,https://www.indeed.com/jobs?q=company%3A(Bank of Jackson Hole),26%,For Contact Direct Phone Numbers and Emails see Lead411
Granite Peak Fabrication,granitepeakfabrication.com,Casper,WY,United States,38,http://www.linkedin.com/company/granitepeakfabrication,2015,Energy/Oil,6693,9310000,1,,,,,,,https://www.growjo.com/company/Granite_Peak_Fabrication,https://www.indeed.com/jobs?q=company%3A(Granite Peak Fabrication),23%,For Contact Direct Phone Numbers and Emails see Lead411
Protect Group,protectgroup.co,Leeds,WY,UK,70,http://www.linkedin.com/company/protect-group,2016,Insurance,6977,15400000,1,,,,,,,https://www.growjo.com/company/Protect_Group,https://www.indeed.com/jobs?q=company%3A(Protect Group),13%,For Contact Direct Phone Numbers and Emails see Lead411
Coders Data,codersdata.com,Cheyenne,WY,United States,132,http://www.linkedin.com/company/codersdata,,Information Technology & Services,7530,,1,,,,,,,https://www.growjo.com/company/Coders_Data,https://www.indeed.com/jobs?q=company%3A(Coders Data),8%,For Contact Direct Phone Numbers and Emails see Lead411
St. John's Health,stjohns.health,Jackson,WY,United States,475,http://www.linkedin.com/company/stjohnshealth,1914,Hospital/Healthcare,7683,128250000,1,,,,,,,https://www.growjo.com/company/St._John's_Health,https://www.indeed.com/jobs?q=company%3A(St. John's Health),7%,For Contact Direct Phone Numbers and Emails see Lead411
