company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Upkey,upkey.com,Chicago,IL,United States,298,http://www.linkedin.com/company/upkey,2016,EdTech,1,,2,saas,,,,,$3M,https://www.growjo.com/company/Upkey,https://www.indeed.com/jobs?q=company%3A(Upkey),776%,For Contact Direct Phone Numbers and Emails see Lead411
Fyllo,hellofyllo.com,Chicago,IL,United States,116,http://www.linkedin.com/company/fyllo-compliance-cloud,2019,Analytics,2,16820000,9,saas,,,,,$58M,https://www.growjo.com/company/Fyllo,https://www.indeed.com/jobs?q=company%3A(Fyllo),97%,For Contact Direct Phone Numbers and Emails see Lead411
M1 Finance,m1finance.com,Chicago,IL,United States,164,http://www.linkedin.com/company/m1-finance,2015,Fintech,3,21320000,33,Finance Technology,,,,,$173.2M,https://www.growjo.com/company/M1_Finance,https://www.indeed.com/jobs?q=company%3A(M1 Finance),165%,For Contact Direct Phone Numbers and Emails see Lead411
Cameo,cameo.com,Chicago,IL,United States,293,http://www.linkedin.com/company/bookcameo,2016,Tech Services,4,42485000,21,"Video, Celebrity, Platform For Influencers, Athletes","Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",,,1000000000,$165.2M,https://www.growjo.com/company/Cameo,https://www.indeed.com/jobs?q=company%3A(Cameo),71%,For Contact Direct Phone Numbers and Emails see Lead411
Cresco Labs,crescolabs.com,Chicago,IL,United States,831,http://www.linkedin.com/company/cresco-labs,2014,Cannabis,5,224370000,171,"Healthcare, Medical, Pharmaceuticals, Consumer Goods, Canada",,,,,$522.5M,https://www.growjo.com/company/Cresco_Labs,https://www.indeed.com/jobs?q=company%3A(Cresco Labs),25%,For Contact Direct Phone Numbers and Emails see Lead411
CitrusAd,citrusad.com,Chicago,IL,United States,115,http://www.linkedin.com/company/citrusad,2017,AdTech,6,28750000,1,,,,,,,https://www.growjo.com/company/CitrusAd,https://www.indeed.com/jobs?q=company%3A(CitrusAd),342%,For Contact Direct Phone Numbers and Emails see Lead411
Clearcover,clearcover.com,Chicago,IL,United States,204,http://www.linkedin.com/company/clearcover-inc.,,Fintech,7,44880000,56,saas,"American Family Ventures, Cox Enterprises, OMERS Ventures",,,1000000000,$304.5M,https://www.growjo.com/company/Clearcover,https://www.indeed.com/jobs?q=company%3A(Clearcover),44%,For Contact Direct Phone Numbers and Emails see Lead411
Monroe Capital,monroecap.com,Chicago,IL,United States,146,http://www.linkedin.com/company/monroe-capital,2004,Finance,8,30660000,3,"Banking,Finance",,,B2C,,$34M,https://www.growjo.com/company/Monroe_Capital,https://www.indeed.com/jobs?q=company%3A(Monroe Capital),6%,For Contact Direct Phone Numbers and Emails see Lead411
CollegeAdvisor.com,collegeadvisor.com,Chicago,IL,United States,70,http://www.linkedin.com/company/joincollegeadvisor,2019,Learning,9,11550000,1,,,,,,,https://www.growjo.com/company/CollegeAdvisor.com,https://www.indeed.com/jobs?q=company%3A(CollegeAdvisor.com),289%,For Contact Direct Phone Numbers and Emails see Lead411
9Rooftops Marketing,9rooftops.com,Chicago,IL,United States,166,http://www.linkedin.com/company/9rooftops,2020,Marketing,10,41500000,4,,,,,,,https://www.growjo.com/company/9Rooftops_Marketing,https://www.indeed.com/jobs?q=company%3A(9Rooftops Marketing),286%,For Contact Direct Phone Numbers and Emails see Lead411
LogicGate,logicgate.com,Chicago,IL,United States,171,http://www.linkedin.com/company/logic-gate,,Tech Services,11,24795000,28,saas,Jump Capital,TechStars,,,$43M,https://www.growjo.com/company/LogicGate,https://www.indeed.com/jobs?q=company%3A(LogicGate),35%,For Contact Direct Phone Numbers and Emails see Lead411
Private Directors Associationￃﾂￂﾮ,privatedirectorsassociation.org,Frankfort,IL,United States,136,http://www.linkedin.com/company/private-directors-association,2014,Executive,75,,1,,,,,,,https://www.growjo.com/company/Private_Directors_Associationￃﾂￂﾮ,https://www.indeed.com/jobs?q=company%3A(Private Directors Associationￃﾂￂﾮ),258%,For Contact Direct Phone Numbers and Emails see Lead411
Village Medical,villagemd.com,,IL,United States,123,http://www.linkedin.com/company/village-medical,,Digital Health,84,33210000,1,"Healthcare, Medical, Analytics, Health Care Information Technology, Hospitals","Kinnevik, Oak HC/FT Partners, Walgreens Boots Alliance",,,1000000000,$491M,https://www.growjo.com/company/Village_Medical,https://www.indeed.com/jobs?q=company%3A(Village Medical),46%,For Contact Direct Phone Numbers and Emails see Lead411
TimeDoc Health,timedochealth.com,Chicago,IL,United States,83,http://www.linkedin.com/company/timedoc,2015,Digital Health,12,14310000,11,"digital health, healthtech, saas",,,,,$9.7M,https://www.growjo.com/company/TimeDoc_Health,https://www.indeed.com/jobs?q=company%3A(TimeDoc Health),73%,For Contact Direct Phone Numbers and Emails see Lead411
Safeguard Medical,safeguardmedical.com,Chicago,IL,United States,91,http://www.linkedin.com/company/safeguard-medical,,Medical Equip,13,22841000,1,,,,,,,https://www.growjo.com/company/Safeguard_Medical,https://www.indeed.com/jobs?q=company%3A(Safeguard Medical),225%,For Contact Direct Phone Numbers and Emails see Lead411
Aclaimant,aclaimant.com,Chicago,IL,United States,50,http://www.linkedin.com/company/aclaimant,2013,Tech Services,14,7250000,1,,,,,,$28M.,https://www.growjo.com/company/Aclaimant,https://www.indeed.com/jobs?q=company%3A(Aclaimant),61%,For Contact Direct Phone Numbers and Emails see Lead411
Forager,foragerscs.com,Chicago,IL,United States,80,http://www.linkedin.com/company/foragerscs,2018,Logistics,15,24400000,1,"Logistics, Logistics / Transportation / Shipping",,,,,$14.8M,https://www.growjo.com/company/Forager,https://www.indeed.com/jobs?q=company%3A(Forager),74%,For Contact Direct Phone Numbers and Emails see Lead411
Compliance Group,compliance-g.com,Libertyville,IL,United States,155,http://www.linkedin.com/company/compliance-group,2007,Recruiting,104,18600000,2,,,,,,,https://www.growjo.com/company/Compliance_Group,https://www.indeed.com/jobs?q=company%3A(Compliance Group),230%,For Contact Direct Phone Numbers and Emails see Lead411
ActiveCampaign,activecampaign.com,Chicago,IL,United States,864,http://www.linkedin.com/company/activecampaign-inc-,2003,Martech,16,93815000,120,"Analytics,Email,Human Resources Hr,Marketing,Marketing Analytics saas","Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management",,B2B,3000000000,$360M,https://www.growjo.com/company/ActiveCampaign,https://www.indeed.com/jobs?q=company%3A(ActiveCampaign),45%,For Contact Direct Phone Numbers and Emails see Lead411
Surgalign,surgalign.com,Deerfield,IL,United States,120,http://www.linkedin.com/company/surgalign,2020,Medical Equip,17,30120000,2,,,,,,,https://www.growjo.com/company/Surgalign,https://www.indeed.com/jobs?q=company%3A(Surgalign),224%,For Contact Direct Phone Numbers and Emails see Lead411
The Mom Project,themomproject.com,Chicago,IL,United States,304,http://www.linkedin.com/company/the-mom-project,2015,Tech Services,18,44080000,91,,,,,,$35.6M,https://www.growjo.com/company/The_Mom_Project,https://www.indeed.com/jobs?q=company%3A(The Mom Project),101%,For Contact Direct Phone Numbers and Emails see Lead411
CoinFlip,coinflip.tech,Skokie,IL,United States,102,http://www.linkedin.com/company/coinflipatm,2015,Finance,121,21420000,12,,,,,,,https://www.growjo.com/company/CoinFlip,https://www.indeed.com/jobs?q=company%3A(CoinFlip),209%,For Contact Direct Phone Numbers and Emails see Lead411
Tovala,tovala.com,Chicago,IL,United States,92,http://www.linkedin.com/company/tovala,2017,Food,19,24840000,3,"Food and Beverages, Home Automation, Food Tech",,,,,$68.6M,https://www.growjo.com/company/Tovala,https://www.indeed.com/jobs?q=company%3A(Tovala),59%,For Contact Direct Phone Numbers and Emails see Lead411
Celebrity Home Loans,celebrityhomeloans.com,Oakbrook Terrace,IL,United States,286,http://www.linkedin.com/company/celebrityhomeloans,2007,Finance,20,60060000,13,,,,,,,https://www.growjo.com/company/Celebrity_Home_Loans,https://www.indeed.com/jobs?q=company%3A(Celebrity Home Loans),214%,For Contact Direct Phone Numbers and Emails see Lead411
Mark Anthony Brewing,mabrewing.com,Chicago,IL,United States,132,http://www.linkedin.com/company/mark-anthony-brewing-inc,1972,Food,21,35640000,26,,,,,,,https://www.growjo.com/company/Mark_Anthony_Brewing,https://www.indeed.com/jobs?q=company%3A(Mark Anthony Brewing),200%,For Contact Direct Phone Numbers and Emails see Lead411
VillageMD,villagemd.com,Chicago,IL,United States,734,http://www.linkedin.com/company/villagemd,2013,Digital Health,22,198180000,220,"Healthcare, Medical, Analytics, Health Care Information Technology, Hospitals","Kinnevik, Oak HC/FT Partners, Walgreens Boots Alliance",,,1000000000,$491M,https://www.growjo.com/company/VillageMD,https://www.indeed.com/jobs?q=company%3A(VillageMD),47%,For Contact Direct Phone Numbers and Emails see Lead411
Interfirst,interfirst.com,Rosemont,IL,United States,257,http://www.linkedin.com/company/interfirstco,2001,Finance,129,53970000,25,,,,,,,https://www.growjo.com/company/Interfirst,https://www.indeed.com/jobs?q=company%3A(Interfirst),206%,For Contact Direct Phone Numbers and Emails see Lead411
Foxtrot Ventures,foxtrotco.com,Chicago,IL,United States,164,http://www.linkedin.com/company/foxtrot-ventures,2013,Tech Services,23,23780000,35,saas,,,,,$66.8M,https://www.growjo.com/company/Foxtrot_Ventures,https://www.indeed.com/jobs?q=company%3A(Foxtrot Ventures),37%,For Contact Direct Phone Numbers and Emails see Lead411
arturo.ai,arturo.ai,Chicago,IL,United States,52,http://www.linkedin.com/company/arturoai,2018,Tech Services,24,7540000,4,,,,,,$33M,https://www.growjo.com/company/arturo.ai,https://www.indeed.com/jobs?q=company%3A(arturo.ai),108%,For Contact Direct Phone Numbers and Emails see Lead411
Fr8Hub,fr8hub.com,Chicago,Il,United States,70,http://www.linkedin.com/company/fr8hub,2015,Logistics,25,21350000,1,,,,,,,https://www.growjo.com/company/Fr8Hub,https://www.indeed.com/jobs?q=company%3A(Fr8Hub),204%,For Contact Direct Phone Numbers and Emails see Lead411
The Mather Group,themathergroup.com,Chicago,IL,United States,108,http://www.linkedin.com/company/themathergroup,2011,Investments,26,24516000,1,,,,,,,https://www.growjo.com/company/The_Mather_Group,https://www.indeed.com/jobs?q=company%3A(The Mather Group),57%,For Contact Direct Phone Numbers and Emails see Lead411
divvyDOSE,divvydose.com,Moline,IL,United States,142,http://www.linkedin.com/company/divvydose,2014,Hospital/Healthcare,205,38340000,1,,,,,,,https://www.growjo.com/company/divvyDOSE,https://www.indeed.com/jobs?q=company%3A(divvyDOSE),27%,For Contact Direct Phone Numbers and Emails see Lead411
Kalderos,kalderos.com,Chicago,IL,United States,110,http://www.linkedin.com/company/kalderos,2016,Pharma,27,22110000,11,saas,,,,,$35M,https://www.growjo.com/company/Kalderos,https://www.indeed.com/jobs?q=company%3A(Kalderos),104%,For Contact Direct Phone Numbers and Emails see Lead411
Copado,copado.com,Chicago,IL,United States,268,http://www.linkedin.com/company/copado-solutions-s.l,2013,Salestech,28,24215000,2,saas,,,,,$130.8M,https://www.growjo.com/company/Copado,https://www.indeed.com/jobs?q=company%3A(Copado),81%,For Contact Direct Phone Numbers and Emails see Lead411
Sudrania Fund Services Corp,sudrania.com,Downers Grove,IL,United States,165,http://www.linkedin.com/company/sudraniafundservices,2016,Finance,29,34650000,1,"Financial Services, Investment Management, Trading, Hedge Funds",,,,,,https://www.growjo.com/company/Sudrania_Fund_Services_Corp,https://www.indeed.com/jobs?q=company%3A(Sudrania Fund Services Corp),79%,For Contact Direct Phone Numbers and Emails see Lead411
Nature's Fynd,naturesfynd.com,Chicago ,IL,United States,87,http://www.linkedin.com/company/natures-fynd/,2012,Food,30,23490000,1,,,,,,$158M,https://www.growjo.com/company/Nature's_Fynd,https://www.indeed.com/jobs?q=company%3A(Nature's Fynd),50%,For Contact Direct Phone Numbers and Emails see Lead411
