company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Bind On-Demand,yourbind.com,Minneapolis,MN ,United States,142,http://www.linkedin.com/company/yourbind,2016,Insurance,9,31240000,7,,Ascension Ventures,,,,$237.5M,https://www.growjo.com/company/Bind_On-Demand,https://www.indeed.com/jobs?q=company%3A(Bind On-Demand),30%,For Contact Direct Phone Numbers and Emails see Lead411
Level2,lvl2.com,Minnetonka,MN,United States,119,http://www.linkedin.com/company/lvl2,2019,Digital Health,1,32130000,10,,,,,,,https://www.growjo.com/company/Level2,https://www.indeed.com/jobs?q=company%3A(Level2),341%,For Contact Direct Phone Numbers and Emails see Lead411
Bright Health,brighthealthplan.com,Minneapolis,MN,United States,742,http://www.linkedin.com/company/bright-health,2015,Digital Health,2,200340000,135,"Healthcare,Healthcare Providers,Insurance","Declaration Partners, Meritech Capital",,B2B,1000000000,$1.6B,https://www.growjo.com/company/Bright_Health,https://www.indeed.com/jobs?q=company%3A(Bright Health),60%,For Contact Direct Phone Numbers and Emails see Lead411
Sezzle,sezzle.com,Minneapolis,MN,United States,313,http://www.linkedin.com/company/sezzle,2016,Fintech,3,40690000,52,"E-Commerce,Finance,Mobile,Payments",Bastion,,B2B,,$271.6M,https://www.growjo.com/company/Sezzle,https://www.indeed.com/jobs?q=company%3A(Sezzle),105%,For Contact Direct Phone Numbers and Emails see Lead411
75F,75f.io,Burnsville,MN,United States,84,http://www.linkedin.com/company/75-fahrenheit,2012,Real Estate Tech,4,20580000,8,"Clean Technology, Energy Efficiency, Internet of Things, Smart Building",,,,,$24.9M,https://www.growjo.com/company/75F,https://www.indeed.com/jobs?q=company%3A(75F),12%,For Contact Direct Phone Numbers and Emails see Lead411
Flywheel.io,flywheel.io,Minneapolis,MN,United States,67,http://www.linkedin.com/company/flywheel-io,,Tech Services,5,9715000,3,saas,,,,,$23.5M,https://www.growjo.com/company/Flywheel.io,https://www.indeed.com/jobs?q=company%3A(Flywheel.io),43%,For Contact Direct Phone Numbers and Emails see Lead411
The Stable,thestable.com,Minneapolis,MN,United States,170,http://www.linkedin.com/company/the-stable-group,2015,Consumer,6,42670000,4,Retail,Gen7 Investments,,,,$4M,https://www.growjo.com/company/The_Stable,https://www.indeed.com/jobs?q=company%3A(The Stable),63%,For Contact Direct Phone Numbers and Emails see Lead411
Wealth Enhancement Group,wealthenhancement.com,Plymouth,MN,United States,476,http://www.linkedin.com/company/wealth-enhancement-group,1997,Finance,7,99960000,2,"Finance,Investment Services",,,B2B,,,https://www.growjo.com/company/Wealth_Enhancement_Group,https://www.indeed.com/jobs?q=company%3A(Wealth Enhancement Group),19%,For Contact Direct Phone Numbers and Emails see Lead411
Elucent Medical,elucent.com,Eden Prairie,MN,United States,87,http://www.linkedin.com/company/elucent-medical-inc.,2014,Medical Equip,8,21837000,1,,,,,,,https://www.growjo.com/company/Elucent_Medical,https://www.indeed.com/jobs?q=company%3A(Elucent Medical),181%,For Contact Direct Phone Numbers and Emails see Lead411
Sanvello Health,sanvello.com,Minneapolis,MN,United States,96,http://www.linkedin.com/company/sanvellohealth,2019,Hospital/Healthcare,10,25920000,1,,,,,,,https://www.growjo.com/company/Sanvello_Health,https://www.indeed.com/jobs?q=company%3A(Sanvello Health),153%,For Contact Direct Phone Numbers and Emails see Lead411
Trafera,trafera.com,St Paul,MN,United States,90,http://www.linkedin.com/company/traferaofficial,,Hardware,11,,1,,,,,,,https://www.growjo.com/company/Trafera,https://www.indeed.com/jobs?q=company%3A(Trafera),150%,For Contact Direct Phone Numbers and Emails see Lead411
Player's Health,playershealth.com,Minneapolis,MN,United States,35,http://www.linkedin.com/company/team-interval-powered-by-ao1-solutions-inc-,2012,Sports,12,5600000,1,saas,,,,,$6.1M,https://www.growjo.com/company/Player's_Health,https://www.indeed.com/jobs?q=company%3A(Player's Health),35%,For Contact Direct Phone Numbers and Emails see Lead411
Fulcrum,fulcrumpro.com,Minneapolis,MN,,36,http://www.linkedin.com/company/fulcrumpro,2015,Tech Services,13,5220000,1,,,,,,$3.1M,https://www.growjo.com/company/Fulcrum,https://www.indeed.com/jobs?q=company%3A(Fulcrum),100%,For Contact Direct Phone Numbers and Emails see Lead411
Doran Management,DoranManagement.com,Bloomington,MN,United States,46,http://www.linkedin.com/company/doran-management,,Real Estate,14,,1,,,,,,,https://www.growjo.com/company/Doran_Management,https://www.indeed.com/jobs?q=company%3A(Doran Management),171%,For Contact Direct Phone Numbers and Emails see Lead411
"Avirat, Inc. dba the OurFamilyWizard website",OurFamilyWizard.com,Minneapolis,MN,United States,80,http://www.linkedin.com/company/avirat-inc-,2001,Tech Services,15,11600000,1,saas,,,,,,"https://www.growjo.com/company/Avirat,_Inc._dba_the_OurFamilyWizard_website","https://www.indeed.com/jobs?q=company%3A(Avirat, Inc. dba the OurFamilyWizard website)",48%,For Contact Direct Phone Numbers and Emails see Lead411
Point B Solutions,pointbsolutions.com,Brooklyn Park,MN,United States,66,http://www.linkedin.com/company/point-b-solutions,2008,Logistics,758,20130000,1,,,,,,,https://www.growjo.com/company/Point_B_Solutions,https://www.indeed.com/jobs?q=company%3A(Point B Solutions),106%,For Contact Direct Phone Numbers and Emails see Lead411
Yardbird,yardbird.com,St. Louis Park,MN,,32,http://www.linkedin.com/company/yardbird-furniture,2016,Furniture,16,9184000,1,,,,,,$4.4M,https://www.growjo.com/company/Yardbird,https://www.indeed.com/jobs?q=company%3A(Yardbird),68%,For Contact Direct Phone Numbers and Emails see Lead411
Wurth Industry North America,wurthindustry.com,Brooklyn Park,MN,United States,229,http://www.linkedin.com/company/wurth-industry-north-america,,Logistics,776,69845000,1,,,,,,,https://www.growjo.com/company/Wurth_Industry_North_America,https://www.indeed.com/jobs?q=company%3A(Wurth Industry North America),35%,For Contact Direct Phone Numbers and Emails see Lead411
Concord,concordusa.com,Hopkins,MN,United States,428,http://www.linkedin.com/company/concord,,Tech Services,778,62060000,1,,,,,,,https://www.growjo.com/company/Concord,https://www.indeed.com/jobs?q=company%3A(Concord),15%,For Contact Direct Phone Numbers and Emails see Lead411
Vyriad,vyriad.com,Rochester,MN,,37,http://www.linkedin.com/company/vyriad,,Biotech,780,5735000,1,,,,,,$33.4M,https://www.growjo.com/company/Vyriad,https://www.indeed.com/jobs?q=company%3A(Vyriad),54%,For Contact Direct Phone Numbers and Emails see Lead411
