company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Kennected,demokennected.com,Indianapolis,IN,United States,105,http://www.linkedin.com/company/mynkn,2018,Salestech,18,15225000,1,,,,,,,https://www.growjo.com/company/Kennected,https://www.indeed.com/jobs?q=company%3A(Kennected),377%,For Contact Direct Phone Numbers and Emails see Lead411
Encamp,encamp.com,Indianapolis,IN,,34,http://www.linkedin.com/company/encamp,2017,Tech Services,1,4930000,3,,,,,,$17.2M,https://www.growjo.com/company/Encamp,https://www.indeed.com/jobs?q=company%3A(Encamp),48%,For Contact Direct Phone Numbers and Emails see Lead411
"Boardable, Board Management Software",boardable.com,Indianapolis,IN,United States,56,http://www.linkedin.com/company/boardable,2016,Tech Services,102,8120000,3,,,,,,$12.4M,"https://www.growjo.com/company/Boardable,_Board_Management_Software","https://www.indeed.com/jobs?q=company%3A(Boardable, Board Management Software)",60%,For Contact Direct Phone Numbers and Emails see Lead411
Purdue University Mechanical Engineering,purdue.edu,West Lafayette,IN,United States,62,http://www.linkedin.com/company/purdueme,,Engineering,112,6200000,1,Universities,,,,,,https://www.growjo.com/company/Purdue_University_Mechanical_Engineering,https://www.indeed.com/jobs?q=company%3A(Purdue University Mechanical Engineering),226%,For Contact Direct Phone Numbers and Emails see Lead411
Vibenomics,vibenomics.com,Indianapolis,IN,United States,52,http://www.linkedin.com/company/vibenomics,2017,Tech Services,178,7540000,1,,,,,,$21.4M,https://www.growjo.com/company/Vibenomics,https://www.indeed.com/jobs?q=company%3A(Vibenomics),16%,For Contact Direct Phone Numbers and Emails see Lead411
Lighthouse Autism Center,lighthouseautismcenter.com,Mishawaka,IN,United States,138,http://www.linkedin.com/company/lighthouse-autism-center,2012,Hospital/Healthcare,208,37260000,4,,,,,,,https://www.growjo.com/company/Lighthouse_Autism_Center,https://www.indeed.com/jobs?q=company%3A(Lighthouse Autism Center),23%,For Contact Direct Phone Numbers and Emails see Lead411
Open LMS,openlms.net,Indianapolis,IN,United States,71,http://www.linkedin.com/company/openlms,2005,Learning,230,11715000,1,,,,,,,https://www.growjo.com/company/Open_LMS,https://www.indeed.com/jobs?q=company%3A(Open LMS),173%,For Contact Direct Phone Numbers and Emails see Lead411
Casted,casted.us,Indianapolis,IN,,36,http://www.linkedin.com/company/gocasted,2019,Marketing,246,9000000,1,,,,,,$9.5M,https://www.growjo.com/company/Casted,https://www.indeed.com/jobs?q=company%3A(Casted),64%,For Contact Direct Phone Numbers and Emails see Lead411
Merchants Capital,merchantscapital.com,Carmel,IN,United States,113,http://www.linkedin.com/company/merchantscapital,1990,Finance,288,23730000,1,,,,,,$41.5M,https://www.growjo.com/company/Merchants_Capital,https://www.indeed.com/jobs?q=company%3A(Merchants Capital),30%,For Contact Direct Phone Numbers and Emails see Lead411
Advanced Agrilytics,advancedagrilytics.com,Indianapolis,IN,United States,64,http://www.linkedin.com/company/advanced-agrilytics,2013,Farming,310,,1,,,,,,,https://www.growjo.com/company/Advanced_Agrilytics,https://www.indeed.com/jobs?q=company%3A(Advanced Agrilytics),83%,For Contact Direct Phone Numbers and Emails see Lead411
KSM Consulting,ksmconsulting.com,Indianapolis,IN,United States,293,http://www.linkedin.com/company/ksm-consulting,2008,Consulting,313,27720000,6,"Consulting,Finance",,,B2B,,,https://www.growjo.com/company/KSM_Consulting,https://www.indeed.com/jobs?q=company%3A(KSM Consulting),24%,For Contact Direct Phone Numbers and Emails see Lead411
Watermark Residential,watermarkapartments.com,Indianapolis,IN,United States,77,http://www.linkedin.com/company/watermark-residential,2008,Real Estate,319,9000000,1,,,,,,,https://www.growjo.com/company/Watermark_Residential,https://www.indeed.com/jobs?q=company%3A(Watermark Residential),24%,For Contact Direct Phone Numbers and Emails see Lead411
Pondurance,pondurance.com,Indianapolis,IN,United States,79,http://www.linkedin.com/company/pondurance,2008,IT Security,419,16116000,1,"Information Security,Physical Security,Security",,,,,,https://www.growjo.com/company/Pondurance,https://www.indeed.com/jobs?q=company%3A(Pondurance),65%,For Contact Direct Phone Numbers and Emails see Lead411
