company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Global Automotive Systems,globalautosys.com,Auburn Hills,MI,United States,72,http://www.linkedin.com/company/global-automotive-systems-llc,1946,Automotive,1,23760000,6,,,,,,,https://www.growjo.com/company/Global_Automotive_Systems,https://www.indeed.com/jobs?q=company%3A(Global Automotive Systems),279%,For Contact Direct Phone Numbers and Emails see Lead411
Bloomscape,bloomscape.com,Detroit,MI,United States,70,http://www.linkedin.com/company/bloomscape,2017,Consumer,2,17570000,14,"E-Commerce, Consumer Goods, Content Delivery, Home & Garden, Same Day Delivery",,,,,$24.2M,https://www.growjo.com/company/Bloomscape,https://www.indeed.com/jobs?q=company%3A(Bloomscape),84%,For Contact Direct Phone Numbers and Emails see Lead411
Aggregate Intelligence,aggregateintelligence.com,Detroit,MI,United States,210,http://www.linkedin.com/company/aggregate-intelligence-inc,2015,Technology,3,42420000,2,,,,,,,https://www.growjo.com/company/Aggregate_Intelligence,https://www.indeed.com/jobs?q=company%3A(Aggregate Intelligence),244%,For Contact Direct Phone Numbers and Emails see Lead411
Workit Health,workithealth.com,Ann Arbor,MI,United States,109,http://www.linkedin.com/company/workit-health,2014,Digital Health,4,29430000,29,"Healthcare, Personal Health, Mobile Health, Mental Health",,,,,$20M,https://www.growjo.com/company/Workit_Health,https://www.indeed.com/jobs?q=company%3A(Workit Health),106%,For Contact Direct Phone Numbers and Emails see Lead411
Common Citizen,commoncitizen.com,Detroit,MI,United States,37,http://www.linkedin.com/company/common-citizen,2018,Consumer,5,9287000,4,,,,,,,https://www.growjo.com/company/Common_Citizen,https://www.indeed.com/jobs?q=company%3A(Common Citizen),106%,For Contact Direct Phone Numbers and Emails see Lead411
Helix Diagnostics,helixmdx.com,Waterford Township,MI,United States,64,http://www.linkedin.com/company/helixmdx,2015,Hospital/Healthcare,190,17280000,1,,,,,,,https://www.growjo.com/company/Helix_Diagnostics,https://www.indeed.com/jobs?q=company%3A(Helix Diagnostics),191%,For Contact Direct Phone Numbers and Emails see Lead411
C3 Industries,c3industries.com,Ann Arbor,MI,United States,75,http://www.linkedin.com/company/c3industries,,Cannabis,6,20250000,1,,,,,,$25M,https://www.growjo.com/company/C3_Industries,https://www.indeed.com/jobs?q=company%3A(C3 Industries),34%,For Contact Direct Phone Numbers and Emails see Lead411
Integrity Assessment Group (IAG),int-grp.com,Clare,MI,United States,56,http://www.linkedin.com/company/integrity-assessment-group,2001,Energy/Oil,228,13720000,1,,,,,,,https://www.growjo.com/company/Integrity_Assessment_Group_(IAG),https://www.indeed.com/jobs?q=company%3A(Integrity Assessment Group (IAG)),229%,For Contact Direct Phone Numbers and Emails see Lead411
StockX,stockx.com,Detroit,MI,United States,921,http://www.linkedin.com/company/stockx,2016,Consumer,7,231171000,90,"E-Commerce, Marketplaces, E-Commerce Platforms, Online Marketplaces",Google Ventures,,,1000000000,$690M,https://www.growjo.com/company/StockX,https://www.indeed.com/jobs?q=company%3A(StockX),27%,For Contact Direct Phone Numbers and Emails see Lead411
The Shyft Group,theshyftgroup.com,Novi,MI,United States,633,http://www.linkedin.com/company/theshyftgroup,,Automotive,8,208890000,1,,,,,,,https://www.growjo.com/company/The_Shyft_Group,https://www.indeed.com/jobs?q=company%3A(The Shyft Group),13%,For Contact Direct Phone Numbers and Emails see Lead411
OneStream Software,onestreamsoftware.com,Rochester,MI,United States,776,http://www.linkedin.com/company/onestream-software,2010,Tech Services,9,112520000,78,"Analytics, saas",KKR,,B2B,,$200M,https://www.growjo.com/company/OneStream_Software,https://www.indeed.com/jobs?q=company%3A(OneStream Software),47%,For Contact Direct Phone Numbers and Emails see Lead411
May Mobility,maymobility.com,Ann Arbor,MI,United States,159,http://www.linkedin.com/company/maymobility,2017,Automotive,10,52470000,35,"Automotive, Robotics, Transportation, Travel, Hybrid Vehicles",,,,,$83.6M,https://www.growjo.com/company/May_Mobility,https://www.indeed.com/jobs?q=company%3A(May Mobility),46%,For Contact Direct Phone Numbers and Emails see Lead411
Algo,algo.com,Troy,MI,United States,106,http://www.linkedin.com/company/algoai,2016,Tech Services,11,15370000,10,Artificial Intelligence,Integrity Growth Partners,,,,$15M,https://www.growjo.com/company/Algo,https://www.indeed.com/jobs?q=company%3A(Algo),54%,For Contact Direct Phone Numbers and Emails see Lead411
Boyne Resorts,boyneresorts.com,Petoskey,MI,United States,324,http://www.linkedin.com/company/boyne-resorts,,Hospitality,451,82296000,1,,,,,,,https://www.growjo.com/company/Boyne_Resorts,https://www.indeed.com/jobs?q=company%3A(Boyne Resorts),8%,For Contact Direct Phone Numbers and Emails see Lead411
