company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
SnapNurse,snapnurse.com,Atlanta,GA,United States,191,http://www.linkedin.com/company/snapnurse,2017,HRTech,1,5520000,1,,,,,,,https://www.growjo.com/company/SnapNurse,https://www.indeed.com/jobs?q=company%3A(SnapNurse),635%,For Contact Direct Phone Numbers and Emails see Lead411
Greenlight Financial Technology,greenlightcard.com,Atlanta,GA,United States,222,http://www.linkedin.com/company/greenlightcard,2014,Fintech,2,28860000,23,,"Relay Ventures, TTV Capital, Canapi Ventures",,,1200000000,$556.5M,https://www.growjo.com/company/Greenlight_Financial_Technology,https://www.indeed.com/jobs?q=company%3A(Greenlight Financial Technology),82%,For Contact Direct Phone Numbers and Emails see Lead411
STORD,stord.com,Atlanta,GA,United States,158,http://www.linkedin.com/company/stord,2016,Logistics,3,48190000,47,"logistics, supply chain, fulfillment, freight, warehousing, saas","Founders Fund, Kleiner Perkins",,,200,$115.2M,https://www.growjo.com/company/STORD,https://www.indeed.com/jobs?q=company%3A(STORD),123%,For Contact Direct Phone Numbers and Emails see Lead411
Popmenu,get.popmenu.com,Woodstock,GA,United States,165,http://www.linkedin.com/company/popmenu,2016,Tech Services,4,23925000,33,,,,,,$22.1M,https://www.growjo.com/company/Popmenu,https://www.indeed.com/jobs?q=company%3A(Popmenu),83%,For Contact Direct Phone Numbers and Emails see Lead411
Grayshift,grayshift.com,Atlanta,GA,United States,76,http://www.linkedin.com/company/grayshift,2016,IT Security,5,15504000,2,,,,,,$94M,https://www.growjo.com/company/Grayshift,https://www.indeed.com/jobs?q=company%3A(Grayshift),245%,For Contact Direct Phone Numbers and Emails see Lead411
Variant,drivevariant.com,Atlanta,GA,United States,89,http://www.linkedin.com/company/drivevariant,2019,Transportation,6,29192000,23,,,,,,,https://www.growjo.com/company/Variant,https://www.indeed.com/jobs?q=company%3A(Variant),287%,For Contact Direct Phone Numbers and Emails see Lead411
Stryten Manufacturing,stryten.com,Alpharetta,GA,United States,343,http://www.linkedin.com/company/stryten-manufacturing,,Automotive,7,113190000,18,,,,,,,https://www.growjo.com/company/Stryten_Manufacturing,https://www.indeed.com/jobs?q=company%3A(Stryten Manufacturing),285%,For Contact Direct Phone Numbers and Emails see Lead411
Motrex,motrexllc.com,Milton,GA,United States,93,http://www.linkedin.com/company/motrexllc,,Automotive,63,30690000,13,,,,,,,https://www.growjo.com/company/Motrex,https://www.indeed.com/jobs?q=company%3A(Motrex),258%,For Contact Direct Phone Numbers and Emails see Lead411
Kobiton,kobiton.com,Atlanta,GA,United States,98,http://www.linkedin.com/company/kobiton,2016,Tech Services,8,14210000,4,,,,,,$22.2M,https://www.growjo.com/company/Kobiton,https://www.indeed.com/jobs?q=company%3A(Kobiton),69%,For Contact Direct Phone Numbers and Emails see Lead411
DecisionLink,decisionlink.com,Atlanta,GA,United States,60,http://www.linkedin.com/company/decisionlink,,Tech Services,9,8700000,1,,,,,,$23M,https://www.growjo.com/company/DecisionLink,https://www.indeed.com/jobs?q=company%3A(DecisionLink),82%,For Contact Direct Phone Numbers and Emails see Lead411
Flock Safety,flocksafety.com,Atlanta,GA,United States,174,http://www.linkedin.com/company/flock-safety,2017,IT Security,10,30276000,52,,,,,,$80.6M,https://www.growjo.com/company/Flock_Safety,https://www.indeed.com/jobs?q=company%3A(Flock Safety),138%,For Contact Direct Phone Numbers and Emails see Lead411
Trust Stamp,truststamp.ai,Atlanta,GA,United States,63,http://www.linkedin.com/company/trust-stamp,2015,Tech Services,11,9135000,5,,,,,,$19.5M,https://www.growjo.com/company/Trust_Stamp,https://www.indeed.com/jobs?q=company%3A(Trust Stamp),66%,For Contact Direct Phone Numbers and Emails see Lead411
LendingPoint,lendingpoint.com,Kennesaw,GA,United States,166,http://www.linkedin.com/company/lendingpoint,2014,Fintech,12,21580000,12,"Personal Loans, Home Improvement Loans, Debt Consolidation Loans, Emergency Loans, and Wedding Loans",Guggenheim Securities and Guggenheim Securities,,,,$1.9B,https://www.growjo.com/company/LendingPoint,https://www.indeed.com/jobs?q=company%3A(LendingPoint),9%,For Contact Direct Phone Numbers and Emails see Lead411
MWR Financial | Income Shifting | Land-Banking | Private Reserve Accounts | Plus More... |,ronreacolee.com,Atlanta,GA,United States,92,http://www.linkedin.com/company/affiliate-yourself---a-phearless-technology-llc-company.,2017,Finance,13,19320000,2,,,,,,,https://www.growjo.com/company/MWR_Financial_|_Income_Shifting_|_Land-Banking_|_Private_Reserve_Accounts_|_Plus_More..._|,https://www.indeed.com/jobs?q=company%3A(MWR Financial | Income Shifting | Land-Banking | Private Reserve Accounts | Plus More... |),217%,For Contact Direct Phone Numbers and Emails see Lead411
Terminus,terminus.com,Atlanta,GA,United States,279,http://www.linkedin.com/company/terminus-account-based-marketing,2014,Martech,14,69750000,41,saas,,,,,$120.6M,https://www.growjo.com/company/Terminus,https://www.indeed.com/jobs?q=company%3A(Terminus),15%,For Contact Direct Phone Numbers and Emails see Lead411
DefenseStorm,defensestorm.com,Alpharetta,GA,United States,87,http://www.linkedin.com/company/defensestorm,2014,IT Security,15,17748000,1,"Financial Services, Security, Enterprise Security, Cyber Security",,,,,$29.2M,https://www.growjo.com/company/DefenseStorm,https://www.indeed.com/jobs?q=company%3A(DefenseStorm),38%,For Contact Direct Phone Numbers and Emails see Lead411
