company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Alphia,alphia.com,Bern,KS,United States,100,http://www.linkedin.com/company/alphia,2020,Food,222,27000000,1,,,,,,,https://www.growjo.com/company/Alphia,https://www.indeed.com/jobs?q=company%3A(Alphia),133%,For Contact Direct Phone Numbers and Emails see Lead411
Willdan Performance Engineering,willdan.com,Lawrence,KS,United States,44,http://www.linkedin.com/company/willdan-performance-engineering,,Engineering,429,4400000,1,,,,,,$41.6M,https://www.growjo.com/company/Willdan_Performance_Engineering,https://www.indeed.com/jobs?q=company%3A(Willdan Performance Engineering),7%,For Contact Direct Phone Numbers and Emails see Lead411
C2FO,c2fo.com,Leawood,KS,United States,509,http://www.linkedin.com/company/c2fo,2008,Fintech,2,66170000,13,"Marketplace,SaaS,Finance,Hardware,Human Resources Hr,Payments",Union Square Ventures,,B2B,1000000000,$397.7M,https://www.growjo.com/company/C2FO,https://www.indeed.com/jobs?q=company%3A(C2FO),19%,For Contact Direct Phone Numbers and Emails see Lead411
Spangles Restaurant,spanglesinc.com,Wichita,KS,United States,127,http://www.linkedin.com/company/spangles-restaurant,,Restaurants,462,22225000,1,,,,,,,https://www.growjo.com/company/Spangles_Restaurant,https://www.indeed.com/jobs?q=company%3A(Spangles Restaurant),131%,For Contact Direct Phone Numbers and Emails see Lead411
MSTS,msts.com,Overland Park,KS,United States,730,http://www.linkedin.com/company/multi-service,1978,Fintech,3,94900000,1,"Finance,Human Resources Hr,Payments",,,B2B,,,https://www.growjo.com/company/MSTS,https://www.indeed.com/jobs?q=company%3A(MSTS),3%,For Contact Direct Phone Numbers and Emails see Lead411
Archer Integrated Risk Management,rsa.com,Overland Park,KS,United States,245,http://www.linkedin.com/company/archer-integrated-risk-management,,IT Security,4,35525000,1,saas,,,,,,https://www.growjo.com/company/Archer_Integrated_Risk_Management,https://www.indeed.com/jobs?q=company%3A(Archer Integrated Risk Management),22%,For Contact Direct Phone Numbers and Emails see Lead411
RFP360,rfp360.com,Leawood,KS,United States,47,http://www.linkedin.com/company/rfp360,2012,Tech Services,5,6815000,1,saas,,,,,,https://www.growjo.com/company/RFP360,https://www.indeed.com/jobs?q=company%3A(RFP360),2%,For Contact Direct Phone Numbers and Emails see Lead411
Resources Investment Advisors - A OneDigital Company,riaadvisor.com,Overland Park,KS,United States,63,http://www.linkedin.com/company/resourcesinvestmentadvisors,1987,Finance,7,13230000,1,,,,,,,https://www.growjo.com/company/Resources_Investment_Advisors_-_A_OneDigital_Company,https://www.indeed.com/jobs?q=company%3A(Resources Investment Advisors - A OneDigital Company),75%,For Contact Direct Phone Numbers and Emails see Lead411
CivicPlus,civicplus.com,Manhattan,KS,United States,344,http://www.linkedin.com/company/civicplus,2001,Tech Services,1714,49880000,5,saas,,,,,,https://www.growjo.com/company/CivicPlus,https://www.indeed.com/jobs?q=company%3A(CivicPlus),0%,For Contact Direct Phone Numbers and Emails see Lead411
Torch.AI,torch.ai,Leawood,KS,,37,http://www.linkedin.com/company/torchai,2017,Tech Services,8,5365000,1,,,,,,$30M,https://www.growjo.com/company/Torch.AI,https://www.indeed.com/jobs?q=company%3A(Torch.AI),19%,For Contact Direct Phone Numbers and Emails see Lead411
