company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
SmartRent,smartrent.com,Scottsdale,AZ,United States,215,http://www.linkedin.com/company/smartrent.com,2017,Real Estate Tech,1,6240000,3,,Real Estate Technology Ventures (RET Ventures),,,,$101.5M,https://www.growjo.com/company/SmartRent,https://www.indeed.com/jobs?q=company%3A(SmartRent),330%,For Contact Direct Phone Numbers and Emails see Lead411
VA Hub,vahub.com,Phoenix,AZ,United States,75,http://www.linkedin.com/company/va-hub,,Outsource,2,12900000,1,,,,,,,https://www.growjo.com/company/VA_Hub,https://www.indeed.com/jobs?q=company%3A(VA Hub),369%,For Contact Direct Phone Numbers and Emails see Lead411
Nikola Motor Company,nikolamotor.com,Phoenix,AZ,United States,498,http://www.linkedin.com/company/nikola-motor-company,2015,Automotive,3,1000000,144,Electric Vehicles,,,,,$2.5B,https://www.growjo.com/company/Nikola_Motor_Company,https://www.indeed.com/jobs?q=company%3A(Nikola Motor Company),99%,For Contact Direct Phone Numbers and Emails see Lead411
Paradigm Laboratories,ParadigmLaboratories.com,Tucson,AZ,United States,66,http://www.linkedin.com/company/paradigm-laboratories,2014,Hospital/Healthcare,37,17820000,1,,,,,,,https://www.growjo.com/company/Paradigm_Laboratories,https://www.indeed.com/jobs?q=company%3A(Paradigm Laboratories),313%,For Contact Direct Phone Numbers and Emails see Lead411
GMI - Global Market Innovators,gmi.com,Phoenix,AZ,United States,80,http://www.linkedin.com/company/globalmarketinnovators,2020,Tech Services,4,11600000,1,,,,,,,https://www.growjo.com/company/GMI_-_Global_Market_Innovators,https://www.indeed.com/jobs?q=company%3A(GMI - Global Market Innovators),220%,For Contact Direct Phone Numbers and Emails see Lead411
Restoration Builders Inc.,restorbuilders.com,Phoenix,AZ,United States,57,http://www.linkedin.com/company/restorationbuilders,2017,Construction,5,16530000,1,,,,,,,https://www.growjo.com/company/Restoration_Builders_Inc.,https://www.indeed.com/jobs?q=company%3A(Restoration Builders Inc.),104%,For Contact Direct Phone Numbers and Emails see Lead411
Verra Mobility,verramobility.com,Mesa,AZ,United States,609,http://www.linkedin.com/company/verramobility,1987,Transportation,6,338200000,26,,,,,,$350M,https://www.growjo.com/company/Verra_Mobility,https://www.indeed.com/jobs?q=company%3A(Verra Mobility),-2%,For Contact Direct Phone Numbers and Emails see Lead411
Global Roofing Group,globalroofinggroup.com,Phoenix,AZ,United States,80,http://www.linkedin.com/company/globalrsw,1971,Construction,7,23200000,1,,,,,,,https://www.growjo.com/company/Global_Roofing_Group,https://www.indeed.com/jobs?q=company%3A(Global Roofing Group),196%,For Contact Direct Phone Numbers and Emails see Lead411
Cerberus Sentinel,cerberussentinel.com,Scottsdale,AZ,United States,60,http://www.linkedin.com/company/cerberus-sentinel,2019,IT Security,8,12240000,1,,,,,,,https://www.growjo.com/company/Cerberus_Sentinel,https://www.indeed.com/jobs?q=company%3A(Cerberus Sentinel),150%,For Contact Direct Phone Numbers and Emails see Lead411
American Traffic Solutions,verramobility.com,Mesa,AZ,,269,http://www.linkedin.com/company/american-traffic-solutions,1987,Transportation,9,88232000,1,,,,,,$350M,https://www.growjo.com/company/American_Traffic_Solutions,https://www.indeed.com/jobs?q=company%3A(American Traffic Solutions),-2%,For Contact Direct Phone Numbers and Emails see Lead411
Paradox,paradox.ai,Scottsdale,AZ,United States,193,http://www.linkedin.com/company/paradoxolivia,2016,Tech Services,10,27985000,18,saas,,,,,$53.3M,https://www.growjo.com/company/Paradox,https://www.indeed.com/jobs?q=company%3A(Paradox),86%,For Contact Direct Phone Numbers and Emails see Lead411
Balbec Capital LP,balbec.com,Scottsdale,AZ,United States,67,http://www.linkedin.com/company/balbec,2010,Investments,11,15209000,1,,,,,,,https://www.growjo.com/company/Balbec_Capital_LP,https://www.indeed.com/jobs?q=company%3A(Balbec Capital LP),29%,For Contact Direct Phone Numbers and Emails see Lead411
Stealth Partner Group,stealthpartnergroup.com,Scottsdale,AZ,United States,70,http://www.linkedin.com/company/stealthpartnergroup,2009,Insurance,12,15400000,1,,,,,,,https://www.growjo.com/company/Stealth_Partner_Group,https://www.indeed.com/jobs?q=company%3A(Stealth Partner Group),150%,For Contact Direct Phone Numbers and Emails see Lead411
Goettl Air Conditioning,goettl.com,Tempe,AZ,United States,165,http://www.linkedin.com/company/goettl,,Consumer,13,41415000,1,,,,,,,https://www.growjo.com/company/Goettl_Air_Conditioning,https://www.indeed.com/jobs?q=company%3A(Goettl Air Conditioning),21%,For Contact Direct Phone Numbers and Emails see Lead411
Weld North Education,weldnortheducation.com,Scottsdale,AZ,United States,164,http://www.linkedin.com/company/weld-north-education,,Learning,14,27060000,1,,,,,,,https://www.growjo.com/company/Weld_North_Education,https://www.indeed.com/jobs?q=company%3A(Weld North Education),76%,For Contact Direct Phone Numbers and Emails see Lead411
