company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
"THE UNIVERSITY OF OKLAHOMA FOUNDATION, INC.",oufoundation.org,NORMAN,OK,United States,89,http://www.linkedin.com/company/the-university-of-oklahoma-foundation-inc.,,Education,435,16020000,1,,,,,,,"https://www.growjo.com/company/THE_UNIVERSITY_OF_OKLAHOMA_FOUNDATION,_INC.","https://www.indeed.com/jobs?q=company%3A(THE UNIVERSITY OF OKLAHOMA FOUNDATION, INC.)",134%,For Contact Direct Phone Numbers and Emails see Lead411
Linen King,thelinenking.com,Tulsa,OK,United States,85,http://www.linkedin.com/company/linen-king,2000,Textiles,792,,1,,,,,,$8.6M,https://www.growjo.com/company/Linen_King,https://www.indeed.com/jobs?q=company%3A(Linen King),33%,For Contact Direct Phone Numbers and Emails see Lead411
Tinker Airforce Base,,Spencer,OK,United States,769,http://www.linkedin.com/company/tinker-airforce-base,,Warehousing,1651,,1,,,,,,,https://www.growjo.com/company/Tinker_Airforce_Base,https://www.indeed.com/jobs?q=company%3A(Tinker Airforce Base),22%,For Contact Direct Phone Numbers and Emails see Lead411
RE/MAX Results,bestofficeever.com,Owasso,OK,United States,36,http://www.linkedin.com/company/re-max-results-ok,2016,Real Estate,1822,,1,,,,,,,https://www.growjo.com/company/RE/MAX_Results,https://www.indeed.com/jobs?q=company%3A(RE/MAX Results),89%,For Contact Direct Phone Numbers and Emails see Lead411
Exencial Wealth Advisors,exencialwealth.com,Oklahoma City,OK,United States,74,http://www.linkedin.com/company/exencial-wealth-advisors,,Finance,2041,15540000,1,,,,,,,https://www.growjo.com/company/Exencial_Wealth_Advisors,https://www.indeed.com/jobs?q=company%3A(Exencial Wealth Advisors),17%,For Contact Direct Phone Numbers and Emails see Lead411
VoiceFoundry,voicefoundry.com,Tulsa,OK,United States,80,http://www.linkedin.com/company/voice-foundry,2017,Tech Services,2058,11600000,1,,,,,,,https://www.growjo.com/company/VoiceFoundry,https://www.indeed.com/jobs?q=company%3A(VoiceFoundry),60%,For Contact Direct Phone Numbers and Emails see Lead411
"JCPenney Leadership Program - Price College of Business, University of Oklahoma",ou.edu/price/ctrstusuccess/jcpl,Norman,OK,United States,75,http://www.linkedin.com/company/jcplp,,Education,2197,13500000,1,,,,,,,"https://www.growjo.com/company/JCPenney_Leadership_Program_-_Price_College_of_Business,_University_of_Oklahoma","https://www.indeed.com/jobs?q=company%3A(JCPenney Leadership Program - Price College of Business, University of Oklahoma)",56%,For Contact Direct Phone Numbers and Emails see Lead411
Moore,mooredmgroup.com,Tulsa,OK,United States,353,http://www.linkedin.com/company/moore-dm-group,,Marketing,2215,88250000,1,,,,,,,https://www.growjo.com/company/Moore,https://www.indeed.com/jobs?q=company%3A(Moore),16%,For Contact Direct Phone Numbers and Emails see Lead411
Avantive Solutions,avantivesolutions.com,Tulsa,OK,United States,76,http://www.linkedin.com/company/avantive-solutions,1998,Marketing,2245,19000000,1,,,,,,,https://www.growjo.com/company/Avantive_Solutions,https://www.indeed.com/jobs?q=company%3A(Avantive Solutions),55%,For Contact Direct Phone Numbers and Emails see Lead411
Oklahoma Children's Hospital OU Health,ouhealth.com,Oklahoma City,OK,United States,275,http://www.linkedin.com/company/ou-medical-center--the-children's-hospital,,Hospital/Healthcare,2369,74250000,1,,,,,,,https://www.growjo.com/company/Oklahoma_Children's_Hospital_OU_Health,https://www.indeed.com/jobs?q=company%3A(Oklahoma Children's Hospital OU Health),54%,For Contact Direct Phone Numbers and Emails see Lead411
