company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Inscripta,inscripta.com,Boulder,CO ,United States,155,http://www.linkedin.com/company/inscriptainc,,Biotech,12,24025000,14,,"Merieux Developpement, Paladin Capital Group",,,,$459.5M,https://www.growjo.com/company/Inscripta,https://www.indeed.com/jobs?q=company%3A(Inscripta),12%,For Contact Direct Phone Numbers and Emails see Lead411
JumpCloud,jumpcloud.com,Louisville,CO,United States,312,http://www.linkedin.com/company/jumpcloud,2012,DevOps,1,1,49,"Data Storage,Enterprise Software,Human Resources Hr,Information Security,devops, saas","BlackRock, General Atlantic, OpenView, H.I.G. Capital, OurCrowd, and Foundry Group",,B2B,,$191.7M,https://www.growjo.com/company/JumpCloud,https://www.indeed.com/jobs?q=company%3A(JumpCloud),39%,For Contact Direct Phone Numbers and Emails see Lead411
GrowGeneration,growgeneration.com,Denver,CO,United States,89,http://www.linkedin.com/company/growgeneration-corp,2008,Retail,1,170890000,1,"Agriculture,Physical Storage,Storage",Gotham Green Partners,,,,$247.8M,https://www.growjo.com/company/GrowGeneration,https://www.indeed.com/jobs?q=company%3A(GrowGeneration),59%,For Contact Direct Phone Numbers and Emails see Lead411
DispatchHealth,dispatchhealth.com,Denver,CO,United States,490,http://www.linkedin.com/company/dispatchhealth,2013,Medical Offices,2,132300000,109,"Consumer Services,Healthcare","Alta Partners, Questa Capital, Echo Health Venturesl",,B2B,1700000000,$403.2M,https://www.growjo.com/company/DispatchHealth,https://www.indeed.com/jobs?q=company%3A(DispatchHealth),81%,For Contact Direct Phone Numbers and Emails see Lead411
Strive Health,strivehealth.com,Denver,CO,United States,162,http://www.linkedin.com/company/strive-health,2018,Hospital/Healthcare,3,43740000,45,,,,,,$220M,https://www.growjo.com/company/Strive_Health,https://www.indeed.com/jobs?q=company%3A(Strive Health),212%,For Contact Direct Phone Numbers and Emails see Lead411
GetStream.io,getstream.io,Boulder,CO,United States,104,http://www.linkedin.com/company/getstream-io,2014,DevOps,21,9715000,8,"devops, saas",,,,,$58.1M,https://www.growjo.com/company/GetStream.io,https://www.indeed.com/jobs?q=company%3A(GetStream.io),197%,For Contact Direct Phone Numbers and Emails see Lead411
Stream,getstream.io,Boulder,CO,United States,104,http://www.linkedin.com/company/getstream,2015,DevOps,2,,8,"devops, saas",,,,,$58.1M,https://www.growjo.com/company/Stream,https://www.indeed.com/jobs?q=company%3A(Stream),197%,For Contact Direct Phone Numbers and Emails see Lead411
Spekit,spekit.co,Denver,CO,United States,62,http://www.linkedin.com/company/spekit,2018,Salestech,4,8990000,16,saas,,,,,$15.6M,https://www.growjo.com/company/Spekit,https://www.indeed.com/jobs?q=company%3A(Spekit),77%,For Contact Direct Phone Numbers and Emails see Lead411
Quantum Metric,quantummetric.com,Monument,CO,United States,272,http://www.linkedin.com/company/quantum-metric,2014,Tech Services,29,39440000,38,saas,"Insight Partners, Bain Capital Ventures",,,1000000000,$251M,https://www.growjo.com/company/Quantum_Metric,https://www.indeed.com/jobs?q=company%3A(Quantum Metric),52%,For Contact Direct Phone Numbers and Emails see Lead411
soona,soona.co,Denver,CO,United States,74,http://www.linkedin.com/company/soona,2018,Media,5,15170000,18,,,,,,$18.5M,https://www.growjo.com/company/soona,https://www.indeed.com/jobs?q=company%3A(soona),118%,For Contact Direct Phone Numbers and Emails see Lead411
