company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
MessageBird,messagebird.com,Amsterdam,NH,Netherlands,376,http://www.linkedin.com/company/messagebird-com,2011,Telecom,143,122200000,52,saas,"Y Combinator, Atomico, Accel",Y Combinator,,3000000000,$300.1M,https://www.growjo.com/company/MessageBird,https://www.indeed.com/jobs?q=company%3A(MessageBird),19%,For Contact Direct Phone Numbers and Emails see Lead411
Bit Fry Game Studios,bitfry.com,Portsmouth,NH,United States,64,http://www.linkedin.com/company/bitfry,2013,Gaming,58,12928000,1,,,,,,$4.3M,https://www.growjo.com/company/Bit_Fry_Game_Studios,https://www.indeed.com/jobs?q=company%3A(Bit Fry Game Studios),23%,For Contact Direct Phone Numbers and Emails see Lead411
Better Life Partners Inc.,betterlifepartners.com,Hanover,NH,,40,http://www.linkedin.com/company/better-life-partners-inc,2018,Hospital/Healthcare,299,10800000,1,,,,,,$11.8M,https://www.growjo.com/company/Better_Life_Partners_Inc.,https://www.indeed.com/jobs?q=company%3A(Better Life Partners Inc.),135%,For Contact Direct Phone Numbers and Emails see Lead411
Better Life Partners,betterlifepartners.com,Hanover,NH,United States,39,http://www.linkedin.com/company/better-life-partners,2018,Hospital/Healthcare,323,10530000,1,,,,,,$11.8M,https://www.growjo.com/company/Better_Life_Partners,https://www.indeed.com/jobs?q=company%3A(Better Life Partners),129%,For Contact Direct Phone Numbers and Emails see Lead411
Castor EDC,castoredc.com,Amsterdam,NH,Netherlands,126,http://www.linkedin.com/company/ciwit-b-v-,2011,Digital Health,670,34020000,1,saas,,,,,$19.4M,https://www.growjo.com/company/Castor_EDC,https://www.indeed.com/jobs?q=company%3A(Castor EDC),42%,For Contact Direct Phone Numbers and Emails see Lead411
Mollie,mollie.com,Amsterdam,NH,Netherlands,389,http://www.linkedin.com/company/molliepayments,2004,Fintech,830,50570000,23,"Internet, Payments",Technology Crossover Ventures,,,1000000000,€115M,https://www.growjo.com/company/Mollie,https://www.indeed.com/jobs?q=company%3A(Mollie),102%,For Contact Direct Phone Numbers and Emails see Lead411
EVBox,evbox.com,Amsterdam,NH,Netherlands,831,http://www.linkedin.com/company/evbox,2010,Automotive,875,274230000,35,,,,,,$15.1K,https://www.growjo.com/company/EVBox,https://www.indeed.com/jobs?q=company%3A(EVBox),32%,For Contact Direct Phone Numbers and Emails see Lead411
Vapotherm,vapotherm.com,Exeter,NH,United States,328,http://www.linkedin.com/company/vapotherm,1999,Medical Equip,1097,82328000,4,,,,,,$253.6M,https://www.growjo.com/company/Vapotherm,https://www.indeed.com/jobs?q=company%3A(Vapotherm),21%,For Contact Direct Phone Numbers and Emails see Lead411
ConvenientMD Urgent Care,convenientmd.com,Portsmouth,NH,United States,377,http://www.linkedin.com/company/convenientmd-urgent-care,2012,Hospital/Healthcare,1213,101790000,1,,,,,,,https://www.growjo.com/company/ConvenientMD_Urgent_Care,https://www.indeed.com/jobs?q=company%3A(ConvenientMD Urgent Care),60%,For Contact Direct Phone Numbers and Emails see Lead411
Segway,segway.com,Bedford,NH,United States,198,http://www.linkedin.com/company/segway,1999,Consumer,1550,49698000,1,,,,,,$167.8M,https://www.growjo.com/company/Segway,https://www.indeed.com/jobs?q=company%3A(Segway),3%,For Contact Direct Phone Numbers and Emails see Lead411
Merchants Fleet,merchantsfleet.com,Hooksett,NH,United States,388,http://www.linkedin.com/company/merchants-fleet,1962,Finance,1612,81480000,1,,,,,,$50M,https://www.growjo.com/company/Merchants_Fleet,https://www.indeed.com/jobs?q=company%3A(Merchants Fleet),4%,For Contact Direct Phone Numbers and Emails see Lead411
Dartmouth Investment and Philanthropy Program,dippnh.org,Hanover,NH,United States,94,http://www.linkedin.com/company/dippnh,2007,Investments,1880,21338000,1,,,,,,,https://www.growjo.com/company/Dartmouth_Investment_and_Philanthropy_Program,https://www.indeed.com/jobs?q=company%3A(Dartmouth Investment and Philanthropy Program),65%,For Contact Direct Phone Numbers and Emails see Lead411
PixelMEDIA,pxlm.co/22ya4de,Portsmouth,NH,United States,145,http://www.linkedin.com/company/pixelmedia,1994,Tech Services,2326,21025000,1,,,,,,,https://www.growjo.com/company/PixelMEDIA,https://www.indeed.com/jobs?q=company%3A(PixelMEDIA),54%,For Contact Direct Phone Numbers and Emails see Lead411
Patriot Group Global,patriotgrpinc.com,Conway,NH,United States,105,http://www.linkedin.com/company/patriot-usa,2005,Security,2908,18270000,1,,,,,,,https://www.growjo.com/company/Patriot_Group_Global,https://www.indeed.com/jobs?q=company%3A(Patriot Group Global),44%,For Contact Direct Phone Numbers and Emails see Lead411
