company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Circa Resort and Casino Las Vegas,circalasvegas.com,Las Vegas,NV,United States,242,http://www.linkedin.com/company/circa-resort-casino-las-vegas,2019,Hospitality,2,61468000,1,,,,,,,https://www.growjo.com/company/Circa_Resort_and_Casino_Las_Vegas,https://www.indeed.com/jobs?q=company%3A(Circa Resort and Casino Las Vegas),796%,For Contact Direct Phone Numbers and Emails see Lead411
Wrap Technologies,wraptechnologies.com,Las Vegas ,NV,United States,70,http://www.linkedin.com/company/wraptechnologiesinc,2016,Law,130,,1,,,,,,$12.6M,https://www.growjo.com/company/Wrap_Technologies,https://www.indeed.com/jobs?q=company%3A(Wrap Technologies),27%,For Contact Direct Phone Numbers and Emails see Lead411
Wardley Real Estate,wardleyre.com,Las Vegas,NV,United States,58,http://www.linkedin.com/company/wardleyrealestate,1970,Real Estate,309,,1,,,,,,,https://www.growjo.com/company/Wardley_Real_Estate,https://www.indeed.com/jobs?q=company%3A(Wardley Real Estate),205%,For Contact Direct Phone Numbers and Emails see Lead411
Ridgeline,ridgelineapps.com,Incline Village,NV,United States,238,http://www.linkedin.com/company/ridgelineapps,,Tech Services,321,34510000,1,,,,,,,https://www.growjo.com/company/Ridgeline,https://www.indeed.com/jobs?q=company%3A(Ridgeline),153%,For Contact Direct Phone Numbers and Emails see Lead411
Rio All-Suite Hotel & Casino Las Vegas,caesars.com,Las Vegas,NV,United States,148,http://www.linkedin.com/company/riolasvegas,1990,Casinos,463,,1,,,,,,$1.7B,https://www.growjo.com/company/Rio_All-Suite_Hotel_&_Casino_Las_Vegas,https://www.indeed.com/jobs?q=company%3A(Rio All-Suite Hotel & Casino Las Vegas),31%,For Contact Direct Phone Numbers and Emails see Lead411
Bet.Works,bet.works,Las Vegas,NV,United States,88,http://www.linkedin.com/company/betworks,2018,Casinos,523,,1,,,,,,,https://www.growjo.com/company/Bet.Works,https://www.indeed.com/jobs?q=company%3A(Bet.Works),126%,For Contact Direct Phone Numbers and Emails see Lead411
William Hill US,williamhill.com,Las Vegas,NV,United States,144,http://www.linkedin.com/company/william-hill-us,2012,Casinos,572,,1,,,,,,,https://www.growjo.com/company/William_Hill_US,https://www.indeed.com/jobs?q=company%3A(William Hill US),122%,For Contact Direct Phone Numbers and Emails see Lead411
Time Doctor,timedoctor.com,Las Vegas,NV,United States,107,http://www.linkedin.com/company/time-doctor,2010,ProductivityTech,603,15515000,1,saas,,,,,,https://www.growjo.com/company/Time_Doctor,https://www.indeed.com/jobs?q=company%3A(Time Doctor),118%,For Contact Direct Phone Numbers and Emails see Lead411
Sightline Payments,sightlinepayments.com,Las Vegas,NV,United States,61,http://www.linkedin.com/company/sightline-payments,2010,Finance,621,12810000,1,,,,,,$103.2M,https://www.growjo.com/company/Sightline_Payments,https://www.indeed.com/jobs?q=company%3A(Sightline Payments),45%,For Contact Direct Phone Numbers and Emails see Lead411
Plan A Technologies,planatechnologies.com,Las Vegas,NV,United States,48,http://www.linkedin.com/company/plan-a-tech,,Tech Services,949,6960000,1,,,,,,,https://www.growjo.com/company/Plan_A_Technologies,https://www.indeed.com/jobs?q=company%3A(Plan A Technologies),129%,For Contact Direct Phone Numbers and Emails see Lead411
