company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Misfits Market,misfitsmarket.com,Pennsauken,NJ,United States,142,http://www.linkedin.com/company/misfitsmarket,2018,Food,7,38340000,21,"Groceries, Sustainability","Accel, D1 Capita Partners, Greenoaks Capital Management",,,1100000000,$301.5M,https://www.growjo.com/company/Misfits_Market,https://www.indeed.com/jobs?q=company%3A(Misfits Market),89%,For Contact Direct Phone Numbers and Emails see Lead411
Momentum Solar,momentumsolar.com,Metuchen,NJ ,United States,740,http://www.linkedin.com/company/momentum-solar,2009,Environmental,4328,155400000,167,,Advantage Capital,,,,$4.1M,https://www.growjo.com/company/Momentum_Solar,https://www.indeed.com/jobs?q=company%3A(Momentum Solar),20%,For Contact Direct Phone Numbers and Emails see Lead411
OwnBackup,ownbackup.com,Fort Lee,NJ,United States,444,http://www.linkedin.com/company/ownbackup,2015,DevOps,8,44225000,79,"Data Storage,Enterprise Software,Information Security,Security,Storage, saas","Insight Partners, Salesforce Ventures, Vertex Ventures",,B2B,1400000000,$267.3M,https://www.growjo.com/company/OwnBackup,https://www.indeed.com/jobs?q=company%3A(OwnBackup),82%,For Contact Direct Phone Numbers and Emails see Lead411
CytoSorbents,cytosorbents.com,Monmouth Junction,NJ,United States,148,http://www.linkedin.com/company/cytosorbents,,Medical Equip,20,37148000,2,"Fitness and Wellness,Healthcare,Pharmaceuticals,Physical Security,Security",Bridge Bank,,,,$11.8M,https://www.growjo.com/company/CytoSorbents,https://www.indeed.com/jobs?q=company%3A(CytoSorbents),24%,For Contact Direct Phone Numbers and Emails see Lead411
The TOEFL test,ets.org,Princeton,NJ,United States,432,http://www.linkedin.com/company/the-toefl-r-test,,EdTech,29,77760000,2,saas,,,,,,https://www.growjo.com/company/The_TOEFL_test,https://www.indeed.com/jobs?q=company%3A(The TOEFL test),375%,For Contact Direct Phone Numbers and Emails see Lead411
Effectual,effectual.com,Hoboken,NJ,United States,127,http://www.linkedin.com/company/effectual-inc,2018,Tech Services,33,18415000,13,,,,,,,https://www.growjo.com/company/Effectual,https://www.indeed.com/jobs?q=company%3A(Effectual),98%,For Contact Direct Phone Numbers and Emails see Lead411
siParadigm Diagnostic Informatics,siparadigm.com,Pine Brook,NJ,United States,190,http://www.linkedin.com/company/siparadigm-diagnostics,2004,Medical Offices,74,51300000,2,,,,,,,https://www.growjo.com/company/siParadigm_Diagnostic_Informatics,https://www.indeed.com/jobs?q=company%3A(siParadigm Diagnostic Informatics),258%,For Contact Direct Phone Numbers and Emails see Lead411
AeroFarms,aerofarms.com,Newark,NJ,United States,130,http://www.linkedin.com/company/aerofarms,2004,Farming,69,,36,"Agriculture,Cleantech,E-Commerce,Food & Beverages",,,B2B,,$238M,https://www.growjo.com/company/AeroFarms,https://www.indeed.com/jobs?q=company%3A(AeroFarms),2%,For Contact Direct Phone Numbers and Emails see Lead411
Health Recovery Solutions,healthrecoverysolutions.com,Hoboken,NJ,United States,158,http://www.linkedin.com/company/health-recovery-solutions,2012,Digital Health,81,42660000,27,"Enterprise Software,Finance,Health It,Healthcare,Healthcare Providers,Human Resources Hr,Insurance,Mobile",,,B2B,,$87.1M,https://www.growjo.com/company/Health_Recovery_Solutions,https://www.indeed.com/jobs?q=company%3A(Health Recovery Solutions),76%,For Contact Direct Phone Numbers and Emails see Lead411
United E&C,ueci.com,Piscataway,NJ,United States,111,http://www.linkedin.com/company/ueci,,Construction,77,32190000,1,,,,,,,https://www.growjo.com/company/United_E&C,https://www.indeed.com/jobs?q=company%3A(United E&C),236%,For Contact Direct Phone Numbers and Emails see Lead411
Nuvolo,nuvolo.com,Paramus,NJ,United States,297,http://www.linkedin.com/company/nuvolo,2013,Tech Services,131,43065000,89,"saas, Business Process Management,Data Storage,Healthcare,Professional Services,Software Development,Storage",GE Ventures,,B2B,,$55.5M,https://www.growjo.com/company/Nuvolo,https://www.indeed.com/jobs?q=company%3A(Nuvolo),29%,For Contact Direct Phone Numbers and Emails see Lead411
DriveWealth Holdings,drivewealth.com,Chatham,NJ,United States,125,http://www.linkedin.com/company/drivewealth,,Fintech,135,26250000,14,"Financial Services, Personal Finance, Financial Technology",,,,,$100.8M,https://www.growjo.com/company/DriveWealth_Holdings,https://www.indeed.com/jobs?q=company%3A(DriveWealth Holdings),102%,For Contact Direct Phone Numbers and Emails see Lead411
Vision Solar,visionsolarllc.com,Blackwood,NJ,United States,65,http://www.linkedin.com/company/visionsolar,2018,Environmental,150,13650000,1,,,,,,$253M,https://www.growjo.com/company/Vision_Solar,https://www.indeed.com/jobs?q=company%3A(Vision Solar),20%,For Contact Direct Phone Numbers and Emails see Lead411
