company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Cohere Health,coherehealth.com,Boston,MA,United States,135,http://www.linkedin.com/company/coherehealth,2019,Digital Health,1,9715000,41,saas,,,,,$56.1M,https://www.growjo.com/company/Cohere_Health,https://www.indeed.com/jobs?q=company%3A(Cohere Health),543%,For Contact Direct Phone Numbers and Emails see Lead411
Thrasio,thras.io,Walpole,MA,United States,563,http://www.linkedin.com/company/thrasio,2018,eCommerce,2,68100000,169,,"Upper90, RiverPark Ventures, Advent International",,,1000000000,$1.7B,https://www.growjo.com/company/Thrasio,https://www.indeed.com/jobs?q=company%3A(Thrasio),250%,For Contact Direct Phone Numbers and Emails see Lead411
RAMP,ramp.com,Boston,MA,United States,92,,2006,Networking,3,,21,saas,"D1 Capital Partners, Stripe, Coatue Management",,,1600000000,$320M,https://www.growjo.com/company/RAMP,https://www.indeed.com/jobs?q=company%3A(RAMP),188%,For Contact Direct Phone Numbers and Emails see Lead411
Starburst,starburstdata.com,Boston,MA,United States,254,http://www.linkedin.com/company/starburstdata,2017,Analytics,4,22620000,56,saas,"Index Ventures, Coatue Management, Andreessen Horowitz",,,1200000000,$164M,https://www.growjo.com/company/Starburst,https://www.indeed.com/jobs?q=company%3A(Starburst),185%,For Contact Direct Phone Numbers and Emails see Lead411
EQRx,eqrx.com,Cambridge,MA,United States,126,http://www.linkedin.com/company/eqrx,,Digital Health,5,29748000,38,,"Nextech Invest, Casdin Capital, Google Ventures",,,1230000000,$700M,https://www.growjo.com/company/EQRx,https://www.indeed.com/jobs?q=company%3A(EQRx),350%,For Contact Direct Phone Numbers and Emails see Lead411
Superpedestrian,superpedestrian.com,Cambridge,MA,United States,136,http://www.linkedin.com/company/superpedestrian-inc-,2013,Robotics,6,17395000,41,"Hardware, Consumer Electronics, Transportation, Bicycles",,,,,$136.7M,https://www.growjo.com/company/Superpedestrian,https://www.indeed.com/jobs?q=company%3A(Superpedestrian),189%,For Contact Direct Phone Numbers and Emails see Lead411
Globalization Partners,globalization-partners.com,Boston,MA,United States,370,http://www.linkedin.com/company/globalization-partners,2012,HRTech,7,53667000,108,saas,,,,,$150M,https://www.growjo.com/company/Globalization_Partners,https://www.indeed.com/jobs?q=company%3A(Globalization Partners),71%,For Contact Direct Phone Numbers and Emails see Lead411
Monte Rosa Therapeutics,monterosatx.com,Boston,MA,United States,61,http://www.linkedin.com/company/monte-rosa-therapeutics,,Biotech,8,9455000,16,,,,,,$223.5M,https://www.growjo.com/company/Monte_Rosa_Therapeutics,https://www.indeed.com/jobs?q=company%3A(Monte Rosa Therapeutics),281%,For Contact Direct Phone Numbers and Emails see Lead411
Corvus Insurance,corvusinsurance.com,Boston,MA,United States,151,http://www.linkedin.com/company/corvusinsurance,2017,Fintech,9,19630000,45,"Machine Learning, Finance, Insurance, Insurance Companies, Property And Casualty Insurance Companies, Insurtech, Artificial Intelligence / Machine Learning",,,,,$145.8M,https://www.growjo.com/company/Corvus_Insurance,https://www.indeed.com/jobs?q=company%3A(Corvus Insurance),122%,For Contact Direct Phone Numbers and Emails see Lead411
Commonwealth Fusion Systems,cfs.energy,Cambridge,MA,United States,152,http://www.linkedin.com/company/commonwealth-fusion-systems,2017,Research,10,15504000,17,"Energy, Clean Energy, Solar, Renewable Energies, Electrical Distribution",,,,,$199M,https://www.growjo.com/company/Commonwealth_Fusion_Systems,https://www.indeed.com/jobs?q=company%3A(Commonwealth Fusion Systems),149%,For Contact Direct Phone Numbers and Emails see Lead411
