company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Detect,detectnow.com,Guilford,CT,United States,92,http://www.linkedin.com/company/detecttest,2017,Biotech,9,14260000,28,,,,,,,https://www.growjo.com/company/Detect,https://www.indeed.com/jobs?q=company%3A(Detect),411%,For Contact Direct Phone Numbers and Emails see Lead411
Hyperfine,hyperfine.io,Guilford,CT,United States,67,http://www.linkedin.com/company/hyperfine-research-inc-,2014,Medical Equip,49,16817000,20,,,,,,$90M,https://www.growjo.com/company/Hyperfine,https://www.indeed.com/jobs?q=company%3A(Hyperfine),56%,For Contact Direct Phone Numbers and Emails see Lead411
Urban Air Orange,urbanairtrampolinepark.com,Orange,CT,United States,60,http://www.linkedin.com/company/urban-air-orange,,Entertainment,59,12300000,1,,,,,,,https://www.growjo.com/company/Urban_Air_Orange,https://www.indeed.com/jobs?q=company%3A(Urban Air Orange),150%,For Contact Direct Phone Numbers and Emails see Lead411
IsoPlexis,isoplexis.com,Branford,CT,United States,284,http://www.linkedin.com/company/isoplexis-inc-,2013,Biotech,62,44020000,61,"Biotechnology,Healthcare,Pharmaceuticals",Spring Mountain Capital,,B2B,,$203.5M,https://www.growjo.com/company/IsoPlexis,https://www.indeed.com/jobs?q=company%3A(IsoPlexis),101%,For Contact Direct Phone Numbers and Emails see Lead411
PursueCare,pursuecare.com,Middletown,CT,,41,http://www.linkedin.com/company/pursuecare,2018,Hospital/Healthcare,147,11070000,1,,,,,,$12.8M,https://www.growjo.com/company/PursueCare,https://www.indeed.com/jobs?q=company%3A(PursueCare),116%,For Contact Direct Phone Numbers and Emails see Lead411
Cedar Gate Technologies,cedargate.com,Greenwich,CT,United States,150,http://www.linkedin.com/company/cedar-gate,2014,Hospital/Healthcare,136,40500000,7,,Ascension Health Ventures,,,,,https://www.growjo.com/company/Cedar_Gate_Technologies,https://www.indeed.com/jobs?q=company%3A(Cedar Gate Technologies),21%,For Contact Direct Phone Numbers and Emails see Lead411
ReneSola Ltd.,renesolapower.com,Stamford,CT,United States,749,http://www.linkedin.com/company/renesola-ltd-,2005,Environmental,180,157290000,1,,,,,,$255.4M,https://www.growjo.com/company/ReneSola_Ltd.,https://www.indeed.com/jobs?q=company%3A(ReneSola Ltd.),2%,For Contact Direct Phone Numbers and Emails see Lead411
TriRx Pharmaceutical Services,trirx.com,Norwalk,CT,United States,108,http://www.linkedin.com/company/trirx,,Pharma,297,21708000,1,,,,,,,https://www.growjo.com/company/TriRx_Pharmaceutical_Services,https://www.indeed.com/jobs?q=company%3A(TriRx Pharmaceutical Services),157%,For Contact Direct Phone Numbers and Emails see Lead411
Biohaven Pharmaceuticals,biohavenpharma.com,New Haven,CT,United States,863,http://www.linkedin.com/company/biohaven-pharmaceuticals-inc,2014,Biotech,385,133765000,1,,"Goldman Sachs & Co. LLC, Piper Jaffray & Co.",,,,$443.7M,https://www.growjo.com/company/Biohaven_Pharmaceuticals,https://www.indeed.com/jobs?q=company%3A(Biohaven Pharmaceuticals),10%,For Contact Direct Phone Numbers and Emails see Lead411
HPOne,hpone.com,Trumbull,CT,United States,626,http://www.linkedin.com/company/hpone,2006,Insurance,412,137720000,35,"Finance,Insurance",,,B2B,,,https://www.growjo.com/company/HPOne,https://www.indeed.com/jobs?q=company%3A(HPOne),17%,For Contact Direct Phone Numbers and Emails see Lead411
Commonfund,commonfund.org,Wilton,CT,United States,167,http://www.linkedin.com/company/commonfund,1971,Investments,442,37909000,3,,,,,,,https://www.growjo.com/company/Commonfund,https://www.indeed.com/jobs?q=company%3A(Commonfund),3%,For Contact Direct Phone Numbers and Emails see Lead411
Point Pickup,pointpickup.com,Greenwich,CT,,198,http://www.linkedin.com/company/point-pick-up,2015,Consumer,230,49698000,1,"Consumer Goods, Business Services",,,,,,https://www.growjo.com/company/Point_Pickup,https://www.indeed.com/jobs?q=company%3A(Point Pickup),130%,For Contact Direct Phone Numbers and Emails see Lead411
Danbury Mission Technologies,dmtllc.org,Danbury,CT,United States,124,http://www.linkedin.com/company/danbury-mission-technologies,,Defense,528,38192000,1,,,,,,,https://www.growjo.com/company/Danbury_Mission_Technologies,https://www.indeed.com/jobs?q=company%3A(Danbury Mission Technologies),125%,For Contact Direct Phone Numbers and Emails see Lead411
TsÅ«,tsusocial.com,Norwalk,CT,,46,http://www.linkedin.com/company/tsu-social,2019,Tech Services,550,6670000,1,,,,,,$19M,https://www.growjo.com/company/TsÅ«,https://www.indeed.com/jobs?q=company%3A(TsÅ«),92%,For Contact Direct Phone Numbers and Emails see Lead411
TapestryHealth,tapestrytelehealth.com,Stratford,CT,,35,http://www.linkedin.com/company/tapestry-telehealth,2017,Hospital/Healthcare,266,9450000,1,,,,,,,https://www.growjo.com/company/TapestryHealth,https://www.indeed.com/jobs?q=company%3A(TapestryHealth),84%,For Contact Direct Phone Numbers and Emails see Lead411
1touch.io,1touch.io,Stamford,CT,United States,62,http://www.linkedin.com/company/1touch-io,2017,Tech Services,272,8990000,1,,,,,,$14M,https://www.growjo.com/company/1touch.io,https://www.indeed.com/jobs?q=company%3A(1touch.io),44%,For Contact Direct Phone Numbers and Emails see Lead411
Knocking,knocking.com,CT,CT,United States,45,http://www.linkedin.com/company/knocking,2017,Media,669,9225000,1,,,,,,,https://www.growjo.com/company/Knocking,https://www.indeed.com/jobs?q=company%3A(Knocking),150%,For Contact Direct Phone Numbers and Emails see Lead411
TigerRisk Partners,tigerrisk.com,Stamford,CT,United States,230,http://www.linkedin.com/company/tigerrisk-partners,2008,Insurance,336,50600000,1,,,,,,,https://www.growjo.com/company/TigerRisk_Partners,https://www.indeed.com/jobs?q=company%3A(TigerRisk Partners),28%,For Contact Direct Phone Numbers and Emails see Lead411
LOXO Oncology,loxooncology.com,Stamford,CT,United States,327,http://www.linkedin.com/company/loxo-oncology-inc-,2013,Pharma,343,65727000,6,"Biotechnology,Healthcare,Pharmaceuticals",Morgan Stanley,,B2B,,$57M,https://www.growjo.com/company/LOXO_Oncology,https://www.indeed.com/jobs?q=company%3A(LOXO Oncology),101%,For Contact Direct Phone Numbers and Emails see Lead411
