company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Jushi Holdings Inc.,jushico.com,Boca Raton,FL,United States,870,http://www.linkedin.com/company/jushi-inc,2018,Cannabis,1,37530000,42,Jushi,,,,,$207.4M,https://www.growjo.com/company/Jushi_Holdings_Inc.,https://www.indeed.com/jobs?q=company%3A(Jushi Holdings Inc.),1092%,For Contact Direct Phone Numbers and Emails see Lead411
Papa,joinpapa.com,Miami,FL,United States,215,http://www.linkedin.com/company/joinpapa,2017,Digital Health,2,23925000,13,"health, saas",,,,,$91.2M,https://www.growjo.com/company/Papa,https://www.indeed.com/jobs?q=company%3A(Papa),69%,For Contact Direct Phone Numbers and Emails see Lead411
Path Light Pro,pathlightpro.com,Winter Springs,FL,United States,62,http://www.linkedin.com/company/path-light-pro,2020,Environmental,1,13020000,1,,,,,,,https://www.growjo.com/company/Path_Light_Pro,https://www.indeed.com/jobs?q=company%3A(Path Light Pro),288%,For Contact Direct Phone Numbers and Emails see Lead411
ShipMonk,shipmonk.com,Fort Lauderdale,FL,United States,306,http://www.linkedin.com/company/shipmonk,2014,Logistics,3,93330000,10,"saas, 3PL, third-party logistics, order fulfillment, eCommerce order fulfillment, outsourcing","SJF Ventures, Grotech Ventures, and Supply Chain Ventures",,B2b,,$365M,https://www.growjo.com/company/ShipMonk,https://www.indeed.com/jobs?q=company%3A(ShipMonk),78%,For Contact Direct Phone Numbers and Emails see Lead411
My Eyelab,myeyelab.com,Coral Springs,FL,United States,160,http://www.linkedin.com/company/myeyelab,2013,Retail,4,36320000,10,,,,,,,https://www.growjo.com/company/My_Eyelab,https://www.indeed.com/jobs?q=company%3A(My Eyelab),22%,For Contact Direct Phone Numbers and Emails see Lead411
AmeriLife,amerilife.com,Clearwater,FL,United States,751,http://www.linkedin.com/company/amerilife,1971,Insurance,1,165220000,4,,,,,,$395M,https://www.growjo.com/company/AmeriLife,https://www.indeed.com/jobs?q=company%3A(AmeriLife),15%,For Contact Direct Phone Numbers and Emails see Lead411
Trulieve,trulieve.com,Tallahassee,FL,United States,881,http://www.linkedin.com/company/trulieve,,Medical,72,,15,,,,,,$60M,https://www.growjo.com/company/Trulieve,https://www.indeed.com/jobs?q=company%3A(Trulieve),34%,For Contact Direct Phone Numbers and Emails see Lead411
OneRail,onerail.io,Orlando,FL,,41,http://www.linkedin.com/company/onerail-finalmile,2018,Logistics,2,12505000,12,,,,,,$12.5M,https://www.growjo.com/company/OneRail,https://www.indeed.com/jobs?q=company%3A(OneRail),95%,For Contact Direct Phone Numbers and Emails see Lead411
Digital Colony,digitalcolony.com,Boca Raton,FL,United States,79,http://www.linkedin.com/company/digital-colony,2018,Investments,5,17933000,1,,,,,,,https://www.growjo.com/company/Digital_Colony,https://www.indeed.com/jobs?q=company%3A(Digital Colony),46%,For Contact Direct Phone Numbers and Emails see Lead411
springbig,springbig.com,Boca Raton,FL,United States,118,http://www.linkedin.com/company/springbig-inc-,2012,Cannabis,6,31860000,22,"cannabis, saas",,,,,$19.7M,https://www.growjo.com/company/springbig,https://www.indeed.com/jobs?q=company%3A(springbig),107%,For Contact Direct Phone Numbers and Emails see Lead411
