company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Palmetto,palmetto.com,Charleston,SC,United States,302,http://www.linkedin.com/company/palmetto%E2%84%A2,2009,Environmental,267,63420000,6,,,,,,$63.3M,https://www.growjo.com/company/Palmetto,https://www.indeed.com/jobs?q=company%3A(Palmetto),96%,For Contact Direct Phone Numbers and Emails see Lead411
ChartSpan Medical Technologies,chartspan.com,Greenville,SC,United States,106,http://www.linkedin.com/company/chartspan-medical-technologies,2012,Digital Health,273,28620000,1,"Healthcare,Healthcare Providers,Medical Devices,Mobile",Cypress Growth Capital,,B2C,,$37.2M,https://www.growjo.com/company/ChartSpan_Medical_Technologies,https://www.indeed.com/jobs?q=company%3A(ChartSpan Medical Technologies),4%,For Contact Direct Phone Numbers and Emails see Lead411
International Youth Neuroscience Association,youthneuro.org,Fort Mill,SC,United States,154,http://www.linkedin.com/company/youthneuro,2016,Philanthropy,2,,1,,,,,,,https://www.growjo.com/company/International_Youth_Neuroscience_Association,https://www.indeed.com/jobs?q=company%3A(International Youth Neuroscience Association),161%,For Contact Direct Phone Numbers and Emails see Lead411
Palmetto,palmetto.com,Charleston,SC,United States,289,http://www.linkedin.com/company/palmettosolar,2010,Environmental,278,60690000,6,,,,,,$63.3M,https://www.growjo.com/company/Palmetto,https://www.indeed.com/jobs?q=company%3A(Palmetto),88%,For Contact Direct Phone Numbers and Emails see Lead411
Refuel Operating Company,refuelmarket.com,Charleston,SC,United States,65,http://www.linkedin.com/company/refuel-operating-company-llc,2008,Retail,317,14755000,1,,,,,,,https://www.growjo.com/company/Refuel_Operating_Company,https://www.indeed.com/jobs?q=company%3A(Refuel Operating Company),124%,For Contact Direct Phone Numbers and Emails see Lead411
AccessOne,accessonemedcard.com,Fort Mill,SC,United States,133,http://www.linkedin.com/company/accessone,2002,Hospital/Healthcare,424,35910000,2,,Echo Health Ventures,,,,$225M,https://www.growjo.com/company/AccessOne,https://www.indeed.com/jobs?q=company%3A(AccessOne),6%,For Contact Direct Phone Numbers and Emails see Lead411
Alpha Genesis,alphagenesisinc.com,Yemassee,SC,United States,48,http://www.linkedin.com/company/alpha-genesis-inc.,2003,Biotech,450,7440000,1,,,,,,$24.9M,https://www.growjo.com/company/Alpha_Genesis,https://www.indeed.com/jobs?q=company%3A(Alpha Genesis),17%,For Contact Direct Phone Numbers and Emails see Lead411
Mailprotector,mailprotector.com,Greenville,SC,,32,http://www.linkedin.com/company/mailprotector,1999,IT Security,502,6528000,1,,,,,,$5M,https://www.growjo.com/company/Mailprotector,https://www.indeed.com/jobs?q=company%3A(Mailprotector),39%,For Contact Direct Phone Numbers and Emails see Lead411
Vikor Scientific,vikorscientific.com,Charleston,SC,United States,251,http://www.linkedin.com/company/vikor-scientific,2018,Biotech,681,38905000,1,,,,,,,https://www.growjo.com/company/Vikor_Scientific,https://www.indeed.com/jobs?q=company%3A(Vikor Scientific),113%,For Contact Direct Phone Numbers and Emails see Lead411
98 Ventures,98ventures.com,Greenville,SC,United States,87,http://www.linkedin.com/company/98-ventures,2019,Executive,1008,,1,,,,,,,https://www.growjo.com/company/98_Ventures,https://www.indeed.com/jobs?q=company%3A(98 Ventures),64%,For Contact Direct Phone Numbers and Emails see Lead411
ZVerse,zverse.com,West Columbia,SC,United States,60,http://www.linkedin.com/company/zverse,2013,Tech Services,1119,8700000,1,saas,,,,,$5M,https://www.growjo.com/company/ZVerse,https://www.indeed.com/jobs?q=company%3A(ZVerse),88%,For Contact Direct Phone Numbers and Emails see Lead411
GoodUnited,goodunited.io,Charleston,SC,United States,50,http://www.linkedin.com/company/goodunited,2014,Tech Services,1135,7250000,1,,,,,,,https://www.growjo.com/company/GoodUnited,https://www.indeed.com/jobs?q=company%3A(GoodUnited),117%,For Contact Direct Phone Numbers and Emails see Lead411
UNITS Moving & Portable Storage.,unitsstorage.com,Johns Island,SC,United States,46,http://www.linkedin.com/company/units-moving-and-portable-storage-inc-,2005,Consumer,1227,11546000,1,,,,,,,https://www.growjo.com/company/UNITS_Moving_&_Portable_Storage.,https://www.indeed.com/jobs?q=company%3A(UNITS Moving & Portable Storage.),84%,For Contact Direct Phone Numbers and Emails see Lead411
Industrial Network Group,industrialnetworkgroup.com,Spartanburg ,SC,United States,72,http://www.linkedin.com/company/industrialnetworkgroup,2015,Think Tanks,1613,,1,,,,,,,https://www.growjo.com/company/Industrial_Network_Group,https://www.indeed.com/jobs?q=company%3A(Industrial Network Group),71%,For Contact Direct Phone Numbers and Emails see Lead411
Synergi Partners,synergipartners.com,Florence,SC,United States,119,http://www.linkedin.com/company/synergi-partners,2018,Consulting,1785,8800000,1,,,,,,,https://www.growjo.com/company/Synergi_Partners,https://www.indeed.com/jobs?q=company%3A(Synergi Partners),68%,For Contact Direct Phone Numbers and Emails see Lead411
Capital Waste Services,capwasteservices.com,Columbia,SC,United States,30,http://www.linkedin.com/company/capital-waste-services,2015,Environmental,2051,6300000,1,,,,,,,https://www.growjo.com/company/Capital_Waste_Services,https://www.indeed.com/jobs?q=company%3A(Capital Waste Services),67%,For Contact Direct Phone Numbers and Emails see Lead411
Comporium Communications,comporium.com,Rock Hill,SC,United States,677,http://www.linkedin.com/company/comporium-communications,1894,Telecom,2112,220025000,1,saas,,,,,,https://www.growjo.com/company/Comporium_Communications,https://www.indeed.com/jobs?q=company%3A(Comporium Communications),1%,For Contact Direct Phone Numbers and Emails see Lead411
Job Impulse,job-impulse.us,Greenville,SC,United States,30,http://www.linkedin.com/company/job-impulse-inc,2013,HR,2171,6030000,1,,,,,,,https://www.growjo.com/company/Job_Impulse,https://www.indeed.com/jobs?q=company%3A(Job Impulse),76%,For Contact Direct Phone Numbers and Emails see Lead411
Boiler Tube Company of America (BTA),babcockpower.com,Lyman,SC,United States,53,http://www.linkedin.com/company/boiler-tube,1918,Energy/Oil,2214,12985000,1,,,,,,,https://www.growjo.com/company/Boiler_Tube_Company_of_America_(BTA),https://www.indeed.com/jobs?q=company%3A(Boiler Tube Company of America (BTA)),77%,For Contact Direct Phone Numbers and Emails see Lead411
NannyPod - Sitters & Nannies,nannypod.com,Mount Pleasant,SC,United States,37,http://www.linkedin.com/company/nannypod,2014,Real Estate Tech,2529,,1,,,,,,,https://www.growjo.com/company/NannyPod_-_Sitters_&_Nannies,https://www.indeed.com/jobs?q=company%3A(NannyPod - Sitters & Nannies),68%,For Contact Direct Phone Numbers and Emails see Lead411
AMAROK Security,AMAROK.com,Columbia,SC,United States,130,http://www.linkedin.com/company/amarok-security,1973,Security,2696,22620000,1,,,,,,,https://www.growjo.com/company/AMAROK_Security,https://www.indeed.com/jobs?q=company%3A(AMAROK Security),48%,For Contact Direct Phone Numbers and Emails see Lead411
W International,winternational.net,Goose Creek,SC,United States,100,http://www.linkedin.com/company/w-international-llc,2013,Defense,2719,30800000,1,,,,,,,https://www.growjo.com/company/W_International,https://www.indeed.com/jobs?q=company%3A(W International),47%,For Contact Direct Phone Numbers and Emails see Lead411
Coroplast Tape Corporation,coroplast-tape.com,Rock Hill,SC,United States,35,http://www.linkedin.com/company/coroplasttape,2014,Automotive,2939,11550000,1,,,,,,,https://www.growjo.com/company/Coroplast_Tape_Corporation,https://www.indeed.com/jobs?q=company%3A(Coroplast Tape Corporation),59%,For Contact Direct Phone Numbers and Emails see Lead411
Sands Investment Group,signnn.com,Mount Pleasant,SC,United States,119,http://www.linkedin.com/company/sands-investment-group,,Real Estate,2958,,9,,,,,,,https://www.growjo.com/company/Sands_Investment_Group,https://www.indeed.com/jobs?q=company%3A(Sands Investment Group),37%,For Contact Direct Phone Numbers and Emails see Lead411
Savannah River Remediation,srremediation.com,Aiken,SC,United States,369,http://www.linkedin.com/company/savannah-river-remediation,,Environmental,3155,77490000,1,,,,,,,https://www.growjo.com/company/Savannah_River_Remediation,https://www.indeed.com/jobs?q=company%3A(Savannah River Remediation),42%,For Contact Direct Phone Numbers and Emails see Lead411
Premier Medical Laboratory Services,premedinc.com,Greenville,SC,United States,83,http://www.linkedin.com/company/premier-medical-laboratory-services,2007,Biotech,3274,12865000,1,,,,,,,https://www.growjo.com/company/Premier_Medical_Laboratory_Services,https://www.indeed.com/jobs?q=company%3A(Premier Medical Laboratory Services),38%,For Contact Direct Phone Numbers and Emails see Lead411
Jadex Inc.,jadexinc.com,Greer,SC,United States,60,http://www.linkedin.com/company/jadex-inc,,Plastics,3434,,1,,,,,,,https://www.growjo.com/company/Jadex_Inc.,https://www.indeed.com/jobs?q=company%3A(Jadex Inc.),36%,For Contact Direct Phone Numbers and Emails see Lead411
Alltrista Plastics,jadexinc.com,Greer,SC,United States,141,http://www.linkedin.com/company/alltristaplasticsllc,1973,Plastics,3468,,1,,,,,,,https://www.growjo.com/company/Alltrista_Plastics,https://www.indeed.com/jobs?q=company%3A(Alltrista Plastics),37%,For Contact Direct Phone Numbers and Emails see Lead411
Unique USA Inc.,uniqueloom.com,Fort Mill,SC,United States,80,http://www.linkedin.com/company/unique-usa-inc.,,Wholesale,3545,,1,,,,,,,https://www.growjo.com/company/Unique_USA_Inc.,https://www.indeed.com/jobs?q=company%3A(Unique USA Inc.),36%,For Contact Direct Phone Numbers and Emails see Lead411
First Palmetto Bank,firstpalmetto.com,Camden,SC,United States,88,http://www.linkedin.com/company/first-palmetto-bank,1904,Banking,3582,18480000,1,,,,,,,https://www.growjo.com/company/First_Palmetto_Bank,https://www.indeed.com/jobs?q=company%3A(First Palmetto Bank),35%,For Contact Direct Phone Numbers and Emails see Lead411
LifeMade Products,lifemadeproducts.com,Greer,SC,United States,44,http://www.linkedin.com/company/lifemade-products-llc,2020,Packaging,3804,,1,,,,,,,https://www.growjo.com/company/LifeMade_Products,https://www.indeed.com/jobs?q=company%3A(LifeMade Products),47%,For Contact Direct Phone Numbers and Emails see Lead411
Southwark Metal Mfg. Co.,southwarkmetal.com,Piedmont,SC,United States,145,http://www.linkedin.com/company/southwark-metal-mfg.-co.,1946,Materials,3879,46545000,1,,,,,,,https://www.growjo.com/company/Southwark_Metal_Mfg._Co.,https://www.indeed.com/jobs?q=company%3A(Southwark Metal Mfg. Co.),33%,For Contact Direct Phone Numbers and Emails see Lead411
Excel Real Estate,excelrealestatesc.com,Columbia,SC,United States,57,http://www.linkedin.com/company/excel-real-estatesc-llc,2017,Real Estate,3884,,1,,,,,,,https://www.growjo.com/company/Excel_Real_Estate,https://www.indeed.com/jobs?q=company%3A(Excel Real Estate),46%,For Contact Direct Phone Numbers and Emails see Lead411
Beaufort-Jasper Water & Sewer Authority,bjwsa.org,Okatie,SC,United States,62,http://www.linkedin.com/company/beaufort-jasper-water-sewer-authority,1954,Utilities,3888,13640000,1,,,,,,,https://www.growjo.com/company/Beaufort-Jasper_Water_&_Sewer_Authority,https://www.indeed.com/jobs?q=company%3A(Beaufort-Jasper Water & Sewer Authority),32%,For Contact Direct Phone Numbers and Emails see Lead411
SC House Calls,schousecalls.com,West Columbia,SC,United States,91,http://www.linkedin.com/company/sc-house-calls,2014,Hospital/Healthcare,3955,24570000,1,,,,,,,https://www.growjo.com/company/SC_House_Calls,https://www.indeed.com/jobs?q=company%3A(SC House Calls),32%,For Contact Direct Phone Numbers and Emails see Lead411
PenServ Plan Services,penserv.com,Columbia,SC,United States,63,http://www.linkedin.com/company/penserv-plan-services,1986,Finance,4278,13230000,1,Finance,,,,,,https://www.growjo.com/company/PenServ_Plan_Services,https://www.indeed.com/jobs?q=company%3A(PenServ Plan Services),29%,For Contact Direct Phone Numbers and Emails see Lead411
UST Select,ustselect.com,Greenville,SC,United States,45,http://www.linkedin.com/company/ust-select,2019,Logistics,4351,13725000,1,,,,,,,https://www.growjo.com/company/UST_Select,https://www.indeed.com/jobs?q=company%3A(UST Select),41%,For Contact Direct Phone Numbers and Emails see Lead411
Crunchy Data Solutions,crunchydata.com,Charleston,SC,United States,77,http://www.linkedin.com/company/crunchy-data-solutions-inc-,2012,Tech Services,4376,11165000,9,"Information Security,Physical Security,Security",,,B2B,,,https://www.growjo.com/company/Crunchy_Data_Solutions,https://www.indeed.com/jobs?q=company%3A(Crunchy Data Solutions),18%,For Contact Direct Phone Numbers and Emails see Lead411
Charleston Hospitality Group,charlestonhospitalitygroup.com,Charleston,SC,United States,56,http://www.linkedin.com/company/charleston-hospitality-group,2008,Restaurants,4451,9800000,1,,,,,,,https://www.growjo.com/company/Charleston_Hospitality_Group,https://www.indeed.com/jobs?q=company%3A(Charleston Hospitality Group),40%,For Contact Direct Phone Numbers and Emails see Lead411
