company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Pie Insurance,pieinsurance.com,Washington,DC,United States,262,http://www.linkedin.com/company/pieinsurance,2017,Fintech,7,57640000,24,"Small and Medium Businesses, Insurance, Finance Technology, Fin Tech, Insurtech",,,,,$306M,https://www.growjo.com/company/Pie_Insurance,https://www.indeed.com/jobs?q=company%3A(Pie Insurance),57%,For Contact Direct Phone Numbers and Emails see Lead411
Steward Partners Global Advisory,stewardpartners.com,Washington,DC,United States,246,http://www.linkedin.com/company/steward-partners-global-advisory,2013,Finance,17,51660000,3,,,,,,$4.9M,https://www.growjo.com/company/Steward_Partners_Global_Advisory,https://www.indeed.com/jobs?q=company%3A(Steward Partners Global Advisory),10%,For Contact Direct Phone Numbers and Emails see Lead411
MPOWER Financing,mpowerfinancing.com,Washington,DC,United States,79,http://www.linkedin.com/company/mpower-financing,2014,Fintech,24,10270000,24,"Financial Services, Finance, Finance Technology, Higher Education, Education Technology",,,,,$270M,https://www.growjo.com/company/MPOWER_Financing,https://www.indeed.com/jobs?q=company%3A(MPOWER Financing),-2%,For Contact Direct Phone Numbers and Emails see Lead411
Morning Consult,morningconsult.com,Washington,DC,United States,314,http://www.linkedin.com/company/morning-consult,2013,Martech,34,45530000,22,SaaS,,,,,$31M,https://www.growjo.com/company/Morning_Consult,https://www.indeed.com/jobs?q=company%3A(Morning Consult),88%,For Contact Direct Phone Numbers and Emails see Lead411
Socially Determined,sociallydetermined.com,Washington,DC,United States,44,http://www.linkedin.com/company/socially-determined,2017,Digital Health,35,11880000,1,"Healthcare, Predictive Analytics",,,,,$11.1M,https://www.growjo.com/company/Socially_Determined,https://www.indeed.com/jobs?q=company%3A(Socially Determined),52%,For Contact Direct Phone Numbers and Emails see Lead411
Kit Check,kitcheck.com,Washington,DC,United States,198,http://www.linkedin.com/company/kit-check,,Digital Health,36,53460000,1,"Healthcare, Health Care Information Technology, Hospitals",,,,,$42.9M,https://www.growjo.com/company/Kit_Check,https://www.indeed.com/jobs?q=company%3A(Kit Check),157%,For Contact Direct Phone Numbers and Emails see Lead411
GlobalWonks,globalwonks.com,Washington,DC,United States,235,http://www.linkedin.com/company/globalwonks,2017,Trade,39,,1,SaaS,,,,,$3.2M,https://www.growjo.com/company/GlobalWonks,https://www.indeed.com/jobs?q=company%3A(GlobalWonks),65%,For Contact Direct Phone Numbers and Emails see Lead411
Tritility - Business Energy Consultants,tritility.com,Washington,DC,United Kingdom,63,http://www.linkedin.com/company/tritility,2018,Utilities,41,13860000,1,,,,,,,https://www.growjo.com/company/Tritility_-_Business_Energy_Consultants,https://www.indeed.com/jobs?q=company%3A(Tritility - Business Energy Consultants),133%,For Contact Direct Phone Numbers and Emails see Lead411
Ordway billing and revenue automation,ordwaylabs.com,Washington,DC,United States,56,http://www.linkedin.com/company/ordway,,Tech Services,42,8120000,1,saas,,,,,$12.5M,https://www.growjo.com/company/Ordway_billing_and_revenue_automation,https://www.indeed.com/jobs?q=company%3A(Ordway billing and revenue automation),100%,For Contact Direct Phone Numbers and Emails see Lead411
TransitScreen,transitscreen.com,Washington,DC,United States,35,http://www.linkedin.com/company/transitscreen,2013,Real Estate Tech,44,5075000,4,saas,,,,,$4.6M,https://www.growjo.com/company/TransitScreen,https://www.indeed.com/jobs?q=company%3A(TransitScreen),-3%,For Contact Direct Phone Numbers and Emails see Lead411
Sayari Labs,sayari.com,Washington,DC,United States,59,http://www.linkedin.com/company/sayarilabs,2015,Tech Services,45,8555000,1,,,,,,$14.7M,https://www.growjo.com/company/Sayari_Labs,https://www.indeed.com/jobs?q=company%3A(Sayari Labs),5%,For Contact Direct Phone Numbers and Emails see Lead411
Radius Networks,radiusnetworks.com,Washington,DC,United States,61,http://www.linkedin.com/company/radius-networks,2011,Tech Services,51,8845000,10,,,,,,$25.4M,https://www.growjo.com/company/Radius_Networks,https://www.indeed.com/jobs?q=company%3A(Radius Networks),24%,For Contact Direct Phone Numbers and Emails see Lead411
No Limit Creatives,nolimitcreatives.com,Washington,DC,United States,75,http://www.linkedin.com/company/nolimitcreatives,2018,Design,56,18225000,1,,,,,,,https://www.growjo.com/company/No_Limit_Creatives,https://www.indeed.com/jobs?q=company%3A(No Limit Creatives),103%,For Contact Direct Phone Numbers and Emails see Lead411
Quantic School of Business and Technology,quantic.edu,Washington,DC,United States,119,http://www.linkedin.com/company/quanticschool,,Education,59,21420000,1,,,,,,,https://www.growjo.com/company/Quantic_School_of_Business_and_Technology,https://www.indeed.com/jobs?q=company%3A(Quantic School of Business and Technology),102%,For Contact Direct Phone Numbers and Emails see Lead411
UrbanStems,urbanstems.com,Washington,DC,United States,77,http://www.linkedin.com/company/urbanstems,2014,eCommerceTech,60,10150000,1,"E-Commerce, Local, Flowers, Gifting",,,,,$27.2M,https://www.growjo.com/company/UrbanStems,https://www.indeed.com/jobs?q=company%3A(UrbanStems),26%,For Contact Direct Phone Numbers and Emails see Lead411
Territory Foods,territoryfoods.com,Washington,DC,United States,74,http://www.linkedin.com/company/territoryfoods,,Food,65,19980000,1,"E-Commerce, Food and Beverages, Personal Health, Nutrition",,,,,$41.7M,https://www.growjo.com/company/Territory_Foods,https://www.indeed.com/jobs?q=company%3A(Territory Foods),23%,For Contact Direct Phone Numbers and Emails see Lead411
National Restaurant Association Educational Foundation (NRAEF),chooserestaurants.org,Washington,DC,United States,57,http://www.linkedin.com/company/nraef,1987,NonProfit,74,,1,,,,,,,https://www.growjo.com/company/National_Restaurant_Association_Educational_Foundation_(NRAEF),https://www.indeed.com/jobs?q=company%3A(National Restaurant Association Educational Foundation (NRAEF)),50%,For Contact Direct Phone Numbers and Emails see Lead411
Aerial Applications,aerialapplications.com,Washington,DC,United States,37,http://www.linkedin.com/company/aerial-applications,2015,Tech Services,76,5365000,1,"Energy, Governments, Construction, Drones",,,,,$4.5M,https://www.growjo.com/company/Aerial_Applications,https://www.indeed.com/jobs?q=company%3A(Aerial Applications),48%,For Contact Direct Phone Numbers and Emails see Lead411
New Columbia Solar,newcolumbiasolar.com,Washington,DC,United States,46,http://www.linkedin.com/company/new-columbia-solar,2016,Environmental,81,9660000,1,,,,,,$10M,https://www.growjo.com/company/New_Columbia_Solar,https://www.indeed.com/jobs?q=company%3A(New Columbia Solar),44%,For Contact Direct Phone Numbers and Emails see Lead411
Arcadia,arcadia.com,Washington,DC,United States,162,http://www.linkedin.com/company/arcadiahq,2014,Environmental,82,34020000,1,"Internet, Energy, Clean Technology, Clean Energy, Solar, Big Data, Renewable Energies, Smart Home",,,,,$70.5M,https://www.growjo.com/company/Arcadia,https://www.indeed.com/jobs?q=company%3A(Arcadia),14%,For Contact Direct Phone Numbers and Emails see Lead411
