company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Instant Teams,instantteams.com,Rehoboth,DE,United States,138,http://www.linkedin.com/company/instant-teams,2016,Tech Services,123,20010000,2,,,,,,$2M,https://www.growjo.com/company/Instant_Teams,https://www.indeed.com/jobs?q=company%3A(Instant Teams),146%,For Contact Direct Phone Numbers and Emails see Lead411
Prelude Therapeutics Incorporated,preludetx.com,Wilmington,DE,United States,72,http://www.linkedin.com/company/prelude-therapeutics-incorporated,,Biotech,9,11160000,1,,,,,,$122M,https://www.growjo.com/company/Prelude_Therapeutics_Incorporated,https://www.indeed.com/jobs?q=company%3A(Prelude Therapeutics Incorporated),60%,For Contact Direct Phone Numbers and Emails see Lead411
Quavo,quavo.com,Wilmington,DE,United States,69,http://www.linkedin.com/company/quavo,2015,Fintech,21,10005000,1,"Fraud Detection, Technology, Banking, Finance Technology",,,,,,https://www.growjo.com/company/Quavo,https://www.indeed.com/jobs?q=company%3A(Quavo),44%,For Contact Direct Phone Numbers and Emails see Lead411
AvanzeGroup,avanzegroup.com,Wilmington,DE,United States,164,http://www.linkedin.com/company/avanzegroup,2015,Tech Services,22,23780000,1,saas,,,,,,https://www.growjo.com/company/AvanzeGroup,https://www.indeed.com/jobs?q=company%3A(AvanzeGroup),116%,For Contact Direct Phone Numbers and Emails see Lead411
TAMP Inc.,theampdr.com,Newark,DE,,37,http://www.linkedin.com/company/tampinc,2019,Health,29,9990000,1,,,,,,$820K,https://www.growjo.com/company/TAMP_Inc.,https://www.indeed.com/jobs?q=company%3A(TAMP Inc.),48%,For Contact Direct Phone Numbers and Emails see Lead411
Firebolt,firebolt.io,Wilmington,DE,United States,47,http://www.linkedin.com/company/firebolt,2018,Tech Services,39,6815000,1,,,,,,,https://www.growjo.com/company/Firebolt,https://www.indeed.com/jobs?q=company%3A(Firebolt),96%,For Contact Direct Phone Numbers and Emails see Lead411
BrightFields,brightfieldsinc.com,Wilmington,DE,United States,60,http://www.linkedin.com/company/brightfields-inc.,2003,Environmental,43,12600000,1,,,,,,,https://www.growjo.com/company/BrightFields,https://www.indeed.com/jobs?q=company%3A(BrightFields),-2%,For Contact Direct Phone Numbers and Emails see Lead411
AdPushup Inc.,adpushup.com,Wilmington,DE,United States,83,http://www.linkedin.com/company/adpushup,2014,Martech,45,9280000,1,"martech, saas",,,,,,https://www.growjo.com/company/AdPushup_Inc.,https://www.indeed.com/jobs?q=company%3A(AdPushup Inc.),69%,For Contact Direct Phone Numbers and Emails see Lead411
Emerging Travel Group,emergingtravel.com,Wilmington,DE,United States,72,http://www.linkedin.com/company/emerging-travel-group,2010,eCommerceTech,46,10440000,1,"E-Commerce, Online Travel",,,,,$78.7M,https://www.growjo.com/company/Emerging_Travel_Group,https://www.indeed.com/jobs?q=company%3A(Emerging Travel Group),-3%,For Contact Direct Phone Numbers and Emails see Lead411
Medical Billers and Coders (MBC),medicalbillersandcoders.com,Wilmington,DE,United States,60,http://www.linkedin.com/company/medicalbillersandcoders-com,1999,Hospital/Healthcare,62,16200000,1,,,,,,,https://www.growjo.com/company/Medical_Billers_and_Coders_(MBC),https://www.indeed.com/jobs?q=company%3A(Medical Billers and Coders (MBC)),54%,For Contact Direct Phone Numbers and Emails see Lead411
Anchor Health Properties,anchorhealthproperties.com,Wilmington,DE,United States,67,http://www.linkedin.com/company/anchor-health-properties,1985,Real Estate,66,,1,Real Estate,,,,,,https://www.growjo.com/company/Anchor_Health_Properties,https://www.indeed.com/jobs?q=company%3A(Anchor Health Properties),22%,For Contact Direct Phone Numbers and Emails see Lead411
Careerminds,careerminds.com,Wilmington,DE,United States,67,http://www.linkedin.com/company/careerminds,2007,HR,76,13467000,1,,,,,,,https://www.growjo.com/company/Careerminds,https://www.indeed.com/jobs?q=company%3A(Careerminds),43%,For Contact Direct Phone Numbers and Emails see Lead411
ProAutomated,proautomated.com,Newark,DE,United States,153,http://www.linkedin.com/company/proautomated,,Industrial,77,54009000,1,,,,,,,https://www.growjo.com/company/ProAutomated,https://www.indeed.com/jobs?q=company%3A(ProAutomated),43%,For Contact Direct Phone Numbers and Emails see Lead411
SOC Prime,socprime.com,Wilmington,DE,United States,76,http://www.linkedin.com/company/soc-prime,2015,IT Security,78,15504000,1,,,,,,,https://www.growjo.com/company/SOC_Prime,https://www.indeed.com/jobs?q=company%3A(SOC Prime),41%,For Contact Direct Phone Numbers and Emails see Lead411
Centilytics | Intelligent Cloud Management,centilytics.com,Dover,DE,United States,118,http://www.linkedin.com/company/centilytics,2016,Tech Services,3132,17110000,1,,,,,,,https://www.growjo.com/company/Centilytics_|_Intelligent_Cloud_Management,https://www.indeed.com/jobs?q=company%3A(Centilytics | Intelligent Cloud Management),40%,For Contact Direct Phone Numbers and Emails see Lead411
CSC Global Financial Markets,cscglobal.com,Wilmington,DE,United States,98,http://www.linkedin.com/company/csc-global-financial-markets,1899,Finance,80,20580000,1,"Financial Services, Legal, Legal Tech",,,,,,https://www.growjo.com/company/CSC_Global_Financial_Markets,https://www.indeed.com/jobs?q=company%3A(CSC Global Financial Markets),40%,For Contact Direct Phone Numbers and Emails see Lead411
