company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Encore Bank,bankencore.com,Little Rock,AR,United States,120,http://www.linkedin.com/company/bankencore,2019,Banking,110,25200000,1,,,,,,,https://www.growjo.com/company/Encore_Bank,https://www.indeed.com/jobs?q=company%3A(Encore Bank),200%,For Contact Direct Phone Numbers and Emails see Lead411
Zips Car Wash,zipscarwash.com,Jonesboro,AR,United States,232,http://www.linkedin.com/company/zips-car-wash-llc,2004,Automotive,705,76560000,1,,,,,,,https://www.growjo.com/company/Zips_Car_Wash,https://www.indeed.com/jobs?q=company%3A(Zips Car Wash),11%,For Contact Direct Phone Numbers and Emails see Lead411
AIM Clinics,aimclinics.com,Little Rock,AR,United States,208,http://www.linkedin.com/company/aimclinics,2017,Social Services,734,,1,,,,,,,https://www.growjo.com/company/AIM_Clinics,https://www.indeed.com/jobs?q=company%3A(AIM Clinics),108%,For Contact Direct Phone Numbers and Emails see Lead411
Westrock Coffee Company,westrockcoffee.com,Maumelle,AR,United States,119,http://www.linkedin.com/company/westrock-coffee-company,,Food,931,32130000,1,,,,,,,https://www.growjo.com/company/Westrock_Coffee_Company,https://www.indeed.com/jobs?q=company%3A(Westrock Coffee Company),55%,For Contact Direct Phone Numbers and Emails see Lead411
Harvest Group,harvestgroup.com,Rogers,AR,United States,223,http://www.linkedin.com/company/the-harvest-group,2006,Consumer,940,55973000,19,,,,,,,https://www.growjo.com/company/Harvest_Group,https://www.indeed.com/jobs?q=company%3A(Harvest Group),33%,For Contact Direct Phone Numbers and Emails see Lead411
First Orion,firstorion.com,Little Rock,AR,United States,270,http://www.linkedin.com/company/firstorioncorp,2008,Telecom,1045,0,15,`.nullable()`,,,,,$2.8M,https://www.growjo.com/company/First_Orion,https://www.indeed.com/jobs?q=company%3A(First Orion),34%,For Contact Direct Phone Numbers and Emails see Lead411
Arisa Health,arisahealth.org,Springdale,AR,United States,54,http://www.linkedin.com/company/arisa-health,,Health,1328,14580000,1,,,,,,,https://www.growjo.com/company/Arisa_Health,https://www.indeed.com/jobs?q=company%3A(Arisa Health),108%,For Contact Direct Phone Numbers and Emails see Lead411
S&H Systems,shsystems.net,Jonesboro,AR,United States,165,http://www.linkedin.com/company/s&h-systems,,Industrial,1699,58245000,1,,,,,,,https://www.growjo.com/company/S&H_Systems,https://www.indeed.com/jobs?q=company%3A(S&H Systems),70%,For Contact Direct Phone Numbers and Emails see Lead411
Splash Car Wash,,Conway,AR,United States,86,http://www.linkedin.com/company/splash-car-wash,,Automotive,1756,28380000,1,SaaS,,,,,,https://www.growjo.com/company/Splash_Car_Wash,https://www.indeed.com/jobs?q=company%3A(Splash Car Wash),-3%,For Contact Direct Phone Numbers and Emails see Lead411
Cable Gain Services,cgscable.com,Hot Springs,AR,United States,60,http://www.linkedin.com/company/cable-gain-services,2009,Telecom,1790,19500000,1,,,,,,,https://www.growjo.com/company/Cable_Gain_Services,https://www.indeed.com/jobs?q=company%3A(Cable Gain Services),67%,For Contact Direct Phone Numbers and Emails see Lead411
Express Rx Pharmacy,expressrx.net,LITTLE ROCK,AR,United States,41,http://www.linkedin.com/company/express-rx-pharmacy,2013,Pharma,1832,8241000,1,,,,,,,https://www.growjo.com/company/Express_Rx_Pharmacy,https://www.indeed.com/jobs?q=company%3A(Express Rx Pharmacy),46%,For Contact Direct Phone Numbers and Emails see Lead411
Priority1,priority1inc.com,Little Rock,AR,United States,475,http://www.linkedin.com/company/priority1,1994,Transportation,1844,155800000,1,"Human Resources Hr,Transportation",,,,,,https://www.growjo.com/company/Priority1,https://www.indeed.com/jobs?q=company%3A(Priority1),30%,For Contact Direct Phone Numbers and Emails see Lead411
Hite Digital,hitedigital.com,Little Rock ,AR,United States,66,http://www.linkedin.com/company/hite-digital,2018,Marketing,2015,16500000,1,,,,,,,https://www.growjo.com/company/Hite_Digital,https://www.indeed.com/jobs?q=company%3A(Hite Digital),61%,For Contact Direct Phone Numbers and Emails see Lead411
Highland Pellets,highland-pellets.com,Pine Bluff,AR,,34,http://www.linkedin.com/company/highland-pellets,2016,Paper,2255,,1,,,,,,,https://www.growjo.com/company/Highland_Pellets,https://www.indeed.com/jobs?q=company%3A(Highland Pellets),3%,For Contact Direct Phone Numbers and Emails see Lead411
Arkansas Colleges of Health Education,acheedu.org,Fort Smith,AR,United States,69,http://www.linkedin.com/company/acheedu,2014,Education,2332,12420000,1,,,,,,,https://www.growjo.com/company/Arkansas_Colleges_of_Health_Education,https://www.indeed.com/jobs?q=company%3A(Arkansas Colleges of Health Education),53%,For Contact Direct Phone Numbers and Emails see Lead411
Magic Springs Theme & Water Park,magicsprings.com,Hot Springs,AR,United States,38,http://www.linkedin.com/company/magicsprings,1978,Leisure,2662,9614000,1,,,,,,,https://www.growjo.com/company/Magic_Springs_Theme_&_Water_Park,https://www.indeed.com/jobs?q=company%3A(Magic Springs Theme & Water Park),23%,For Contact Direct Phone Numbers and Emails see Lead411
imimobile North America,imimobile.com,Boca Raton,AR,United States,131,http://www.linkedin.com/company/imimobile-north-america,2000,Tech Services,2801,18995000,1,,,,,,,https://www.growjo.com/company/imimobile_North_America,https://www.indeed.com/jobs?q=company%3A(imimobile North America),3%,For Contact Direct Phone Numbers and Emails see Lead411
Arkansas Division of Workforce Services,dws.arkansas.gov,Little Rock,AR,United States,57,http://www.linkedin.com/company/arkansas-division-of-workforce-services,,Apparel,3263,12996000,1,,,,,,,https://www.growjo.com/company/Arkansas_Division_of_Workforce_Services,https://www.indeed.com/jobs?q=company%3A(Arkansas Division of Workforce Services),54%,For Contact Direct Phone Numbers and Emails see Lead411
Pafford Emergency Medical Services (Pafford EMS),paffordems.com,Ruston,AR,United States,87,http://www.linkedin.com/company/pafford-ems,,Medical Offices,3520,23490000,1,,,,,,,https://www.growjo.com/company/Pafford_Emergency_Medical_Services_(Pafford_EMS),https://www.indeed.com/jobs?q=company%3A(Pafford Emergency Medical Services (Pafford EMS)),36%,For Contact Direct Phone Numbers and Emails see Lead411
Chenal Family Therapy,chenaltherapy.com,Little Rock,AR,United States,69,http://www.linkedin.com/company/chenaltherapy,2010,Hospital/Healthcare,3557,18630000,1,,,,,,,https://www.growjo.com/company/Chenal_Family_Therapy,https://www.indeed.com/jobs?q=company%3A(Chenal Family Therapy),35%,For Contact Direct Phone Numbers and Emails see Lead411
DYNE Hospitality Group,dynehg.com,Little Rock,AR,United States,40,http://www.linkedin.com/company/dyne-hospitality-group,2017,Restaurants,3663,7000000,1,,,,,,,https://www.growjo.com/company/DYNE_Hospitality_Group,https://www.indeed.com/jobs?q=company%3A(DYNE Hospitality Group),48%,For Contact Direct Phone Numbers and Emails see Lead411
EngageMED Inc.,engagemed.com,North Little Rock,AR,United States,58,http://www.linkedin.com/company/engagemed-inc,1995,Hospital/Healthcare,3695,15660000,1,,,,,,,https://www.growjo.com/company/EngageMED_Inc.,https://www.indeed.com/jobs?q=company%3A(EngageMED Inc.),49%,For Contact Direct Phone Numbers and Emails see Lead411
"Blew & Associates, P.A.",blewinc.com,Fayetteville,AR,United States,80,http://www.linkedin.com/company/blew-associates-p-a,1891,Engineering,3770,8000000,1,,,,,,,"https://www.growjo.com/company/Blew_&_Associates,_P.A.","https://www.indeed.com/jobs?q=company%3A(Blew & Associates, P.A.)",33%,For Contact Direct Phone Numbers and Emails see Lead411
Corporate Jobs with TNAA,nurse.tv/careers,North Little Rock,AR,United States,67,http://www.linkedin.com/company/benefits-tnaa,1999,Recruiting,3971,8040000,1,,,,,,,https://www.growjo.com/company/Corporate_Jobs_with_TNAA,https://www.indeed.com/jobs?q=company%3A(Corporate Jobs with TNAA),31%,For Contact Direct Phone Numbers and Emails see Lead411
Southland Casino Racing,southlandcasino.com,West Memphis,AR,United States,53,http://www.linkedin.com/company/southland-casino-racing,1956,Casinos,3993,,1,,,,,,,https://www.growjo.com/company/Southland_Casino_Racing,https://www.indeed.com/jobs?q=company%3A(Southland Casino Racing),2%,For Contact Direct Phone Numbers and Emails see Lead411
Shine Solar,shinesolar.com,Rogers,AR,United States,101,http://www.linkedin.com/company/shine-solar,2016,Environmental,4051,21210000,1,,,,,,,https://www.growjo.com/company/Shine_Solar,https://www.indeed.com/jobs?q=company%3A(Shine Solar),31%,For Contact Direct Phone Numbers and Emails see Lead411
Walton Family Foundation,waltonfamilyfoundation.org,Bentonville,AR,United States,210,http://www.linkedin.com/company/the-walton-family-foundation,,Philanthropy,4275,,1,,,,,,,https://www.growjo.com/company/Walton_Family_Foundation,https://www.indeed.com/jobs?q=company%3A(Walton Family Foundation),30%,For Contact Direct Phone Numbers and Emails see Lead411
"University of Arkansas at Little Rock, William H. Bowen School of Law",ualr.edu,Little Rock,AR,United States,99,http://www.linkedin.com/company/ualrbowenlaw,,Education,4361,17820000,1,,,,,,,"https://www.growjo.com/company/University_of_Arkansas_at_Little_Rock,_William_H._Bowen_School_of_Law","https://www.indeed.com/jobs?q=company%3A(University of Arkansas at Little Rock, William H. Bowen School of Law)",29%,For Contact Direct Phone Numbers and Emails see Lead411
WinChoice USA,winchoiceusa.net,Mt. Pine,AR,United States,32,http://www.linkedin.com/company/winchoice-usa,2012,Materials,4415,10272000,1,,,,,,,https://www.growjo.com/company/WinChoice_USA,https://www.indeed.com/jobs?q=company%3A(WinChoice USA),39%,For Contact Direct Phone Numbers and Emails see Lead411
Apptegy,apptegy.com,Little Rock,AR,United States,194,http://www.linkedin.com/company/apptegy,2013,EdTech,4662,34920000,1,Education,Five Elms Capital,,B2C,,$20M,https://www.growjo.com/company/Apptegy,https://www.indeed.com/jobs?q=company%3A(Apptegy),27%,For Contact Direct Phone Numbers and Emails see Lead411
ATG USA,atgusa.com,North Little Rock,AR,United States,166,http://www.linkedin.com/company/atg-usa,1992,Tech Services,4811,24070000,1,,,,,,,https://www.growjo.com/company/ATG_USA,https://www.indeed.com/jobs?q=company%3A(ATG USA),26%,For Contact Direct Phone Numbers and Emails see Lead411
David's Burgers,davidsburgers.com,Conway,AR,United States,71,http://www.linkedin.com/company/david's-burgers,2010,Restaurants,4891,12425000,1,,,,,,,https://www.growjo.com/company/David's_Burgers,https://www.indeed.com/jobs?q=company%3A(David's Burgers),25%,For Contact Direct Phone Numbers and Emails see Lead411
