company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Pascagoula-Gautier School District,pgsd.ms,Pascagoula ,MS,United States,39,http://www.linkedin.com/company/pascagoula-gautier-school-district,1912,Education,3968,7020000,1,,,,,,,https://www.growjo.com/company/Pascagoula-Gautier_School_District,https://www.indeed.com/jobs?q=company%3A(Pascagoula-Gautier School District),44%,For Contact Direct Phone Numbers and Emails see Lead411
Specialty Orthopedic Group,sogms.com,Tupelo,MS,United States,32,http://www.linkedin.com/company/sogms,2015,Medical Offices,4414,8640000,1,,,,,,,https://www.growjo.com/company/Specialty_Orthopedic_Group,https://www.indeed.com/jobs?q=company%3A(Specialty Orthopedic Group),39%,For Contact Direct Phone Numbers and Emails see Lead411
TrustCare Health,feelbetterfaster.com,Ridgeland,MS,United States,53,http://www.linkedin.com/company/trustcare-express-medical-clinics,2012,Health,4501,14310000,1,,,,,,,https://www.growjo.com/company/TrustCare_Health,https://www.indeed.com/jobs?q=company%3A(TrustCare Health),39%,For Contact Direct Phone Numbers and Emails see Lead411
NauticStar Boats,nauticstarboats.com,Amory,MS,United States,63,http://www.linkedin.com/company/nauticstar-boats,2002,Shipbuilding,5019,,1,,,,,,,https://www.growjo.com/company/NauticStar_Boats,https://www.indeed.com/jobs?q=company%3A(NauticStar Boats),24%,For Contact Direct Phone Numbers and Emails see Lead411
Big M Transportation,bigm.com,Blue Mountain,MS,United States,142,http://www.linkedin.com/company/big-m-transportation,2000,Transportation,5177,46576000,1,,,,,,,https://www.growjo.com/company/Big_M_Transportation,https://www.indeed.com/jobs?q=company%3A(Big M Transportation),23%,For Contact Direct Phone Numbers and Emails see Lead411
Casino Vicksburg,casinovb.com,Vicksburg,MS,United States,42,http://www.linkedin.com/company/casino-vicksburg,,Casinos,5511,,1,,,,,,,https://www.growjo.com/company/Casino_Vicksburg,https://www.indeed.com/jobs?q=company%3A(Casino Vicksburg),31%,For Contact Direct Phone Numbers and Emails see Lead411
Southern Hens,southernhensmississippi.com,Moselle,MS,United States,174,http://www.linkedin.com/company/southern-hens-inc-,1992,Food,5761,46980000,1,,,,,,,https://www.growjo.com/company/Southern_Hens,https://www.indeed.com/jobs?q=company%3A(Southern Hens),21%,For Contact Direct Phone Numbers and Emails see Lead411
Irby Utilities,beta.irbyutilities.com,Jackson,MS,United States,44,http://www.linkedin.com/company/irbyutilities,1926,Utilities,5854,9680000,1,,,,,,,https://www.growjo.com/company/Irby_Utilities,https://www.indeed.com/jobs?q=company%3A(Irby Utilities),29%,For Contact Direct Phone Numbers and Emails see Lead411
Walt Massey Automotive Group,waltmasseyautogroup.com,Hattiesburg,MS,United States,45,http://www.linkedin.com/company/walt-massey-automotive-inc,1993,Automotive,6013,14850000,1,,,,,,,https://www.growjo.com/company/Walt_Massey_Automotive_Group,https://www.indeed.com/jobs?q=company%3A(Walt Massey Automotive Group),29%,For Contact Direct Phone Numbers and Emails see Lead411
"Baber's,",babers.com,Moss Point,MS,United States,84,http://www.linkedin.com/company/baber's,1981,Retail,6194,19068000,1,,,,,,,"https://www.growjo.com/company/Baber's,","https://www.indeed.com/jobs?q=company%3A(Baber's,)",18%,For Contact Direct Phone Numbers and Emails see Lead411
Irby Construction Company,irbyconstruction.com,Richland,MS,United States,432,http://www.linkedin.com/company/irby-construction-company,1946,Construction,6426,125280000,1,Construction,,,,,,https://www.growjo.com/company/Irby_Construction_Company,https://www.indeed.com/jobs?q=company%3A(Irby Construction Company),20%,For Contact Direct Phone Numbers and Emails see Lead411
SOL ENGINEERING SERVICES,solengrs.com,Jackson,MS,United States,35,http://www.linkedin.com/company/sol-engineering-services-llc,2001,Engineering,6440,3500000,1,,,,,,,https://www.growjo.com/company/SOL_ENGINEERING_SERVICES,https://www.indeed.com/jobs?q=company%3A(SOL ENGINEERING SERVICES),25%,For Contact Direct Phone Numbers and Emails see Lead411
Craft and Technical Solutions,craftandtechllc.com,Pascagoula,MS,United States,31,http://www.linkedin.com/company/craft-and-technical-solutions-llc,2016,Recruiting,7048,3720000,1,,,,,,,https://www.growjo.com/company/Craft_and_Technical_Solutions,https://www.indeed.com/jobs?q=company%3A(Craft and Technical Solutions),19%,For Contact Direct Phone Numbers and Emails see Lead411
Relias Healthcare,reliashealthcare.com,Tupelo,MS,United States,40,http://www.linkedin.com/company/relias-healthcare,,Hospital/Healthcare,7309,10800000,1,,,,,,,https://www.growjo.com/company/Relias_Healthcare,https://www.indeed.com/jobs?q=company%3A(Relias Healthcare),18%,For Contact Direct Phone Numbers and Emails see Lead411
Alliance Health Center,alliancehealthcenter.com,Meridian,MS,United States,40,http://www.linkedin.com/company/alliance-health-center,,Hospital/Healthcare,7310,10800000,1,,,,,,,https://www.growjo.com/company/Alliance_Health_Center,https://www.indeed.com/jobs?q=company%3A(Alliance Health Center),18%,For Contact Direct Phone Numbers and Emails see Lead411
VergentLMS,vergentlms.com,Ridgeland,MS,United States,61,http://www.linkedin.com/company/vergentlms,2006,Tech Services,7871,8845000,1,,,,,,,https://www.growjo.com/company/VergentLMS,https://www.indeed.com/jobs?q=company%3A(VergentLMS),0%,For Contact Direct Phone Numbers and Emails see Lead411
