company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Dutchie,dutchie.com,Bend,OR,United States,192,http://www.linkedin.com/company/getdutchie,2017,Cannabis,6,51840000,3,saas,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",,,1700000000,$253M,https://www.growjo.com/company/Dutchie,https://www.indeed.com/jobs?q=company%3A(Dutchie),178%,For Contact Direct Phone Numbers and Emails see Lead411
Planned Parenthood of Tennessee and North Mississippi,plannedparenthood.org,Memphis,OR,United States,40,http://www.linkedin.com/company/planned-parenthood-of-tennessee-and-north-mississippi,1916,Hospital/Healthcare,1,10800000,1,,,,,,,https://www.growjo.com/company/Planned_Parenthood_of_Tennessee_and_North_Mississippi,https://www.indeed.com/jobs?q=company%3A(Planned Parenthood of Tennessee and North Mississippi),38%,For Contact Direct Phone Numbers and Emails see Lead411
Streem,streem.pro,Portland,OR,United States,98,http://www.linkedin.com/company/streempro,2017,AI,3,14210000,1,saas,,,,,$10.5M,https://www.growjo.com/company/Streem,https://www.indeed.com/jobs?q=company%3A(Streem),100%,For Contact Direct Phone Numbers and Emails see Lead411
ZOOM+Care,zoomcare.com,Portland,OR,United States,484,http://www.linkedin.com/company/zoomcare-pc,2006,Digital Health,4,112590000,10,"Medical, Telecommunications, Doctors, Physicians",,,,,,https://www.growjo.com/company/ZOOM+Care,https://www.indeed.com/jobs?q=company%3A(ZOOM+Care),27%,For Contact Direct Phone Numbers and Emails see Lead411
Bright.md,bright.md,Portland,OR,United States,82,http://www.linkedin.com/company/bright-md,2014,Digital Health,5,22410000,7,"saas,Finance,Health It,Healthcare,Healthcare Providers,Human Resources Hr,Mobile,Payments,saas, digital health",Capital Group,,B2B,,$29.2M,https://www.growjo.com/company/Bright.md,https://www.indeed.com/jobs?q=company%3A(Bright.md),12%,For Contact Direct Phone Numbers and Emails see Lead411
Hunter Communications,hunterfiber.com,Central Point,OR,United States,67,http://www.linkedin.com/company/hunter-communications,1992,Telecom,237,21775000,1,Telecommunications,,,,,$8.2M,https://www.growjo.com/company/Hunter_Communications,https://www.indeed.com/jobs?q=company%3A(Hunter Communications),14%,For Contact Direct Phone Numbers and Emails see Lead411
Agilyx Corporation,agilyx.com,Tigard,OR,United States,75,http://www.linkedin.com/company/agilyx,2004,Environmental,285,15750000,1,,,,,,$172.7M,https://www.growjo.com/company/Agilyx_Corporation,https://www.indeed.com/jobs?q=company%3A(Agilyx Corporation),44%,For Contact Direct Phone Numbers and Emails see Lead411
Conversa Health,conversahealth.com,Portland,OR,United States,51,http://www.linkedin.com/company/conversahealth,2014,Digital Health,6,13770000,1,"Health Care Information Technology, Mobile Health, Big Data Analytics, Patient Management",,,,,$33.8M,https://www.growjo.com/company/Conversa_Health,https://www.indeed.com/jobs?q=company%3A(Conversa Health),34%,For Contact Direct Phone Numbers and Emails see Lead411
Performance Systems Integration,psintegrated.com,Portland ,OR,United States,70,http://www.linkedin.com/company/performance-systems-integration-llc,2002,Facilities,7,16730000,1,,,,,,,https://www.growjo.com/company/Performance_Systems_Integration,https://www.indeed.com/jobs?q=company%3A(Performance Systems Integration),63%,For Contact Direct Phone Numbers and Emails see Lead411
Vesta Corp,trustvesta.com,Lake Oswego,OR,United States,370,http://www.linkedin.com/company/vesta-corporation,1995,Fintech,8,77700000,1,"Payments, Mobile Payments, Fraud Detection",,,,,$20M,https://www.growjo.com/company/Vesta_Corp,https://www.indeed.com/jobs?q=company%3A(Vesta Corp),9%,For Contact Direct Phone Numbers and Emails see Lead411
Logical Position,logicalposition.com,Lake Oswego,OR,United States,896,http://www.linkedin.com/company/logicalposition,2010,Marketing,9,224000000,8,"Advertising,Consulting,Advertising,Analytics,Enterprise Software,Finance,Human Resources Hr,Marketing,Marketing Analytics,Search",,,B2B,,,https://www.growjo.com/company/Logical_Position,https://www.indeed.com/jobs?q=company%3A(Logical Position),27%,For Contact Direct Phone Numbers and Emails see Lead411
Boulder Care,boulder.care,PORTLAND,OR,United States,48,http://www.linkedin.com/company/boulder,,Hospital/Healthcare,10,12960000,1,,,,,,$10.4M,https://www.growjo.com/company/Boulder_Care,https://www.indeed.com/jobs?q=company%3A(Boulder Care),71%,For Contact Direct Phone Numbers and Emails see Lead411
SerÃ¡n Bioscience,seranbio.com,Bend,OR,United States,51,http://www.linkedin.com/company/seran-bioscience,2016,Biotech,893,7905000,1,,,,,,,https://www.growjo.com/company/SerÃ¡n_Bioscience,https://www.indeed.com/jobs?q=company%3A(SerÃ¡n Bioscience),104%,For Contact Direct Phone Numbers and Emails see Lead411
Laird Superfood,lairdsuperfood.com,Sisters,OR,United States,85,http://www.linkedin.com/company/laird-superfood,2015,Food,913,22950000,4,,WeWork,,,,$51M,https://www.growjo.com/company/Laird_Superfood,https://www.indeed.com/jobs?q=company%3A(Laird Superfood),23%,For Contact Direct Phone Numbers and Emails see Lead411
Ruby,ruby.com,Portland,OR,United States,296,http://www.linkedin.com/company/callruby,,Telecom,11,96200000,1,,,,,,$38.8M,https://www.growjo.com/company/Ruby,https://www.indeed.com/jobs?q=company%3A(Ruby),24%,For Contact Direct Phone Numbers and Emails see Lead411
Agility Robotics,agilityrobotics.com,Albany,OR,,35,http://www.linkedin.com/company/agility-robotics,2015,Engineering,1004,3500000,1,,,,,,$28.8M,https://www.growjo.com/company/Agility_Robotics,https://www.indeed.com/jobs?q=company%3A(Agility Robotics),52%,For Contact Direct Phone Numbers and Emails see Lead411
OpenSesame,opensesame.com,Portland,OR,United States,190,http://www.linkedin.com/company/opensesame_2,2011,EdTech,12,31350000,6,saas,,,,,$47M,https://www.growjo.com/company/OpenSesame,https://www.indeed.com/jobs?q=company%3A(OpenSesame),17%,For Contact Direct Phone Numbers and Emails see Lead411
Bigleaf Networks,bigleaf.net,Beaverton,OR,United States,73,http://www.linkedin.com/company/bigleaf-networks,2012,Tech Services,13,10585000,4,"Customer Support,Data Storage,Information Security,Internet of Things,Security,Storage,Telecommunications",GoAhead Ventures,,B2B,,$27.4M,https://www.growjo.com/company/Bigleaf_Networks,https://www.indeed.com/jobs?q=company%3A(Bigleaf Networks),14%,For Contact Direct Phone Numbers and Emails see Lead411
OHSU Health Hillsboro Medical Center,tuality.org,Hillsboro,OR,United States,144,http://www.linkedin.com/company/ohsu-health-hillsboro-medical-center,1918,Hospital/Healthcare,14,38880000,1,,,,,,,https://www.growjo.com/company/OHSU_Health_Hillsboro_Medical_Center,https://www.indeed.com/jobs?q=company%3A(OHSU Health Hillsboro Medical Center),89%,For Contact Direct Phone Numbers and Emails see Lead411
