company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Aginity,aginity.com,Evanston,IL,United States,41,http://www.linkedin.com/company/aginity-inc,2005,Tech Services,7800,,5945000,1,,,,,,,https://www.growjo.com/company/Aginity,https://www.indeed.com/jobs?q=company%3A(Aginity),58%,For Contact Direct Phone Numbers and Emails see Lead411
Allegiance Administrators,allegianceadministrators.com,Dublin,OH,United States,41,http://www.linkedin.com/company/allegiance-administrators,,Automotive,7801,,13530000,1,,,,,,,https://www.growjo.com/company/Allegiance_Administrators,https://www.indeed.com/jobs?q=company%3A(Allegiance Administrators),58%,For Contact Direct Phone Numbers and Emails see Lead411
The Wayne Agency,thewayneagency.com,Los Angeles,CA,United States,41,http://www.linkedin.com/company/the-wayne-agency-inc-,2010,Entertainment,7802,,8405000,1,,,,,,,https://www.growjo.com/company/The_Wayne_Agency,https://www.indeed.com/jobs?q=company%3A(The Wayne Agency),58%,For Contact Direct Phone Numbers and Emails see Lead411
Moses Auto Group,mosescars.com,St Albans,WV,United States,41,http://www.linkedin.com/company/mosesautogroup,1947,Automotive,7803,,13530000,1,,,,,,,https://www.growjo.com/company/Moses_Auto_Group,https://www.indeed.com/jobs?q=company%3A(Moses Auto Group),58%,For Contact Direct Phone Numbers and Emails see Lead411
TEXO Enterprises,texo.io,San Mateo,NM,United States,33,http://www.linkedin.com/company/texo-io,2018,Tech Services,7804,446,4785000,1,,,,,,,https://www.growjo.com/company/TEXO_Enterprises,https://www.indeed.com/jobs?q=company%3A(TEXO Enterprises),57%,For Contact Direct Phone Numbers and Emails see Lead411
The Functionary,thefunctionary.com,Plano,TX,United States,33,http://www.linkedin.com/company/the-functionary,2017,Consulting,7805,,,1,,,,,,,https://www.growjo.com/company/The_Functionary,https://www.indeed.com/jobs?q=company%3A(The Functionary),57%,For Contact Direct Phone Numbers and Emails see Lead411
Staffing Resource Group,srg-us.com,Tampa,FL,United States,33,http://www.linkedin.com/company/staffing-resource-group-inc,2007,Recruiting,7806,,3960000,1,,,,,,,https://www.growjo.com/company/Staffing_Resource_Group,https://www.indeed.com/jobs?q=company%3A(Staffing Resource Group),57%,For Contact Direct Phone Numbers and Emails see Lead411
The Weatherspoon Agencies,ailtwa.com,Norcross,Ga,United States,33,http://www.linkedin.com/company/the-weatherspoon-agencies,2014,Finance,7807,,6930000,1,,,,,,,https://www.growjo.com/company/The_Weatherspoon_Agencies,https://www.indeed.com/jobs?q=company%3A(The Weatherspoon Agencies),57%,For Contact Direct Phone Numbers and Emails see Lead411
Vivid Technologies,vivid-technologies.com,Chantilly,VA,United States,33,http://www.linkedin.com/company/vividtechnologiesinc,2010,Tech Services,7808,,4785000,1,,,,,,,https://www.growjo.com/company/Vivid_Technologies,https://www.indeed.com/jobs?q=company%3A(Vivid Technologies),57%,For Contact Direct Phone Numbers and Emails see Lead411
Allena Pharmaceuticals,allenapharma.com,Newton,MA,United States,54,http://www.linkedin.com/company/allena-pharmaceuticals-inc-,2011,Biotech,7809,,6045000,5,"Biotechnology,Cleantech,Healthcare,Mobile,Pharmaceuticals,Wind Power",HBM Partners,,B2B,,$93M,https://www.growjo.com/company/Allena_Pharmaceuticals,https://www.indeed.com/jobs?q=company%3A(Allena Pharmaceuticals),23%,For Contact Direct Phone Numbers and Emails see Lead411
ICEYE,iceye.fi,Espoo,,Finland,245,http://www.linkedin.com/company/iceye,2012,Tech Services,7810,9583,35525000,1,,,,,,$152.1M,https://www.growjo.com/company/ICEYE,https://www.indeed.com/jobs?q=company%3A(ICEYE),42%,For Contact Direct Phone Numbers and Emails see Lead411
Rocket Homes Real Estate,rockethomes.com,Detroit,MI,United States,195,http://www.linkedin.com/company/rockethomes,,Real Estate,7811,,,1,,,,,,,https://www.growjo.com/company/Rocket_Homes_Real_Estate,https://www.indeed.com/jobs?q=company%3A(Rocket Homes Real Estate),42%,For Contact Direct Phone Numbers and Emails see Lead411
Carterra,carterra-bio.com,Salt Lake City,UT,United States,70,http://www.linkedin.com/company/carterra,2005,Biotech,7812,4454,10850000,1,"Biotechnology,Healthcare",Telegraph Hill Partners,,B2B,,$38.1M,https://www.growjo.com/company/Carterra,https://www.indeed.com/jobs?q=company%3A(Carterra),13%,For Contact Direct Phone Numbers and Emails see Lead411
Nevakar,nevakar.com,Bridgewater,NJ,United States,70,http://www.linkedin.com/company/nevakar-llc,2015,Pharma,7813,1403,14070000,1,"Biotechnology,Healthcare,Pharmaceuticals",,,B2B,,$85M,https://www.growjo.com/company/Nevakar,https://www.indeed.com/jobs?q=company%3A(Nevakar),13%,For Contact Direct Phone Numbers and Emails see Lead411
Paytm First Games,paytmfirstgames.com,Noida,,India,105,http://www.linkedin.com/company/paytmfirstgames,2018,Tech Services,7814,8754,15225000,1,,,,,,,https://www.growjo.com/company/Paytm_First_Games,https://www.indeed.com/jobs?q=company%3A(Paytm First Games),42%,For Contact Direct Phone Numbers and Emails see Lead411
Chefman,chefman.com,Mahwah,NJ,United States,95,http://www.linkedin.com/company/chefman,2011,Consumer,7815,5787,23845000,1,,,,,,,https://www.growjo.com/company/Chefman,https://www.indeed.com/jobs?q=company%3A(Chefman),42%,For Contact Direct Phone Numbers and Emails see Lead411
Tessy Plastics,tessyva.com,Lynchburg,VA,United States,95,http://www.linkedin.com/company/tessy-plastics-llc,1997,Plastics,7816,,,1,,,,,,,https://www.growjo.com/company/Tessy_Plastics,https://www.indeed.com/jobs?q=company%3A(Tessy Plastics),42%,For Contact Direct Phone Numbers and Emails see Lead411
Juvo+,juvoplus.com,Monrovia,CA,United States,95,http://www.linkedin.com/company/juvoplus,2013,Retail,7817,,21565000,1,"E-Commerce, Retail, Marketplaces",,,,,,https://www.growjo.com/company/Juvo+,https://www.indeed.com/jobs?q=company%3A(Juvo+),42%,For Contact Direct Phone Numbers and Emails see Lead411
sevDesk,sevdesk.de,Offenburg,,Germany,85,http://www.linkedin.com/company/sevenit-gmbh,2007,Tech Services,7818,5230,12325000,1,,,,,,,https://www.growjo.com/company/sevDesk,https://www.indeed.com/jobs?q=company%3A(sevDesk),42%,For Contact Direct Phone Numbers and Emails see Lead411
ADX Labs,adxlabs.com,Minneapolis,MN,United States,75,http://www.linkedin.com/company/adxlabsinc,2006,Tech Services,7819,6243,10875000,1,,,,,,,https://www.growjo.com/company/ADX_Labs,https://www.indeed.com/jobs?q=company%3A(ADX Labs),42%,For Contact Direct Phone Numbers and Emails see Lead411
Blue Stone Therapy,bluestonetherapy.com,Urbandale,IA,United States,75,http://www.linkedin.com/company/blue-stone-therapy,2009,Medical Offices,7820,,20250000,1,,,,,,,https://www.growjo.com/company/Blue_Stone_Therapy,https://www.indeed.com/jobs?q=company%3A(Blue Stone Therapy),42%,For Contact Direct Phone Numbers and Emails see Lead411
Siskon Siivous Oy,siskonsiivous.fi,,,Finland,75,http://www.linkedin.com/company/siskon-siivous-oy,1994,Facilities,7821,8154,17925000,1,,,,,,,https://www.growjo.com/company/Siskon_Siivous_Oy,https://www.indeed.com/jobs?q=company%3A(Siskon Siivous Oy),42%,For Contact Direct Phone Numbers and Emails see Lead411
Clarity PR,clarity.pr,London,ENG,UK,75,http://www.linkedin.com/company/clarity-pr,2011,PR/Comm,7822,6158,17550000,1,,,,,,,https://www.growjo.com/company/Clarity_PR,https://www.indeed.com/jobs?q=company%3A(Clarity PR),42%,For Contact Direct Phone Numbers and Emails see Lead411
Catalyst Clinical Research,catalystcr.com,Durham,NC,United States,218,http://www.linkedin.com/company/catalyst-clinical-research-llc,2013,Pharma,7823,,43818000,4,,,,,,,https://www.growjo.com/company/Catalyst_Clinical_Research,https://www.indeed.com/jobs?q=company%3A(Catalyst Clinical Research),27%,For Contact Direct Phone Numbers and Emails see Lead411
Octeros Cabinets,abcman.com.au,Bells Creek,,Australia,65,http://www.linkedin.com/company/octeros-cabinets,,Construction,7824,6315,18850000,1,,,,,,,https://www.growjo.com/company/Octeros_Cabinets,https://www.indeed.com/jobs?q=company%3A(Octeros Cabinets),41%,For Contact Direct Phone Numbers and Emails see Lead411
inavitas,inavitas.com,Brisbane,,Australia,65,http://www.linkedin.com/company/inavitascom,2012,Environmental,7825,9953,13650000,1,,,,,,,https://www.growjo.com/company/inavitas,https://www.indeed.com/jobs?q=company%3A(inavitas),41%,For Contact Direct Phone Numbers and Emails see Lead411
Prescient Edge,prescientedge.com,McLean,VA,United States,65,http://www.linkedin.com/company/prescient-edge-corp,2008,Defense,7826,10707,20020000,1,,,,,,,https://www.growjo.com/company/Prescient_Edge,https://www.indeed.com/jobs?q=company%3A(Prescient Edge),41%,For Contact Direct Phone Numbers and Emails see Lead411
IPCOM,ipcomnetwork.com,Miramar,FL,United States,65,http://www.linkedin.com/company/ipcom-network,2000,Telecom,7827,,21125000,1,,,,,,,https://www.growjo.com/company/IPCOM,https://www.indeed.com/jobs?q=company%3A(IPCOM),41%,For Contact Direct Phone Numbers and Emails see Lead411
Pitcher List,pitcherlist.com,New York,NY,United States,65,http://www.linkedin.com/company/pitcher-list,2014,Entertainment,7828,4712,13325000,1,,,,,,,https://www.growjo.com/company/Pitcher_List,https://www.indeed.com/jobs?q=company%3A(Pitcher List),41%,For Contact Direct Phone Numbers and Emails see Lead411
Fornetix,fornetix.com,Frederick,MD,United States,65,http://www.linkedin.com/company/fornetix,2014,IT Security,7829,8305,13260000,1,,,,,,,https://www.growjo.com/company/Fornetix,https://www.indeed.com/jobs?q=company%3A(Fornetix),41%,For Contact Direct Phone Numbers and Emails see Lead411
Zyia Active,zyiaactive.com,Draper,UT,United States,923,http://www.linkedin.com/company/zyia-active,,Apparel,7830,,210444000,1,,,,,,,https://www.growjo.com/company/Zyia_Active,https://www.indeed.com/jobs?q=company%3A(Zyia Active),81%,For Contact Direct Phone Numbers and Emails see Lead411
Celdara Medical,celdaramedical.com,Lebanon,NH,,36,http://www.linkedin.com/company/celdara-medical,2008,Biotech,7831,,5580000,1,,,,,,$1.7M,https://www.growjo.com/company/Celdara_Medical,https://www.indeed.com/jobs?q=company%3A(Celdara Medical),29%,For Contact Direct Phone Numbers and Emails see Lead411
Iovance Biotherapeutics,iovance.com,San Carlos,CA,United States,250,http://www.linkedin.com/company/iovance,,Biotech,7832,2403,13795000,28,,Jefferies LLC,,,,$123M,https://www.growjo.com/company/Iovance_Biotherapeutics,https://www.indeed.com/jobs?q=company%3A(Iovance Biotherapeutics),32%,For Contact Direct Phone Numbers and Emails see Lead411
IoT.nxt,iotnxt.com,Centurion,Gau,South Africa,239,http://www.linkedin.com/company/iot.nxt,2015,Tech Services,7833,7567,34655000,1,,,,,,,https://www.growjo.com/company/IoT.nxt,https://www.indeed.com/jobs?q=company%3A(IoT.nxt),42%,For Contact Direct Phone Numbers and Emails see Lead411
Geetanjali Homestate Pvt Ltd,geetanjalihomestate.co.in,Gurgaon,,India,112,http://www.linkedin.com/company/geetanjalihomestatepvtltd,2013,Real Estate,7834,3435,,1,,,,,,,https://www.growjo.com/company/Geetanjali_Homestate_Pvt_Ltd,https://www.indeed.com/jobs?q=company%3A(Geetanjali Homestate Pvt Ltd),42%,For Contact Direct Phone Numbers and Emails see Lead411
Altudo,altudo.co,New York,NY,United States,179,http://www.linkedin.com/company/altudo-1to1-personalization,1999,Martech,7835,7689,20010000,1,,,,,,,https://www.growjo.com/company/Altudo,https://www.indeed.com/jobs?q=company%3A(Altudo),42%,For Contact Direct Phone Numbers and Emails see Lead411
Ted Todd Insurance,tedtoddinsurance.com,Bonita Springs,FL,United States,80,http://www.linkedin.com/company/ted-todd-insurance,1986,Insurance,7836,,17600000,6,,,,,,,https://www.growjo.com/company/Ted_Todd_Insurance,https://www.indeed.com/jobs?q=company%3A(Ted Todd Insurance),36%,For Contact Direct Phone Numbers and Emails see Lead411
Aurora Solar,aurorasolar.com,San Francisco,CA,United States,142,http://www.linkedin.com/company/aurora-solar,2013,Salestech,7837,3724,16095000,3,saas saas,,,,,$73.5M,https://www.growjo.com/company/Aurora_Solar,https://www.indeed.com/jobs?q=company%3A(Aurora Solar),41%,For Contact Direct Phone Numbers and Emails see Lead411
United Vein Centers,unitedveincenters.com,Tampa,FL,United States,90,http://www.linkedin.com/company/united-vein-centers,,Medical Offices,7838,5685,24300000,6,,,,,,,https://www.growjo.com/company/United_Vein_Centers,https://www.indeed.com/jobs?q=company%3A(United Vein Centers),36%,For Contact Direct Phone Numbers and Emails see Lead411
xiQ,xiqinc.com,Redwood City,CA,United States,92,http://www.linkedin.com/company/xiqinc,2017,Marketing,7839,8431,23000000,1,saas,,,,,,https://www.growjo.com/company/xiQ,https://www.indeed.com/jobs?q=company%3A(xiQ),42%,For Contact Direct Phone Numbers and Emails see Lead411
Bark.com,bark.com,London,,United Kingdom,82,http://www.linkedin.com/company/bark-com,2015,Tech Services,7840,7788,11890000,1,,,,,,,https://www.growjo.com/company/Bark.com,https://www.indeed.com/jobs?q=company%3A(Bark.com),41%,For Contact Direct Phone Numbers and Emails see Lead411
Adisseo NCA,adisseo.com,Alpharetta,GA,United States,40,http://www.linkedin.com/company/adisseo-nca,,Chemicals,7841,,,1,,,,,,,https://www.growjo.com/company/Adisseo_NCA,https://www.indeed.com/jobs?q=company%3A(Adisseo NCA),43%,For Contact Direct Phone Numbers and Emails see Lead411
Vervent,vervent.com,San Diego,CA,United States,198,http://www.linkedin.com/company/verventsd,,Finance,7842,6710,41580000,1,,,,,,,https://www.growjo.com/company/Vervent,https://www.indeed.com/jobs?q=company%3A(Vervent),28%,For Contact Direct Phone Numbers and Emails see Lead411
Infinitive,infinitive.com,Ashburn,VA,United States,186,http://www.linkedin.com/company/infinitive,2003,Consulting,7843,,21960000,1,"Advertising,Analytics,Consulting,Marketing,Marketing Analytics",,,B2B,,,https://www.growjo.com/company/Infinitive,https://www.indeed.com/jobs?q=company%3A(Infinitive),42%,For Contact Direct Phone Numbers and Emails see Lead411
iOFFICE,iofficecorp.com,Houston,TX,United States,281,http://www.linkedin.com/company/iofficecorp,2002,Facilities,7844,4904,67159000,1,B2B,,,B2B,,,https://www.growjo.com/company/iOFFICE,https://www.indeed.com/jobs?q=company%3A(iOFFICE),-1%,For Contact Direct Phone Numbers and Emails see Lead411
Alsana,alsana.com,Thousand Oaks,CA,United States,271,http://www.linkedin.com/company/alsana,2018,Healthcare,7845,,73170000,30,"Biotechnology,Healthcare,Pharmaceuticals",,,,,,https://www.growjo.com/company/Alsana,https://www.indeed.com/jobs?q=company%3A(Alsana),32%,For Contact Direct Phone Numbers and Emails see Lead411
BlueVolt,bluevolt.com,Portland,OR,United States,72,http://www.linkedin.com/company/bluevolt,2003,Learning,7846,,11880000,1,,,,,,,https://www.growjo.com/company/BlueVolt,https://www.indeed.com/jobs?q=company%3A(BlueVolt),41%,For Contact Direct Phone Numbers and Emails see Lead411
Good 2 Go Stores,good2gostores.com,Idaho Falls,ID,United States,72,http://www.linkedin.com/company/good-2-go-stores,2013,Retail,7847,7333,16344000,1,,,,,,,https://www.growjo.com/company/Good_2_Go_Stores,https://www.indeed.com/jobs?q=company%3A(Good 2 Go Stores),41%,For Contact Direct Phone Numbers and Emails see Lead411
YANMAR India,yanmar.com,Gurugram,,India,80,http://www.linkedin.com/company/yanmar-india,,Engineering,7848,7930,8000000,1,,,,,,,https://www.growjo.com/company/YANMAR_India,https://www.indeed.com/jobs?q=company%3A(YANMAR India),27%,For Contact Direct Phone Numbers and Emails see Lead411
Secretariat International,secretariat-intl.com,Atlanta ,GA,United States,294,http://www.linkedin.com/company/secretariat-international,,Construction,7849,6761,85260000,1,,,,,,,https://www.growjo.com/company/Secretariat_International,https://www.indeed.com/jobs?q=company%3A(Secretariat International),28%,For Contact Direct Phone Numbers and Emails see Lead411
Global Center on Adaptation,gca.org,Rotterdam,,Netherlands,52,http://www.linkedin.com/company/gcadaptation,2018,NonProfit,7850,9451,,1,,,,,,,https://www.growjo.com/company/Global_Center_on_Adaptation,https://www.indeed.com/jobs?q=company%3A(Global Center on Adaptation),58%,For Contact Direct Phone Numbers and Emails see Lead411
Element Global,miningelement.com,,,Finland,52,http://www.linkedin.com/company/element-global,2017,Mining,7851,6867,12740000,1,,,,,,,https://www.growjo.com/company/Element_Global,https://www.indeed.com/jobs?q=company%3A(Element Global),58%,For Contact Direct Phone Numbers and Emails see Lead411
Thurston County Public Health & Social Services Department,co.thurston.wa.us,Olympia,WA,United States,52,http://www.linkedin.com/company/thurston-county-public-health-&-social-services-department,,Health,7852,,14040000,1,,,,,,,https://www.growjo.com/company/Thurston_County_Public_Health_&_Social_Services_Department,https://www.indeed.com/jobs?q=company%3A(Thurston County Public Health & Social Services Department),58%,For Contact Direct Phone Numbers and Emails see Lead411
Cyber Defense Labs,cyberdefenselabs.com,,,,62,http://www.linkedin.com/company/cyber-defense-labs,2011,IT Security,7853,,12648000,1,"Enterprise Software,Government,Information Security,Physical Security,Security",,,B2B,,,https://www.growjo.com/company/Cyber_Defense_Labs,https://www.indeed.com/jobs?q=company%3A(Cyber Defense Labs),41%,For Contact Direct Phone Numbers and Emails see Lead411
Go Green Agriculture,gogreenagriculture.com,Encinitas,CA,United States,62,http://www.linkedin.com/company/go-green-agriculture,2009,Farming,7854,12367,,1,,,,,,,https://www.growjo.com/company/Go_Green_Agriculture,https://www.indeed.com/jobs?q=company%3A(Go Green Agriculture),41%,For Contact Direct Phone Numbers and Emails see Lead411
August Bioservices,augustbio.com,Nashville,TN,United States,62,http://www.linkedin.com/company/august-bioservices-llc,2017,Pharma,7855,8453,12462000,1,,,,,,,https://www.growjo.com/company/August_Bioservices,https://www.indeed.com/jobs?q=company%3A(August Bioservices),41%,For Contact Direct Phone Numbers and Emails see Lead411
SMS Hospitality,sms-hospitality.com,Nashville,TN,United States,62,http://www.linkedin.com/company/sms-hospitality,1988,Facilities,7856,,14818000,1,,,,,,,https://www.growjo.com/company/SMS_Hospitality,https://www.indeed.com/jobs?q=company%3A(SMS Hospitality),41%,For Contact Direct Phone Numbers and Emails see Lead411
Wallace Finance,wallacemgt.com,McAlester,OK,United States,62,http://www.linkedin.com/company/wallace-management-co,1980,Finance,7857,9709,13020000,1,,,,,,,https://www.growjo.com/company/Wallace_Finance,https://www.indeed.com/jobs?q=company%3A(Wallace Finance),41%,For Contact Direct Phone Numbers and Emails see Lead411
Mￃﾃￂﾼnzer Bioindustrie GmbH,muenzer.at,Sinabelkirchen,,Austria,62,http://www.linkedin.com/company/m%C3%BCnzer-bioindustrie-gmbh,1991,Energy/Oil,7858,8536,15190000,1,,,,,,,https://www.growjo.com/company/Mￃﾃￂﾼnzer_Bioindustrie_GmbH,https://www.indeed.com/jobs?q=company%3A(Mￃﾃￂﾼnzer Bioindustrie GmbH),41%,For Contact Direct Phone Numbers and Emails see Lead411
PXG (PARSONS XTREME GOLF),pxg.com,Scottsdale,AZ,United States,287,http://www.linkedin.com/company/parsons-xtreme-golf,2014,Sports,7859,7749,45920000,1,,,,,,,https://www.growjo.com/company/PXG_(PARSONS_XTREME_GOLF),https://www.indeed.com/jobs?q=company%3A(PXG (PARSONS XTREME GOLF)),42%,For Contact Direct Phone Numbers and Emails see Lead411
Captain Jay's,captainjays.net,Detroit,MI,United States,99,http://www.linkedin.com/company/captain-jay-s,2003,Food,7860,,26730000,1,,,,,,,https://www.growjo.com/company/Captain_Jay's,https://www.indeed.com/jobs?q=company%3A(Captain Jay's),41%,For Contact Direct Phone Numbers and Emails see Lead411
Jorie Healthcare Partners,joriehc.com,Oak Brook,IL,United States,99,http://www.linkedin.com/company/jorie-health-care-partners,2015,Hospital/Healthcare,7861,1026,26730000,1,,,,,,,https://www.growjo.com/company/Jorie_Healthcare_Partners,https://www.indeed.com/jobs?q=company%3A(Jorie Healthcare Partners),41%,For Contact Direct Phone Numbers and Emails see Lead411
buro Nexus,buronexus.be,Antwerpen,,Belgium,454,http://www.linkedin.com/company/buro-nexus,2015,Recruiting,7862,6469,54480000,36,,,,,,,https://www.growjo.com/company/buro_Nexus,https://www.indeed.com/jobs?q=company%3A(buro Nexus),39%,For Contact Direct Phone Numbers and Emails see Lead411
Envera Health,enverahealth.com,Richmond,VA,United States,136,http://www.linkedin.com/company/envera-health,,Hospital/Healthcare,7863,,36720000,1,,,,,,$16M,https://www.growjo.com/company/Envera_Health,https://www.indeed.com/jobs?q=company%3A(Envera Health),42%,For Contact Direct Phone Numbers and Emails see Lead411
Otrium,otrium.com,Amsterdam,,Netherlands,173,http://www.linkedin.com/company/otrium,2015,Tech Services,7864,5853,25085000,1,,,,,,,https://www.growjo.com/company/Otrium,https://www.indeed.com/jobs?q=company%3A(Otrium),42%,For Contact Direct Phone Numbers and Emails see Lead411
American Auto Shield,americanautoshield.com,LAKEWOOD,CO,United States,173,http://www.linkedin.com/company/american-auto-shield-llc,2002,Automotive,7865,9064,57090000,1,,,,,,,https://www.growjo.com/company/American_Auto_Shield,https://www.indeed.com/jobs?q=company%3A(American Auto Shield),42%,For Contact Direct Phone Numbers and Emails see Lead411
Zulzi,zulzi.com,Sandton,,South Africa,44,http://www.linkedin.com/company/zulzi-com,2016,Tech Services,7866,6687,6380000,1,,,,,,,https://www.growjo.com/company/Zulzi,https://www.indeed.com/jobs?q=company%3A(Zulzi),57%,For Contact Direct Phone Numbers and Emails see Lead411
Our Town Hospitality,ourtownhospitality.com,Williamsburg,VA,United States,44,http://www.linkedin.com/company/our-town-hospitality,2019,Hospitality,7867,,11176000,1,,,,,,,https://www.growjo.com/company/Our_Town_Hospitality,https://www.indeed.com/jobs?q=company%3A(Our Town Hospitality),57%,For Contact Direct Phone Numbers and Emails see Lead411
United Apartment Group,uaginc.com,San Antonio,TX,United States,44,http://www.linkedin.com/company/unitedapartmentgroup,1995,Real Estate,7868,11201,,1,,,,,,,https://www.growjo.com/company/United_Apartment_Group,https://www.indeed.com/jobs?q=company%3A(United Apartment Group),57%,For Contact Direct Phone Numbers and Emails see Lead411
MDHearingAid,mdhearingaid.com,Chicago,IL,United States,44,http://www.linkedin.com/company/mdhearing,2008,Medical Equip,7869,,11044000,1,,,,,,,https://www.growjo.com/company/MDHearingAid,https://www.indeed.com/jobs?q=company%3A(MDHearingAid),57%,For Contact Direct Phone Numbers and Emails see Lead411
NetNordic Denmark,netnordic.com,,,Denmark,44,http://www.linkedin.com/company/netnordicdanmark,2001,Tech Services,7870,9793,6380000,1,,,,,,,https://www.growjo.com/company/NetNordic_Denmark,https://www.indeed.com/jobs?q=company%3A(NetNordic Denmark),57%,For Contact Direct Phone Numbers and Emails see Lead411
Eurofins BioPharma Product Testing (US),eurofinsus.com,Lancaster,PA,United States,44,http://www.linkedin.com/company/eurofins-biopharma-product-testing-usa,,Biotech,7871,,6820000,1,,,,,,,https://www.growjo.com/company/Eurofins_BioPharma_Product_Testing_(US),https://www.indeed.com/jobs?q=company%3A(Eurofins BioPharma Product Testing (US)),57%,For Contact Direct Phone Numbers and Emails see Lead411
Metabolic Living,metabolicliving.com,Wilmington,NC,United States,44,http://www.linkedin.com/company/metabolic-living,2011,Health,7872,6283,11880000,1,,,,,,,https://www.growjo.com/company/Metabolic_Living,https://www.indeed.com/jobs?q=company%3A(Metabolic Living),57%,For Contact Direct Phone Numbers and Emails see Lead411
Notre Dame Student Government,studentgovernment.nd.edu,Notre Dame,IN,United States,89,http://www.linkedin.com/company/ndstudentgovernment,,Education,7873,,16020000,1,,,,,,,https://www.growjo.com/company/Notre_Dame_Student_Government,https://www.indeed.com/jobs?q=company%3A(Notre Dame Student Government),41%,For Contact Direct Phone Numbers and Emails see Lead411
Thrive Causemetics,thrivecausemetics.com,Los Angeles,CA,United States,89,http://www.linkedin.com/company/thrive-causemetics,2014,Cosmetics,7874,8193,,1,,,,,,$260K,https://www.growjo.com/company/Thrive_Causemetics,https://www.indeed.com/jobs?q=company%3A(Thrive Causemetics),41%,For Contact Direct Phone Numbers and Emails see Lead411
University of North Texas Health Science Center School of Public Health,unthsc.edu,Fort Worth,TX,United States,89,http://www.linkedin.com/company/university-of-north-texas-health-science-center-school-of-public-health,1970,Hospital/Healthcare,7875,10306,24030000,1,,,,,,,https://www.growjo.com/company/University_of_North_Texas_Health_Science_Center_School_of_Public_Health,https://www.indeed.com/jobs?q=company%3A(University of North Texas Health Science Center School of Public Health),41%,For Contact Direct Phone Numbers and Emails see Lead411
QuickBox Fulfillment,quickbox.com,Denver,CO,United States,89,http://www.linkedin.com/company/quickbox-fulfillment,2004,Warehousing,7876,15392,,1,,,,,,,https://www.growjo.com/company/QuickBox_Fulfillment,https://www.indeed.com/jobs?q=company%3A(QuickBox Fulfillment),41%,For Contact Direct Phone Numbers and Emails see Lead411
Block Renovation,blockrenovation.com,BROOKLYN,NY,United States,89,http://www.linkedin.com/company/blockrenovation,,Consumer,7877,4832,22339000,1,,,,,,,https://www.growjo.com/company/Block_Renovation,https://www.indeed.com/jobs?q=company%3A(Block Renovation),41%,For Contact Direct Phone Numbers and Emails see Lead411
Arrive Logistics,arrivelogistics.com,Austin,TX,United States,999,http://www.linkedin.com/company/arrive-logistics,2014,Logistics,7878,1275,304695000,44,Transportation,Lead Edge Capital,,,,$35M,https://www.growjo.com/company/Arrive_Logistics,https://www.indeed.com/jobs?q=company%3A(Arrive Logistics),4%,For Contact Direct Phone Numbers and Emails see Lead411
Wildling Shoes GmbH,wildling.shoes,Gummersbach,,United States,79,http://www.linkedin.com/company/wildling-shoes-gmbh,2015,Apparel,7879,7912,18012000,1,,,,,,,https://www.growjo.com/company/Wildling_Shoes_GmbH,https://www.indeed.com/jobs?q=company%3A(Wildling Shoes GmbH),41%,For Contact Direct Phone Numbers and Emails see Lead411
SurveySparrow,surveysparrow.com,Walnut,CA,United States,79,http://www.linkedin.com/company/surveysparrow,2017,Tech Services,7880,2786,11455000,1,saas,,,,,$1.4M,https://www.growjo.com/company/SurveySparrow,https://www.indeed.com/jobs?q=company%3A(SurveySparrow),41%,For Contact Direct Phone Numbers and Emails see Lead411
Centiva Capital,centivacapital.com,New York,NY,United States,79,http://www.linkedin.com/company/centiva-capital,2016,Finance,7881,6220,16590000,1,,,,,,,https://www.growjo.com/company/Centiva_Capital,https://www.indeed.com/jobs?q=company%3A(Centiva Capital),41%,For Contact Direct Phone Numbers and Emails see Lead411
Powell Software,powell-365.com,Viroflay,,United States,79,http://www.linkedin.com/company/powell-software,2015,Tech Services,7882,7793,11455000,1,,,,,,,https://www.growjo.com/company/Powell_Software,https://www.indeed.com/jobs?q=company%3A(Powell Software),41%,For Contact Direct Phone Numbers and Emails see Lead411
Gunnison Consulting Group,gunnisonconsulting.com,Alexandria,VA,United States,85,http://www.linkedin.com/company/gunnison-consulting-group-inc-,1994,Tech Services,7883,,12325000,1,,,,,,,https://www.growjo.com/company/Gunnison_Consulting_Group,https://www.indeed.com/jobs?q=company%3A(Gunnison Consulting Group),27%,For Contact Direct Phone Numbers and Emails see Lead411
Salon Media Group,salon.com,New York,NY,United States,207,http://www.linkedin.com/company/salon-media-group,,Publishing,7884,8573,,1,,,,,,$32.7M,https://www.growjo.com/company/Salon_Media_Group,https://www.indeed.com/jobs?q=company%3A(Salon Media Group),42%,For Contact Direct Phone Numbers and Emails see Lead411
LIVI,career.kry.se,,,UK,207,http://www.linkedin.com/company/livi2,2014,Tech Services,7885,6511,30015000,1,,,,,,,https://www.growjo.com/company/LIVI,https://www.indeed.com/jobs?q=company%3A(LIVI),42%,For Contact Direct Phone Numbers and Emails see Lead411
