,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
408,CA,37.419347,-122.089639,94043,c:11307,Mountain View,Mountain View CA 94043,Exaprotect,1,1/1/2004,Still Operating,7/10/2006,7/10/2006,2.5233,2.5233,4.0027,9.8849,5,1,7660000,3,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:11307,0,0,1,0,0,0,6.0,1,acquired,exaprotect
409,MA,42.537592,-71.51201,1460,c:37929,Littleton,Littleton MA 1460,Akorri Networks,1,1/1/2005,Still Operating,5/5/2005,3/23/2010,0.3397,5.2247,3.0,6.0329,5,4,48730000,3,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:37929,1,0,1,1,1,0,3.0,1,acquired,akorri networks
410,CA,34.054935,-118.244476,90032,c:47115,Los Angeles,Los Angeles CA 90032,Giiv,0,1/1/2009,8/1/2012,1/1/2009,6/1/2010,0.0,1.4137,1.4137,1.4137,1,2,3350000,1,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:47115,0,1,1,0,0,0,2.5,1,closed,giiv
411,CA,34.141876,-118.132377,91203,c:11817,Glendale,Glendale CA 91203,MyShape,0,9/1/2003,4/1/2013,7/17/2007,11/10/2010,3.8767,7.1973,2.6658,7.1973,3,4,28000000,2,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:11817,1,0,0,1,1,0,3.0,1,closed,myshape
412,TX,30.2702703,-97.742204,78701,c:81476,Austin,Austin TX 78701,BlackLocus,1,1/1/2010,Still Operating,7/1/2011,7/1/2011,1.4959,1.4959,2.0849,2.0849,5,1,2500000,1,TX,0,0,0,1,0,analytics,0,0,0,0,0,0,0,0,0,1,c:81476,0,0,1,0,0,0,2.0,1,acquired,blacklocus
413,IL,41.889474,-87.628912,60610,c:155,Chicago,Chicago IL 60610,FeedBurner,1,2/1/2004,Still Operating,6/1/2004,4/1/2005,0.3315,1.1644,2.0795,9.3507,16,2,8000000,4,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:155,0,0,1,1,0,0,4.0,1,acquired,feedburner
414,NY,40.73901,-73.997259,10011,c:9822,New York,New York NY 10011,DailyBurn,1,10/1/2007,Still Operating,5/1/2008,5/26/2009,0.5836,1.6521,0.6329,4.263,6,2,540000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:9822,0,1,0,0,0,0,2.5,1,acquired,dailyburn
415,CA,37.780716,-122.39391299999998,94107,c:93,San Francisco,San Francisco CA 94107,CastTV,1,1/1/2006,Still Operating,1/1/2006,4/1/2007,0.0,1.2466,1.0,5.4384,4,2,3100000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:93,0,1,1,0,0,0,2.0,1,acquired,casttv
416,NY,40.750519,-73.993494,10001,c:37635,New York,New York NY 10001,Venmo,1,4/4/2009,Still Operating,5/7/2010,8/1/2011,1.0904,2.326,2.8301,4.6904,8,2,1200000,2,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:37635,0,1,1,0,0,0,6.0,1,acquired,venmo
417,NY,40.752516,-73.973072,10017,c:1627,New York,New York NY 10017,WeShow,0,6/1/2007,12/2/2008,6/1/2007,6/1/2007,0.0,0.0,0.1096,0.1096,2,1,5000000,1,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:1627,0,0,1,0,0,0,2.0,0,closed,weshow
418,CA,37.785655,-122.398393,CA 94105,c:15294,San Francisco,San Francisco CA CA 94105,SenSage,1,8/18/2004,Still Operating,4/18/2005,1/1/2012,0.6658,7.3753,2.3726,2.3726,6,6,37079000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:15294,1,0,0,0,1,1,3.8,1,acquired,sensage
