,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
724,OR,45.3774456,-122.7569561,97062,c:23251,Tualatin,Tualatin OR 97062,Wi-Chi,0,1/1/2008,12/10/2011,5/15/2008,5/15/2008,0.3699,0.3699,3.0553530479896267,4.754422568093387,3,1,7000000,0,OR,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:23251,0,0,1,0,0,0,1.0,1,closed,wi-chi
725,MA,42.3624253,-71.116031,2139,c:25600,Cambridge,Cambridge MA 2139,Alnara Pharmaceuticals,1,1/1/2008,Still Operating,10/30/2008,1/28/2010,0.8301,2.0767,1.0027,1.0027,4,2,55000000,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:25600,0,0,1,1,0,0,2.0,1,acquired,alnara pharmaceuticals
726,CA,37.78505300000001,-122.287295,60606,c:46943,Chicago,Chicago CA 60606,Braintree,1,10/1/2007,Still Operating,6/29/2011,9/17/2012,3.7452,4.9671,4.6822,4.8384,10,2,69000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46943,0,0,1,1,0,0,3.5,1,acquired,braintree
727,CA,37.421692,-121.894156,95035-5444,c:15829,Milpitas,Milpitas CA 95035-5444,Virident Systems,1,1/1/2006,Still Operating,5/1/2007,1/28/2013,1.3288,7.0795,4.874,7.0055,25,8,129677153,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:15829,1,0,1,1,1,1,3.0,1,acquired,virident systems
728,CA,37.502169,-122.217727,94063,c:25737,Redwood City,Redwood City CA 94063,Pearl Therapeutics,1,1/1/2006,Still Operating,7/3/2008,4/1/2013,2.5041,7.2521,3.0553530479896267,4.754422568093387,4,6,232000100,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:25737,0,0,1,0,1,1,3.6667,1,acquired,pearl therapeutics
729,CA,37.388869,-122.072353,94041,c:28483,Mountain View,Mountain View CA 94041,Lexity,1,8/1/2009,Still Operating,9/1/2009,3/3/2011,0.0849,1.5863,2.1151,4.0,5,2,5700000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:28483,0,1,1,0,0,0,4.0,1,acquired,lexity
730,MA,42.276316,-71.419229,1702,c:21040,Framingham,Framingham MA 1702,Diligent Technologies,1,1/1/2002,Still Operating,8/21/2007,8/21/2007,5.6384,5.6384,4.2493,4.2493,3,1,10500000,1,MA,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,c:21040,0,0,0,0,0,1,4.0,1,acquired,diligent technologies
731,NY,41.019264,-73.683462,10573,c:15458,Rye Brook,Rye Brook NY 10573,eBillme,0,10/1/2004,6/15/2012,9/20/2006,9/1/2008,1.9699,3.9205,3.0553530479896267,4.754422568093387,2,2,23000000,0,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:15458,1,0,0,0,0,0,3.0,1,closed,ebillme
732,WA,47.676378,-122.122155,98052,c:1590,Redmond,Redmond WA 98052,Smilebox,1,8/28/2000,Still Operating,2/1/2006,2/23/2010,5.4329,9.4959,3.0553530479896267,4.754422568093387,13,3,14000000,0,WA,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,c:1590,0,0,1,1,0,0,3.0,1,acquired,smilebox
733,CA,37.536402,-122.325129,94403,c:5988,San Mateo,San Mateo CA 94403,B-hive Networks,1,1/1/2005,Still Operating,8/25/2006,8/25/2006,1.6466,1.6466,3.0553530479896267,4.754422568093387,4,2,7500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5988,0,1,1,0,0,0,2.0,1,acquired,b-hive networks
734,NY,40.650104,-73.94958199999998,11211,c:34549,Brooklyn,Brooklyn NY 11211,Hot Potato,1,1/1/2009,Still Operating,11/25/2009,11/25/2009,0.8986,0.8986,0.4137,1.6329,12,1,1420000,3,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:34549,0,0,1,0,0,0,16.0,1,acquired,hot potato
735,WA,47.6257402,-122.3581623,98119,c:19538,Seattle,Seattle WA 98119,Kashless,0,9/1/2008,12/25/2010,10/29/2008,2/4/2011,0.1589,2.4274,-0.1699,2.2137,1,2,9000000,2,WA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:19538,1,0,1,0,0,0,1.0,1,closed,kashless
736,PA,40.245664,-74.845997,19067,c:29605,Yardley,Yardley PA 19067,Three Screen Games,0,1/1/2009,3/14/2012,10/7/2009,10/7/2009,0.7644,0.7644,3.0553530479896267,4.754422568093387,3,1,500000,0,PA,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,c:29605,1,0,0,0,0,0,1.0,1,closed,three screen games
737,CA,37.388869,-122.072353,94041,c:148139,Mountain View,Mountain View CA 94041,LaunchGram,1,1/10/2012,Still Operating,1/23/2012,10/1/2012,0.0356,0.726,0.474,0.9205,4,2,70000,2,CA,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:148139,0,1,0,0,0,0,1.0,1,acquired,launchgram
738,CA,33.09568,-117.244034,92009,c:904,Carlsbad,Carlsbad CA 92009,BrightQube,0,10/1/2006,10/1/2009,5/1/2007,5/27/2008,0.5808,1.6548,3.0553530479896267,4.754422568093387,3,2,850000,0,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:904,0,1,1,0,0,0,1.0,1,closed,brightqube
739,CA,34.019657,-118.487549,90401,c:64694,Santa Monica,Santa Monica CA 90401,ServiceMesh,1,1/1/2008,Still Operating,11/16/2011,11/16/2011,3.8767,3.8767,3.0027,5.8329,9,1,15000000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:64694,1,0,0,0,0,0,1.0,1,acquired,servicemesh
740,CA,37.788266,-122.403865,94108,c:1923,San Francisco,San Francisco CA 94108,Lookery,1,8/1/2007,Still Operating,2/7/2008,9/4/2008,0.5205,1.0959,0.2521,2.0575,12,2,3150000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1923,0,1,1,0,0,0,11.5,1,acquired,lookery
741,CA,37.779281,-122.419236,94109,c:152560,San Francisco,San Francisco CA 94109,Wantful,0,1/1/2011,9/6/2013,3/20/2012,3/20/2012,1.2164,1.2164,1.4164,2.6822,6,1,5500000,2,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:152560,0,0,1,0,0,0,8.0,1,closed,wantful
742,CA,38.021489,-122.519998,94903,c:71639,San Rafael,San Rafael CA 94903,Zep Solar,1,1/1/2009,Still Operating,11/20/2013,11/20/2013,4.8877,4.8877,3.2877,3.2877,8,1,10571182,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:71639,0,0,1,0,0,0,1.0,0,acquired,zep solar
743,CA,34.102827000000005,-118.32999,90028,c:65601,Hollywood,Hollywood CA 90028,Help Me Rent Magazine,0,1/1/2010,5/1/2012,8/1/2010,8/1/2010,0.5808,0.5808,3.0553530479896267,4.754422568093387,13,1,500000,0,CA,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,c:65601,0,1,0,0,0,0,1.0,0,closed,help me rent magazine
744,CA,37.872222,-122.268403,94710,c:2351,Berkeley,Berkeley CA 94710,MOG,1,6/1/2005,Still Operating,5/4/2006,2/26/2010,0.9233,4.7425,0.6712,7.7671,12,7,24900000,3,CA,1,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:2351,1,1,1,0,0,0,3.0,1,acquired,mog
745,CA,34.147645000000004,-118.144478,91105,c:6854,Pasadena,Pasadena CA 91105,Loud3r,0,9/1/2007,7/15/2012,6/5/2009,12/28/2009,1.7616,2.326,0.8767,3.0274,12,2,3529175,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:6854,1,0,1,0,0,0,1.0,0,closed,loud3r
746,NY,40.74188770000001,-74.00474659999998,10011,c:25306,New York,New York NY 10011,Oyster.com,1,3/1/2008,Still Operating,3/1/2008,10/11/2012,0.0,4.6164,3.2904,5.2685,15,4,23400000,3,NY,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:25306,0,0,1,1,1,0,2.25,1,acquired,oyster.com
747,CA,37.4155698,-121.9486567,95134,c:10915,San Jose,San Jose CA 95134,LogLogic,1,1/1/2002,Still Operating,5/26/2009,5/26/2009,7.4027,7.4027,7.4,11.874,15,1,8800000,3,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:10915,0,0,0,0,0,1,5.0,1,acquired,loglogic
748,NY,40.728425,-73.999882,10012,c:70661,New York,New York NY 10012,StyleTrek,0,2/1/2010,1/1/2012,2/1/2010,2/1/2010,0.0,0.0,0.3288,0.3288,2,1,1500000,1,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:70661,0,0,0,0,0,0,6.0,1,closed,styletrek
749,CA,32.988246999999994,-117.080769,92128,c:9668,San Diego,San Diego CA 92128,Sequoia Communications,0,1/1/2000,1/1/2011,11/9/2004,6/2/2009,4.8603,9.4247,3.0553530479896267,4.754422568093387,3,7,74000000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:9668,1,0,0,0,1,1,2.0,1,closed,sequoia communications
750,OR,45.520247,-122.674195,97201,c:2434,Portland,Portland OR 97201,SnapNames,1,1/1/2000,Still Operating,6/1/2001,12/31/2001,1.4164,2.0,7.0055,11.4219,3,3,8800000,2,OR,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:2434,0,0,1,1,0,0,1.0,0,acquired,snapnames
751,CA,37.77522800000001,-122.39963,94107,c:522,San Francisco,San Francisco CA 94107,Simple Star,1,1/1/2001,Still Operating,8/1/2003,8/10/2005,2.5808,4.6082,0.5808,10.2219,3,2,7100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:522,0,1,1,0,0,0,1.5,1,acquired,simple star
752,MA,42.3751,-71.105616,2142,c:1165,Cambridge,Cambridge MA 2142,StyleFeeder,1,5/3/2006,Still Operating,9/1/2007,5/1/2009,1.3315,2.9973,2.1616,5.9616,8,3,3500000,6,MA,0,0,1,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:1165,1,1,1,0,0,0,1.6667,1,acquired,stylefeeder
753,CA,37.36883,-122.03635,94089,c:80433,Sunnyvale,Sunnyvale CA 94089,FlashSoft,1,11/25/2009,Still Operating,6/28/2011,6/28/2011,1.589,1.589,1.1863,2.5452,6,1,3000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:80433,0,0,1,0,0,0,2.0,1,acquired,flashsoft
754,NY,42.961748,-78.870914,14217,c:79456,Kenmore,Kenmore NY 14217,TrustDegrees,0,3/1/2011,1/1/2012,4/17/2011,6/9/2011,0.1288,0.274,0.3068,0.3068,5,2,11000,1,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:79456,0,1,0,0,0,0,1.0,0,closed,trustdegrees
755,CA,33.55327800000001,-117.6779,92677,c:17282,Laguna Niguel,Laguna Niguel CA 92677,Symwave,1,1/1/2001,Still Operating,7/18/2007,8/6/2009,6.5452,8.6,5.0027,5.0027,4,3,26200000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:17282,1,0,0,0,1,0,2.5,1,acquired,symwave
756,CA,37.398022,-122.049143,94043,c:3610,Mountain View,Mountain View CA 94043,Clearwell Systems,1,12/6/2004,5/19/2011,4/4/2006,8/22/2007,1.3259999999999998,2.7096,4.3699,6.462999999999999,6,2,29000000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3610,0,0,0,1,1,0,2.5,1,acquired,clearwell systems
757,CA,37.400945,-122.111318,94040-1309,c:30667,Mountain View,Mountain View CA 94040-1309,Impeva,0,1/1/2004,3/16/2012,11/3/2008,11/3/2008,4.8438,4.8438,3.0553530479896267,4.754422568093387,2,1,10000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:30667,0,0,0,1,0,0,2.0,0,closed,impeva
758,CA,32.833501,-117.26162,92037,c:59054,La Jolla,La Jolla CA 92037,Nettle,0,10/4/2010,1/1/2012,8/11/2011,8/11/2011,0.8521,0.8521,0.0,2.9425,3,1,500000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:59054,0,1,0,0,0,0,3.0,1,closed,nettle
759,CA,37.487259,-122.232217,94063,c:22721,Redwood City,Redwood City CA 94063,CubeTree,1,1/1/2008,Still Operating,2/1/2008,11/2/2009,0.0849,1.8384,1.4164,2.337,3,3,11500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:22721,0,1,1,1,0,0,1.5,1,acquired,cubetree
760,TX,30.2734822,-97.7588828,78703,c:22168,Austin,Austin TX 78703,Infochimps,1,7/14/2009,Still Operating,9/14/2010,6/4/2013,1.1699,3.8932,2.3014,3.4301,8,5,5350000,3,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:22168,0,1,1,0,0,0,3.0,1,acquired,infochimps
761,CA,37.787126,-122.39783,94105,c:1205,San Francisco,San Francisco CA 94105,Songbird,0,2/1/2006,6/28/2013,10/2/2006,1/27/2010,0.6658,3.989,5.0849,7.3699,27,3,11015719,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1205,1,0,1,0,0,0,2.0,1,closed,songbird
762,CA,37.779281,-122.419236,94103,c:23139,San Francisco,San Francisco CA 94103,SimpleGeo,1,5/1/2009,Still Operating,11/10/2009,5/18/2010,0.5288,1.0466,1.2959,3.3781,30,3,9807367,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:23139,0,1,1,0,0,0,8.6667,1,acquired,simplegeo
763,CA,37.779281,-122.419236,94110,c:51379,San Francisco,San Francisco CA 94110,1000memories,1,7/1/2010,Still Operating,1/1/2010,2/16/2011,-0.4959,0.6301,0.589,3.011,8,2,2535000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:51379,0,1,1,0,0,0,5.0,1,acquired,1000memories
764,TX,32.958634,-96.823641,75001,c:23107,Addison,Addison TX 75001,SensorLogic,1,1/1/2002,Still Operating,6/19/2007,12/13/2010,5.4658,8.9534,8.8384,8.9534,4,3,19000000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:23107,1,0,0,1,1,0,5.3333,1,acquired,sensorlogic
765,CA,37.388869,-122.072353,94041,c:50162,Mountain View,Mountain View CA 94041,TouristEye,1,2/1/2010,Still Operating,2/1/2010,11/6/2012,0.0,2.7644,1.1616,1.1616,4,3,475000,1,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:50162,0,1,0,0,0,0,4.0,0,acquired,touristeye
766,NY,40.730646,-73.986614,10005,c:15470,New York,New York NY 10005,Oberon Media,1,1/1/2003,Still Operating,10/6/2008,11/10/2010,5.7671,7.862999999999999,9.2575,9.2575,16,2,36000000,1,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:15470,1,0,0,1,0,0,1.0,1,acquired,oberon media
767,CA,37.662431,-121.874679,94588,c:58237,Pleasanton,Pleasanton CA 94588,Arroyo Video Solutions,1,1/1/2002,Still Operating,3/2/2005,3/2/2005,3.1671,3.1671,3.0553530479896267,4.754422568093387,4,1,12000000,0,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:58237,0,0,0,0,1,0,5.0,1,acquired,arroyo video solutions
768,CA,39.78373,-100.445882,92130-2042,c:25001,San Diego,San Diego CA 92130-2042,Aragon Pharmaceuticals,1,1/1/2009,Still Operating,5/27/2009,10/4/2012,0.4,3.7589,3.0,3.0,15,4,122000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:25001,0,0,1,1,1,1,2.5,1,acquired,aragon pharmaceuticals
769,NY,40.730646,-73.986614,10005,c:163104,New York,New York NY 10005,#waywire,1,6/1/2012,Still Operating,6/30/2012,6/30/2012,0.0795,0.0795,0.5014,1.3781,8,1,1750000,2,NY,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:163104,0,0,0,0,0,0,5.0,1,acquired,#waywire
770,NY,40.729839,-73.991781,10003,c:43263,New York,New York NY 10003,Feedtrace,1,8/10/2009,Still Operating,3/1/2010,3/1/2010,0.5562,0.5562,-0.0247,1.9288,3,1,130000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:43263,0,1,0,0,0,0,1.0,0,acquired,feedtrace
771,OH,41.505161,-81.693445,44131,c:37173,Cleveland,Cleveland OH 44131,Five Star Technologies,0,1/1/1999,2/2/2012,11/30/2006,11/24/2009,7.9178,10.9041,3.0553530479896267,4.754422568093387,4,3,13222860,0,OH,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:37173,1,0,0,0,0,0,3.0,1,closed,five star technologies
772,IN,39.914281,-86.07647800000002,46250,c:12179,Indianapolis,Indianapolis IN 46250,Vontoo,0,1/1/2005,10/31/2012,2/17/2009,2/24/2011,4.1315,6.1507,5.5699,6.1096,10,2,2192000,3,IN,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:12179,1,0,0,1,0,0,3.0,0,closed,vontoo
773,MA,42.3751,-71.105616,2142,c:42501,Cambridge,Cambridge MA 2142,Allurent,1,1/1/2005,Still Operating,2/22/2010,2/22/2010,5.1452,5.1452,2.0,2.0,4,1,2000000,1,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:42501,1,0,0,0,0,0,1.0,1,acquired,allurent
774,CA,37.5455355,-122.32088020000002,94608,c:15017,Emeryville,Emeryville CA 94608,Quantivo,1,1/1/2005,Still Operating,1/9/2008,12/16/2009,3.0219,4.9589,6.5836,6.6822,11,2,9400000,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:15017,0,0,1,0,0,0,2.0,1,acquired,quantivo
775,CA,37.431091,-122.099263,94043,c:17320,Mountain View,Mountain View CA 94043,Crossing Automation,1,1/1/2003,Still Operating,5/5/2008,3/23/2010,5.3452,7.2274,3.0553530479896267,4.754422568093387,2,4,13045000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:17320,0,0,1,1,0,0,2.0,1,acquired,crossing automation
776,CA,25.752358,-80.25468000000002,94104,c:1716,San Francisco,San Francisco CA 94104,Scrapblog,1,1/1/2006,Still Operating,3/6/2006,2/5/2010,0.1753,4.0986,0.7342,5.0493,8,4,10000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1716,0,0,1,1,1,0,1.25,1,acquired,scrapblog
777,CA,37.558245,-122.302654,94402,c:6356,San Mateo,San Mateo CA 94402,Yield Software,1,1/1/2007,Still Operating,6/4/2008,6/4/2008,1.4247,1.4247,1.0,1.0,7,1,6000000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:6356,0,0,0,1,0,0,2.0,1,acquired,yield software
778,PA,40.03935300000001,-76.307448,17603,c:7163,Lancaster,Lancaster PA 17603,FlyCast,0,1/1/2006,1/1/2013,1/1/2008,7/22/2009,2.0,3.5562,4.5699,4.5699,3,2,2100000,1,PA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:7163,1,1,0,0,0,0,2.0,0,closed,flycast
779,WA,39.78373,-100.445882,98104,c:46835,Seattle,Seattle WA 98104,Off & Away,1,12/1/2009,Still Operating,5/3/2010,10/21/2010,0.4192,0.8877,0.0849,1.863,3,2,3250000,3,WA,0,0,0,0,1,travel,0,0,0,0,0,0,0,0,0,1,c:46835,1,0,1,0,0,0,1.0,1,acquired,off & away
780,CA,37.3969138,-121.8939054,95131,c:18027,San Jose,San Jose CA 95131,CypherMax,0,1/1/2000,9/10/2012,7/27/2006,2/25/2007,6.5726,7.1562,3.0553530479896267,4.754422568093387,1,3,148000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:18027,1,0,0,1,0,0,3.5,1,closed,cyphermax
781,CA,34.185043,-118.878852,91360,c:17634,Thousand Oaks,Thousand Oaks CA 91360,Nexsan,1,1/1/2000,Still Operating,12/1/2003,4/18/2009,3.9178,9.3014,10.7507,10.7507,10,2,24500000,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:17634,1,0,1,0,0,0,2.0,1,acquired,nexsan
782,UT,40.233844,-111.658534,84087,c:47341,Provo,Provo UT 84087,Tipping Bucket,0,4/8/2009,1/1/2012,4/1/2009,3/1/2010,-0.0192,0.8959,1.063,1.063,4,2,72000,1,UT,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:47341,0,1,0,0,0,0,1.0,0,closed,tipping bucket
783,CA,37.416597,-122.154064,94304,c:42610,Palo Alto,Palo Alto CA 94304,Qlusters,0,1/1/2001,9/11/2008,8/8/2007,8/8/2007,6.6027,6.6027,4.0027,4.0027,3,1,10360000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:42610,0,0,0,0,1,0,5.0,1,closed,qlusters
784,NY,40.775309,-73.98365600000002,10001,c:10137,New York,New York NY 10001,Producteev,1,7/8/2008,Still Operating,7/15/2008,2/1/2010,0.0192,1.5699,2.4849,4.8712,12,3,1310000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:10137,0,1,0,0,0,0,6.0,1,acquired,producteev
785,NY,40.759089,-73.987573,10036,c:47662,New York,New York NY 10036,SpinTheCam,0,2/12/2010,2/17/2012,1/1/2010,1/1/2010,-0.1151,-0.1151,0.0466,0.0466,1,1,150000,1,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:47662,0,1,0,0,0,0,1.0,0,closed,spinthecam
786,CA,37.229676,-121.971225,95032-5405,c:29387,Los Gatos,Los Gatos CA 95032-5405,Amalfi Semiconductor,1,1/1/2003,Still Operating,2/1/2006,4/24/2012,3.0877,9.3178,0.4959,9.5315,5,3,64000000,2,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:29387,1,0,0,1,1,0,3.3333,1,acquired,amalfi semiconductor
787,OH,39.96226,-83.00070600000002,43207,c:58696,Columbus,Columbus OH 43207,Dormzy,0,5/1/2010,3/1/2013,5/1/2010,5/1/2010,0.0,0.0,0.0,0.0,2,1,250000,1,OH,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:58696,0,1,0,0,0,0,1.0,0,closed,dormzy
788,CA,34.144926,-118.149767,91105,c:13815,Pasadena,Pasadena CA 91105,iChange,1,1/1/2008,Still Operating,10/1/2007,2/1/2010,-0.2521,2.0877,1.4164,1.4164,6,3,1830000,1,CA,1,0,0,0,0,health,0,0,0,0,0,0,0,0,0,1,c:13815,0,1,1,0,0,0,2.0,0,acquired,ichange
