,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
527,MA,42.49173,-71.28179499999997,1730,c:56568,Bedford,Bedford MA 1730,Sionex,0,1/1/2001,8/6/2010,12/7/2005,12/7/2005,4.9342,4.9342,0.0,0.0,2,1,12000000,1,MA,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:56568,0,0,0,0,1,0,4.0,1,closed,sionex
528,CA,37.524422,-122.265869,94002,c:531,Belmont,Belmont CA 94002,sezmi,1,1/1/2007,Still Operating,8/1/2007,11/7/2011,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:531,0,0,1,1,1,0,4.3333,1,acquired,sezmi
529,TN,36.13996,-86.796377,37212,c:10158,Nashville,Nashville TN 37212,StudioNow,1,1/1/2007,Still Operating,6/15/2007,1/29/2013,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,TN,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,c:10158,0,0,1,0,0,0,1.0,0,acquired,studionow
530,CA,37.79402,-122.4031242,94111,c:11438,San Francisco,San Francisco CA 94111,PicApp,1,1/1/2008,Still Operating,9/17/2008,9/17/2008,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:11438,0,0,1,0,0,0,1.0,1,acquired,picapp
531,WA,47.184901,-122.292141,98371,c:75796,Puyallup,Puyallup WA 98371,Million Dollar Earth,0,3/1/2011,10/1/2012,3/7/2011,3/7/2011,0.0164,0.0164,0.0,0.0,1,1,30000,1,WA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:75796,0,1,0,0,0,0,2.0,0,closed,million dollar earth
532,CA,37.538352,-122.299665,94403,c:45428,San Mateo,San Mateo CA 94403,Composite Software,1,1/1/2002,Still Operating,1/1/2002,10/24/2012,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45428,0,1,0,0,0,1,1.0,0,acquired,composite software
533,CA,37.7710177,-122.4025976,94110,c:16365,San Francisco,San Francisco CA 94110,Terracotta,1,1/1/2003,Still Operating,2/27/2006,9/1/2008,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16365,1,0,0,1,0,0,5.0,1,acquired,terracotta
534,MA,42.493447,-71.514104,1719,c:46889,Boxborough,Boxborough MA 1719,FireStar Software,0,1/1/2001,4/29/2010,1/3/2006,1/3/2006,5.0082,5.0082,3.0553530479896267,4.754422568093387,2,1,980000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46889,0,0,0,0,0,0,1.0,0,closed,firestar software
535,CA,37.390956,-122.032795,94085,c:16264,Sunnyvale,Sunnyvale CA 94085,Aquest Systems,0,1/1/2004,11/10/2010,2/26/2007,2/26/2007,3.1562,3.1562,3.0553530479896267,4.754422568093387,0,1,20000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:16264,0,0,0,1,0,0,3.0,1,closed,aquest systems
536,WA,47.603327,-122.334983,98104,c:1253,Seattle,Seattle WA 98104,Faves,0,12/1/2004,12/31/2011,1/1/2004,1/1/2004,-0.9178,-0.9178,3.0553530479896267,4.754422568093387,4,1,1500000,0,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:1253,0,0,0,0,0,0,3.0,0,closed,faves
537,CA,34.031328,-118.471463,90404,c:2838,Santa Monica,Santa Monica CA 90404,Generate,1,1/1/2004,Still Operating,3/4/2008,7/14/2009,4.1753,5.537000000000001,6.3836,6.3836,0,2,8000000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:2838,0,0,1,0,0,0,1.5,1,acquired,generate
538,CA,37.453687,-122.228595,94401,c:732,San Mateo,San Mateo CA 94401,Attributor,1,10/1/2005,Still Operating,1/28/2006,6/10/2010,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:732,0,0,1,1,1,1,4.0,1,acquired,attributor
539,CA,37.552262,-122.292146,94403,c:1853,San Mateo,San Mateo CA 94403,Greenplum Software,1,6/1/2003,Still Operating,3/1/2006,1/1/2008,2.7507,4.589,7.9205,9.211,21,4,61000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:1853,0,0,1,1,1,0,3.0,1,acquired,greenplum software
540,CA,37.396312,-121.961396,95054,c:971,Santa Clara,Santa Clara CA 95054,PlaySpan,1,5/1/2006,Still Operating,9/1/2007,8/19/2010,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:971,1,0,1,1,1,0,4.25,1,acquired,playspan
541,MD,38.963492,-77.091025,20815,c:1107,Chevy Chase,Chevy Chase MD 20815,JackBe,1,1/1/2002,Still Operating,1/10/2006,4/8/2010,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,MD,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:1107,0,0,0,1,1,1,4.3333,1,acquired,jackbe
542,CA,37.496904,-122.333057,94404,c:17252,San Mateo,San Mateo CA 94404,D2C Games,0,1/1/2006,2/26/2008,12/27/2006,8/29/2007,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:17252,0,0,1,0,0,0,1.0,0,closed,d2c games
543,CA,37.557637,-122.28571399999998,94304,c:997,Palo Alto,Palo Alto CA 94304,Zimbra,1,1/1/2003,Still Operating,4/1/2006,4/1/2006,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:997,0,0,0,0,1,0,9.0,1,acquired,zimbra
544,WA,47.5827803,-122.1548103,98005,c:30307,Bellevue,Bellevue WA 98005,Smith & Tinker,0,1/1/2007,11/8/2012,8/25/2009,8/25/2009,2.6493,2.6493,1.0,1.0,1,1,29000000,1,WA,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,c:30307,1,0,0,0,0,0,5.0,1,closed,smith & tinker
545,CA,37.390233,-122.033741,94085,c:16271,Sunnyvale,Sunnyvale CA 94085,Mu Dynamics,1,1/1/2005,Still Operating,1/1/2005,5/19/2008,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:16271,0,0,1,1,1,0,2.6667,1,acquired,mu dynamics
546,CA,34.1411985,-118.7040908,91302,c:22712,Calabasas,Calabasas CA 91302,Fulcrum Microsystems,1,1/1/2000,Still Operating,5/9/2005,3/15/2010,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:22712,1,0,0,0,1,1,5.6667,1,acquired,fulcrum microsystems
547,CA,41.78942,-87.596232,94105,c:9782,San Francisco,San Francisco CA 94105,ReTel Technologies,1,10/1/2007,Still Operating,8/6/2009,12/2/2009,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:9782,0,1,0,0,0,0,4.5,1,acquired,retel technologies
548,CO,39.977763,-105.13193,80027,c:68169,Louisville,Louisville CO 80027,NexGen Storage,1,1/1/2010,Still Operating,2/7/2011,11/15/2011,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,CO,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:68169,1,0,1,0,0,0,2.5,1,acquired,nexgen storage
549,MA,42.479262,-71.152277,1801,c:55354,Woburn,Woburn MA 1801,WAY Systems,1,1/1/2002,Still Operating,10/3/2005,10/3/2005,3.7562,3.7562,-1.0,8.674,2,1,22000000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:55354,0,0,0,0,1,0,4.0,1,acquired,way systems
550,CA,37.459177,-122.173907,94025,c:31488,Menlo Park,Menlo Park CA 94025,Roxro Pharma,0,1/1/1999,1/1/2001,6/12/2007,6/12/2007,8.4493,8.4493,3.0553530479896267,4.754422568093387,1,1,42700000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31488,0,0,0,1,0,0,3.0,1,closed,roxro pharma
551,CA,37.4587657,-122.1725191,94025,c:17542,Menlo Park,Menlo Park CA 94025,Intelliden,1,1/1/2000,Still Operating,12/21/2005,5/22/2007,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17542,1,0,0,0,0,1,4.0,1,acquired,intelliden
552,CA,37.288326,-121.945633,95008-2069,c:44268,Campbell,Campbell CA 95008-2069,Forrst,1,1/25/2010,Still Operating,3/24/2011,3/24/2011,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:44268,0,1,0,0,0,0,7.0,1,acquired,forrst
553,NY,40.730646,-73.986614,10017,c:51228,New York,New York NY 10017,XGraph,1,10/1/2008,Still Operating,7/7/2010,7/7/2010,1.7644,1.7644,0.0,3.0849,5,1,3750000,2,NY,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:51228,0,0,1,0,0,0,1.0,1,acquired,xgraph
554,CA,37.441537,-122.158332,94301,c:71852,Palo Alto,Palo Alto CA 94301,Color Labs Inc.,0,8/1/2010,6/1/2013,8/1/2010,3/23/2011,0.0,0.6411,1.5836,3.0685,11,2,41000000,2,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:71852,0,0,1,1,0,0,1.5,1,closed,color labs inc.
555,CA,37.393536,-122.076747,94306,c:23125,Palo Alto,Palo Alto CA 94306,Playdom,1,2/1/2008,Still Operating,11/11/2009,6/21/2010,1.7781,2.3863,2.3123,4.6301,37,2,76000000,3,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:23125,0,0,1,0,0,0,4.0,1,acquired,playdom
556,MA,42.493447,-71.514104,1719,c:37928,Boxborough,Boxborough MA 1719,Digital Reef,1,1/1/2006,Still Operating,1/1/2006,10/1/2008,0.0,2.7507,3.3315,5.2438,9,2,20000000,2,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:37928,0,0,1,1,0,0,1.0,1,acquired,digital reef
557,CA,37.779281,-122.419236,94107,c:65916,San Francisco,San Francisco CA 94107,Servio,1,4/30/2009,Still Operating,8/13/2010,3/6/2013,1.2877,3.8521,1.3945,4.2356,11,2,9356180,4,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:65916,0,0,1,1,0,0,1.5,1,acquired,servio
558,NY,40.743662,-73.984268,10016,c:2245,New York,New York NY 10016,Advaliant,0,4/16/2013,5/4/2009,4/1/2004,4/1/2004,-9.0466,-9.0466,-6.0466,-3.8822,6,1,100000,2,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:2245,0,1,0,0,0,0,1.0,0,closed,advaliant
559,GA,33.7812614,-84.36756170000002,30309,c:16618,Atlanta,Atlanta GA 30309,Vocalocity,1,1/1/2007,Still Operating,1/28/2009,8/29/2011,2.0767,4.6603,4.5836,4.726,9,2,13600000,2,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:16618,0,0,0,1,1,0,3.0,1,acquired,vocalocity
560,CA,37.7766184,-122.3938931,94107,c:1541,San Francisco,San Francisco CA 94107,Dapper,1,10/1/2006,11/16/2010,12/1/2007,12/1/2007,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1541,0,0,1,0,0,0,2.0,1,acquired,dapper
561,CA,37.791564,-122.399981,94104,c:15687,San Francisco,San Francisco CA 94104,SeeSaw Networks,0,1/1/2005,1/1/2012,11/16/2006,6/23/2011,1.874,6.4767,3.0553530479896267,4.754422568093387,4,5,21138876,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:15687,1,0,1,1,0,0,2.0,1,closed,seesaw networks
562,MA,42.36401400000001,-71.101375,2139,c:20889,Cambridge,Cambridge MA 2139,oneforty,1,3/31/2009,Still Operating,6/10/2009,1/11/2010,0.1945,0.7836,1.211,2.3836,13,4,2345000,3,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:20889,0,1,1,0,0,0,5.75,1,acquired,oneforty
563,CA,37.566123,-122.323045,94401,c:2272,San Mateo,San Mateo CA 94401,Smalltown,0,1/15/2005,1/4/2010,11/1/2005,11/1/2005,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2272,0,0,1,0,0,0,1.0,0,closed,smalltown
564,CA,37.406914,-122.09037,94043,c:5043,Mountain View,Mountain View CA 94043,Skyrider,0,1/1/2003,10/15/2008,10/23/2006,3/5/2008,3.811,5.1781,1.7507,3.589,2,2,17000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5043,1,0,0,0,1,0,3.0,1,closed,skyrider
565,NY,40.750519,-73.993494,10001,c:42193,New York,New York NY 10001,SkillSlate,1,1/1/2009,Still Operating,10/20/2010,10/20/2010,1.8,1.8,1.9151,1.9151,8,1,1100000,1,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:42193,0,1,0,0,0,0,8.0,1,acquired,skillslate
566,KY,38.046407,-84.497039,40507,c:60521,Lexington,Lexington KY 40507,AwesomeTouch,1,7/26/2010,Still Operating,4/30/2010,6/1/2011,-0.2384,0.8493,0.9014,0.9014,3,4,59700,1,KY,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:60521,0,1,0,0,0,0,1.0,1,acquired,awesometouch
567,CA,37.814202,-122.477959,94025,c:4881,Menlo Park,Menlo Park CA 94025,Syncplicity,1,11/3/2008,Still Operating,10/31/2008,10/31/2008,-0.0082,-0.0082,2.9726,3.7041,12,1,2350000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:4881,0,0,1,0,0,0,2.0,1,acquired,syncplicity
568,VA,38.87804000000001,-77.436151,22031,c:7345,Chantilly,Chantilly VA 22031,Fortisphere,0,1/1/2006,5/1/2010,11/19/2007,11/19/2007,1.8822,1.8822,1.0,1.0,2,1,10000000,1,VA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:7345,0,0,1,0,0,0,2.0,1,closed,fortisphere
569,CA,37.424298,-122.139809,94306,c:103204,Palo Alto,Palo Alto CA 94306,PlayerDuel,0,1/1/2011,5/1/2013,9/5/2011,6/13/2012,0.6767,1.4493,0.0,0.0,2,2,21189,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:103204,1,1,0,0,0,0,1.0,1,closed,playerduel
570,MA,42.3988661,-71.253781,2451,c:25743,Waltham,Waltham MA 2451,Aveksa,1,1/1/2004,Still Operating,6/14/2006,2/25/2009,2.4521,5.1562,7.6712,8.2219,7,3,28000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:25743,0,0,1,1,1,0,2.6667,1,acquired,aveksa
571,CA,37.386778,-121.966277,95054,c:55829,Santa Clara,Santa Clara CA 95054,PANTA Systems,0,1/1/2002,2/14/2011,5/1/2005,5/1/2005,3.3315,3.3315,3.0553530479896267,4.754422568093387,0,1,9500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:55829,1,0,0,0,0,0,2.0,0,closed,panta systems
572,CA,37.352313,-121.967982,95054,c:26556,Santa Clara,Santa Clara CA 95054,Beceem Communications,1,10/1/2003,Still Operating,6/30/2005,4/22/2009,1.7479,5.5616,2.2548,2.2548,5,3,69600000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:26556,1,0,0,1,0,1,7.6667,1,acquired,beceem communications
573,VA,38.919954,-77.21249300000002,22102,c:29312,McLean,McLean VA 22102,Trust Digital,1,3/1/2003,Still Operating,11/4/2005,7/29/2009,2.6822,6.4164,2.8411,7.2356,11,3,23500000,2,VA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:29312,1,0,0,1,1,0,3.6667,1,acquired,trust digital
574,OR,45.413842,-122.725662,97035,c:3050,Lake Oswego,Lake Oswego OR 97035,Sabrix,1,1/1/2002,Still Operating,6/21/2006,6/21/2006,4.4712,4.4712,6.7534,6.7534,6,1,13000000,1,OR,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:3050,0,0,0,0,0,1,4.0,1,acquired,sabrix
575,NY,40.73901,-73.997259,10011,c:2709,New York,New York NY 10011,Panther Express,1,1/1/2005,Still Operating,7/25/2006,2/27/2008,1.5616,3.1562,3.0,3.4959,8,2,21750000,2,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:2709,1,0,0,1,0,0,2.0,1,acquired,panther express
576,PA,40.602206,-75.47127900000002,18106,c:53946,Allentown,Allentown PA 18106,T-Networks,0,1/1/2000,9/6/2011,2/28/2005,2/28/2005,5.1644,5.1644,3.0553530479896267,4.754422568093387,0,1,5750000,0,PA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:53946,0,0,0,0,1,0,4.0,1,closed,t-networks
577,ME,42.645342,-71.23454699999998,1876,c:28752,Tewksbury,Tewksbury ME 1876,BlueNote Networks,1,1/1/2005,Still Operating,9/26/2005,3/6/2006,0.7342,1.1753,0.1616,0.1616,1,2,23400000,1,ME,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:28752,0,0,1,1,0,0,2.5,1,acquired,bluenote networks
578,CA,37.48657100000001,-122.229161,94063,c:1148,Redwood City,Redwood City CA 94063,Predictify,0,3/1/2007,8/1/2009,3/25/2008,3/25/2008,1.0685,1.0685,0.8384,3.9918,4,1,4300000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1148,0,0,1,0,0,0,2.0,1,closed,predictify
579,TX,30.384453000000004,-97.709809,78746,c:1967,Austin,Austin TX 78746,BreakingPoint Systems,1,8/28/2005,Still Operating,11/12/2007,4/22/2010,2.2082,4.6521,-0.6548,-0.6548,1,2,20000000,1,TX,0,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,c:1967,1,0,0,0,1,0,2.0,1,acquired,breakingpoint systems
580,CA,37.3777985,-121.9744545,95054,c:27142,Santa Clara,Santa Clara CA 95054,OptiMedica,1,1/1/2004,Still Operating,3/26/2008,5/10/2013,4.2356,9.3616,5.0055,5.0055,16,2,51000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:27142,0,0,0,0,1,0,3.5,1,acquired,optimedica
581,MA,42.241765,-71.166164,2026,c:42123,Dedham,Dedham MA 2026,Metatomix,1,1/1/2000,Still Operating,9/8/2003,2/17/2010,3.6877,10.137,3.0027,3.0027,2,4,27101994,1,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:42123,1,0,0,1,0,0,4.6667,1,acquired,metatomix
582,CA,37.320309,-122.05004,95014,c:41656,Cupertino,Cupertino CA 95014,Neterion,1,1/1/2001,Still Operating,2/24/2006,2/24/2006,5.1507,5.1507,4.0027,4.0027,6,1,6480000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:41656,0,0,0,0,0,1,3.0,1,acquired,neterion
583,CA,37.477037,-122.15164,94085,c:16145,Sunnyvale,Sunnyvale CA 94085,Schooner Information Technology,1,5/1/2007,Still Operating,10/1/2007,7/24/2009,0.4192,2.2329,2.2329,4.337,8,2,35000000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:16145,0,0,1,1,0,0,2.5,1,acquired,schooner information technology
584,MA,42.358956,-71.054776,2109,c:6964,Boston,Boston MA 2109,Swaptree Inc.,0,1/1/2010,5/1/2013,7/1/2006,5/25/2010,-3.5068,0.3945,-0.937,0.0849,5,3,11300000,2,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:6964,1,0,0,1,1,0,1.0,1,closed,swaptree inc.
585,GA,33.956215,-83.987962,30043,c:155821,Lawrenceville,Lawrenceville GA 30043,Nalace Corporation,0,1/1/2012,5/1/2013,4/19/2012,4/19/2012,0.2986,0.2986,0.2986,0.2986,1,1,19000,1,GA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:155821,0,1,0,0,0,0,1.0,0,closed,nalace corporation
