,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
0,CA,42.35888,-71.05682,92101,c:6669,San Diego,San Diego CA 92101,Bandsintown,1,1/1/2007,Still Operating,4/1/2009,1/1/2010,2.2493,3.0027,4.6685,6.7041,3,3,375000,3,CA,1,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:6669,0,1,0,0,0,0,1.0,0,acquired,bandsintown
1,CA,37.238916,-121.973718,95032,c:16283,Los Gatos,Los Gatos CA 95032,TriCipher,1,1/1/2000,Still Operating,2/14/2005,12/28/2009,5.126,9.9973,7.0055,7.0055,9,4,40100000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:16283,1,0,0,1,1,1,4.75,1,acquired,tricipher
2,CA,32.901049,-117.192656,92121,c:65620,San Diego,San Diego CA 92121,Plixi,1,3/18/2009,Still Operating,3/30/2010,3/30/2010,1.0329,1.0329,1.4575,2.2055,5,1,2600000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:65620,0,0,1,0,0,0,4.0,1,acquired,plixi
3,CA,37.320309,-122.05004,95014,c:42668,Cupertino,Cupertino CA 95014,Solidcore Systems,1,1/1/2002,Still Operating,2/17/2005,4/25/2007,3.1315,5.3151,6.0027,6.0027,5,3,40000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:42668,0,0,0,1,1,1,3.3333,1,acquired,solidcore systems
4,CA,37.779281,-122.419236,94105,c:65806,San Francisco,San Francisco CA 94105,Inhale Digital,0,8/1/2010,10/1/2012,8/1/2010,4/1/2012,0.0,1.6685,0.0384,0.0384,2,2,1300000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:65806,1,1,0,0,0,0,1.0,1,closed,inhale digital
5,CA,37.406914,-122.09037,94043,c:22898,Mountain View,Mountain View CA 94043,Matisse Networks,0,1/1/2002,2/15/2009,7/18/2006,7/18/2006,4.5452,4.5452,5.0027,5.0027,3,1,7500000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:22898,0,0,0,1,0,0,3.0,1,closed,matisse networks
6,CA,37.3915589,-122.0702643,94041,c:16191,Mountain View,Mountain View CA 94041,RingCube Technologies,1,1/1/2005,Still Operating,9/21/2006,3/18/2010,1.7205,5.211,3.0,6.6082,6,3,26000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16191,1,0,1,1,0,0,1.6667,1,acquired,ringcube technologies
7,CA,38.057107,-122.513742,94901,c:5192,San Rafael,San Rafael CA 94901,ClairMail,1,1/1/2004,Still Operating,8/24/2005,10/4/2010,1.6466,6.7616,5.6055,7.3616,25,3,34100000,3,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:5192,0,0,1,1,0,1,3.5,1,acquired,clairmail
8,MA,42.712207,-73.203599,1267,c:1043,Williamstown,Williamstown MA 1267,VoodooVox,1,1/1/2002,Still Operating,8/2/2005,2/8/2013,3.5863,11.1123,8.0055,9.9945,13,3,9650000,4,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1043,1,0,1,0,0,1,4.0,1,acquired,voodoovox
9,CA,37.427235,-122.145783,94306,c:498,Palo Alto,Palo Alto CA 94306,Doostang,1,6/1/2005,Still Operating,2/1/2007,2/5/2010,1.6712,4.6849,2.9178,6.1151,14,3,5750000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:498,1,1,1,0,0,0,1.0,1,acquired,doostang
10,CA,37.4429885,-122.1624131,94025,c:3949,Menlo Park,Menlo Park CA 94025,Zong,1,11/15/2000,Still Operating,7/1/2005,4/26/2010,4.6274,9.4493,10.1342,10.6493,22,3,27500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:3949,0,0,1,1,0,0,1.0,1,acquired,zong
11,CA,37.452992,-122.185098,94025,c:4829,Menlo Park,Menlo Park CA 94025,Center'd,0,1/1/2006,12/2/2011,2/1/2007,5/3/2011,1.0849,5.3370000000000015,-0.6164,4.6082,8,5,10400000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:4829,1,1,1,0,0,0,1.75,1,closed,center'd
12,KY,38.241467,-85.72451099999998,40204,c:30290,Louisville,Louisville KY 40204,Resonant Vibes,0,1/1/2004,4/27/2012,11/25/2008,11/25/2008,4.9041,4.9041,3.0553530479896267,4.754422568093387,0,1,350000,0,KY,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:30290,1,0,0,0,0,0,1.0,0,closed,resonant vibes
13,NY,40.70276,-73.98666800000002,11201,c:1491,Brooklyn,Brooklyn NY 11201,drop.io,1,11/26/2007,Still Operating,12/3/2007,5/3/2010,0.0192,2.4356,0.7945,4.3781,15,3,9950000,3,NY,0,1,0,0,0,education,0,0,0,0,0,0,0,0,0,1,c:1491,0,0,1,1,1,0,2.3333,1,acquired,drop.io
14,CO,39.74627279999999,-104.9911572,80202,c:15645,Denver,Denver CO 80202,Stratavia,1,1/1/2001,Still Operating,8/31/2005,12/29/2009,4.6658,8.9973,8.8384,8.8384,12,5,10700000,1,CO,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:15645,0,0,1,1,0,0,2.5,1,acquired,stratavia
15,VA,38.901301,-77.265158,22182,c:54177,Vienna,Vienna VA 22182,Invicta Networks,0,1/1/1999,3/28/2010,8/9/2005,8/9/2005,6.6082,6.6082,3.0553530479896267,4.754422568093387,0,1,200000,0,VA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:54177,1,0,0,0,0,0,1.0,0,closed,invicta networks
16,CA,37.39628270000001,-122.105531,94022,c:16770,Los Altos,Los Altos CA 94022,QSecure,0,1/1/2003,9/22/2012,8/2/2005,10/5/2009,2.5863,6.7644,5.5014,5.5014,8,5,49000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:16770,1,0,1,1,1,1,3.5,1,closed,qsecure
17,CA,37.590339,-122.341715,94010,c:107,Burlingame,Burlingame CA 94010,MeeVee,1,7/1/2000,Still Operating,2/1/2005,9/1/2007,4.5918,7.1726,-0.4986,12.6795,7,4,25000000,3,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:107,0,0,1,1,1,1,3.5,1,acquired,meevee
18,NY,40.730646,-73.986614,10004,c:50727,New York,New York NY 10004,SinglePlatform,1,1/1/2010,Still Operating,9/29/2010,8/1/2011,0.7425,1.5808,1.2849,3.0027,10,3,4575000,3,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:50727,0,1,1,0,0,0,5.0,1,acquired,singleplatform
19,CA,37.446411,-122.16054,94301,c:26368,Palo Alto,Palo Alto CA 94301,Bling Nation,0,1/1/2007,9/10/2011,7/2/2009,10/30/2009,2.5014,2.8301,3.0877,3.4932,13,2,28000000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:26368,0,0,1,1,0,0,1.0,1,closed,bling nation
20,TX,30.2350399,-97.80012990000002,78735,c:22291,Austin,Austin TX 78735,Metreos Corporation,1,1/1/2001,Still Operating,3/20/2003,10/14/2004,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:22291,0,1,1,0,0,0,1.5,0,acquired,metreos corporation
21,WA,47.6026054,-122.2848651,98122,c:17857,Seattle,Seattle WA 98122,Hidden City Games,0,1/1/2004,9/28/2011,10/31/2007,10/31/2007,3.8329,3.8329,3.7507,3.7507,3,1,15000000,1,WA,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:17857,0,0,0,1,0,0,2.0,1,closed,hidden city games
22,CA,37.426316,-122.141082,94306,c:15888,Palo Alto,Palo Alto CA 94306,Neopolitan Networks,0,1/1/2002,7/25/2008,6/28/2007,6/28/2007,5.4904,5.4904,0.0,0.0,1,1,3170000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:15888,0,0,1,0,0,0,2.0,0,closed,neopolitan networks
23,CA,37.764395,-122.401024,94103,c:10751,San Francisco,San Francisco CA 94103,Pixelpipe,0,1/1/2008,8/2/2013,1/1/2007,4/25/2011,-1.0,3.3151,3.6959,5.6629999999999985,4,2,2300000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:10751,0,1,1,0,0,0,2.0,0,closed,pixelpipe
24,CO,40.010492,-105.276843,80302,c:458,Boulder,Boulder CO 80302,EventVue,0,5/1/2007,2/1/2010,8/1/2007,9/1/2007,0.2521,0.337,3.0553530479896267,4.754422568093387,5,2,455000,0,CO,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:458,0,1,1,0,0,0,4.5,1,closed,eventvue
25,IL,41.875555,-87.624421,60601,c:45525,Chicago,Chicago IL 60601,BridgePort Networks,1,1/1/2002,Still Operating,11/3/2006,11/3/2006,4.8411,4.8411,1.0,1.0,3,1,13000000,1,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:45525,0,0,0,0,1,0,4.0,1,acquired,bridgeport networks
26,CA,37.429676,-122.1085482,94303,c:3193,Palo Alto,Palo Alto CA 94303,Scalent Systems,1,1/1/2003,Still Operating,1/22/2007,1/22/2007,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:3193,0,0,0,0,1,0,4.0,1,acquired,scalent systems
27,CA,37.870102,-122.268136,94704,c:28456,Berkeley,Berkeley CA 94704,IQ Engines,1,6/1/2008,Still Operating,6/25/2012,6/25/2012,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:28456,0,0,0,1,0,0,2.0,1,acquired,iq engines
28,TX,30.2653441,-97.7435857,78701,c:36920,Austin,Austin TX 78701,"RetailMeNot, Inc.",1,5/1/2007,Still Operating,11/1/2009,11/10/2011,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,c:36920,1,0,1,0,1,0,1.75,1,acquired,"retailmenot, inc."
29,CA,33.708708,-117.852069,92705,c:35712,Santa Ana,Santa Ana CA 92705,Mophie,1,5/24/2005,Still Operating,8/1/2006,8/1/2006,1.189,1.189,2.189,7.7753,5,1,1000000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:35712,1,0,0,0,0,0,2.0,1,acquired,mophie
30,CA,37.422859,-122.045217,94035,c:21492,Moffett Field,Moffett Field CA 94035,Airship Ventures,0,1/1/2007,11/14/2012,5/9/2008,3/1/2009,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:21492,0,0,1,1,0,0,2.0,1,closed,airship ventures
31,WA,47.603832,-122.330062,98119,c:28768,Seattle,Seattle WA 98119,Lockdown Networks,1,1/1/2001,Still Operating,2/25/2005,3/2/2006,4.1534,5.1671,3.0,3.0,6,2,8600000,1,WA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:28768,1,0,0,1,0,0,1.5,1,acquired,lockdown networks
32,NC,36.002893,-78.904075,27701,c:27741,Durham,Durham NC 27701,eMinor,0,10/1/2006,2/17/2012,8/1/2006,10/7/2008,-0.1671,2.0192,3.0553530479896267,4.754422568093387,9,2,5000000,0,NC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:27741,0,0,1,1,0,0,2.5,1,closed,eminor
33,CA,37.779281,-122.419236,94105,c:150658,San Francisco,San Francisco CA 94105,Karma,1,1/1/2011,Still Operating,1/1/2011,11/14/2011,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:150658,1,0,0,0,0,0,5.0,1,acquired,karma
34,PA,40.441694,-79.990086,15219,c:34338,Pittsburgh,Pittsburgh PA 15219,Zipano,0,6/1/2009,5/27/2012,7/1/2009,7/1/2009,0.0822,0.0822,3.0553530479896267,4.754422568093387,2,1,25000,0,PA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,c:34338,0,1,0,0,0,0,1.0,0,closed,zipano
35,NY,40.73901,-73.997259,10011,c:45111,New York,New York NY 10011,Entertainment Media Works,0,7/1/2004,10/1/2008,2/26/2007,2/26/2007,2.6575,2.6575,0.0,0.0,1,1,4000000,1,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45111,0,0,0,1,0,0,1.0,1,closed,entertainment media works
36,CA,37.791137,-122.391843,94111,c:3178,San Francisco,San Francisco CA 94111,Elastra,0,1/1/2007,1/28/2011,8/15/2007,8/5/2008,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3178,0,0,1,1,0,0,2.0,1,closed,elastra
37,CA,37.404788,-121.940842,95134,c:35402,San Jose,San Jose CA 95134,RPO,0,1/1/2005,6/1/2013,1/24/2006,9/13/2010,1.063,5.7014,3.0553530479896267,4.754422568093387,0,3,44000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:35402,0,0,0,1,1,0,4.5,1,closed,rpo
38,CA,37.7795014,-122.3948712,94107,c:22856,San Francisco,San Francisco CA 94107,Fotomoto,1,10/1/2008,Still Operating,12/1/2008,5/26/2011,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:22856,0,1,1,0,0,0,2.3333,1,acquired,fotomoto
39,NY,40.755446,-73.980246,10010,c:1224,New York,New York NY 10010,Peer39,1,3/1/2006,Still Operating,3/1/2006,1/24/2012,0.0,5.9041,3.8411,7.1370000000000005,18,7,29915001,5,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1224,1,1,1,1,1,0,2.75,1,acquired,peer39
40,GA,33.756806,-84.392198,30303,c:1234,Atlanta,Atlanta GA 30303,Vitrue,1,5/1/2006,Still Operating,5/1/2006,2/17/2011,0.0,4.8027,3.7205,7.6164,26,4,33000000,5,GA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:1234,0,0,1,1,1,0,3.0,1,acquired,vitrue
41,NH,42.99564,-71.454789,3101,c:149809,Manchester,Manchester NH 3101,Trendslide,1,8/1/2011,Still Operating,8/1/2011,3/1/2012,0.0,0.5836,0.5836,0.5945,9,2,125000,2,NH,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:149809,0,1,0,0,0,0,1.0,0,acquired,trendslide
42,CA,40.01573320000001,-105.275027,94025,c:13733,Menlo Park,Menlo Park CA 94025,PublicEarth,0,1/1/2008,2/15/2011,2/8/2008,5/21/2010,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:13733,1,0,1,0,0,0,1.0,1,closed,publicearth
43,WA,47.63609,-122.327028,98102,c:39106,Seattle,Seattle WA 98102,Azaleos,1,5/11/2004,Still Operating,11/6/2007,11/6/2007,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:39106,0,0,0,0,1,0,2.0,1,acquired,azaleos
